ID,split,file,mode,parse_mode,metadata_source,numeric_rows,density_columns_in_source,min_frequency_raw_THz,max_frequency_raw_THz,negative_frequency_points,zero_frequency_points,used_positive_frequency_points,negative_intensity_points_clipped,negative_frequency_area_diagnostic,positive_area_0_to_100_THz,status,error,imaginary_area_fraction
6l9,train,/content/obelix_audit_filtered_spectra/Train_cif/6l9/Lithium_PDOS_6l9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.955326564121021,45.51309721271285,16,0,185,0,0.0,99.49405023809334,ok,,0.0
7e5,train,/content/obelix_audit_filtered_spectra/Train_cif/7e5/Lithium_PDOS_7e5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.072788642985571,25.348956652891584,28,0,173,0,0.00028022012690337656,3.081872593789315,ok,,9.091701282238683e-05
7ek,train,/content/obelix_audit_filtered_spectra/Train_cif/7ek/Lithium_PDOS_7ek.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.538998048074074,25.628328475194337,25,0,176,0,0.013872488360004567,46.089032395804054,ok,,0.0003009026957164611
7o7,train,/content/obelix_audit_filtered_spectra/Train_cif/7o7/Lithium_PDOS_7o7.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1346539600466543,24.354557917402648,17,0,184,0,0.0,143.84467881021024,ok,,0.0
7tu,train,/content/obelix_audit_filtered_spectra/Train_cif/7tu/Lithium_PDOS_7tu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6803298308262549,19.226433928571076,17,0,184,0,0.0,63.67569088999018,ok,,0.0
7w5,train,/content/obelix_audit_filtered_spectra/Train_cif/7w5/Lithium_PDOS_7w5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.174795007049765,25.0909455253853,16,0,185,0,0.0,163.0118517609151,ok,,0.0
824,train,/content/obelix_audit_filtered_spectra/Train_cif/824/Lithium_PDOS_824.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6824354602538878,19.291063484958094,17,0,184,0,0.0,60.07575992643436,ok,,0.0
883,train,/content/obelix_audit_filtered_spectra/Train_cif/883/Lithium_PDOS_883.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.480543909317131,62.16068543273654,17,0,184,0,0.0,11.888127122004272,ok,,0.0
8ub,train,/content/obelix_audit_filtered_spectra/Train_cif/8ub/Lithium_PDOS_8ub.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6654596157239143,19.164112049559627,16,0,185,0,0.0,62.05327593291947,ok,,0.0
95j,train,/content/obelix_audit_filtered_spectra/Train_cif/95j/Lithium_PDOS_95j.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.672134612554741,55.49198337167384,16,0,185,0,0.0,18.003224880939978,ok,,0.0
96f,train,/content/obelix_audit_filtered_spectra/Train_cif/96f/Lithium_PDOS_96f.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6526057797926224,19.027148237736483,16,0,185,0,0.0,65.18639345172963,ok,,0.0
97b,train,/content/obelix_audit_filtered_spectra/Train_cif/97b/Lithium_PDOS_97b.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.771358465104001,24.43695157218363,27,0,174,0,0.0029862201387225065,11.578688438877567,ok,,0.0002578400988321447
97p,train,/content/obelix_audit_filtered_spectra/Train_cif/97p/Lithium_PDOS_97p.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6834254396782806,19.64052116972989,16,0,185,0,0.0,71.06359872602094,ok,,0.0
9ky,train,/content/obelix_audit_filtered_spectra/Train_cif/9ky/Lithium_PDOS_9ky.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.181859718849104,39.12661040381085,20,0,181,0,0.007855951978417118,18.95061479582044,ok,,0.00041437688107460996
9lo,train,/content/obelix_audit_filtered_spectra/Train_cif/9lo/Lithium_PDOS_9lo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9753851167259904,35.60419281693051,16,0,185,0,0.0,35.777151239796396,ok,,0.0
9ph,train,/content/obelix_audit_filtered_spectra/Train_cif/9ph/Lithium_PDOS_9ph.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-11.294343832763529,29.00330924676576,57,0,144,0,0.010721684169861044,5.981030046600759,ok,,0.0017894072804785735
9rc,train,/content/obelix_audit_filtered_spectra/Train_cif/9rc/Lithium_PDOS_9rc.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6819692894289795,19.219183266880307,17,0,184,0,0.0,55.52931378899383,ok,,0.0
9s4,train,/content/obelix_audit_filtered_spectra/Train_cif/9s4/Lithium_PDOS_9s4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.542920414604019,39.94096192320587,21,0,180,0,0.047687360389470176,24.204960185986803,ok,,0.0019662744159490916
9wf,train,/content/obelix_audit_filtered_spectra/Train_cif/9wf/Lithium_PDOS_9wf.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.176263258620463,12.653426326117383,18,0,183,0,6.672777446830551e-06,35.26224389052465,ok,,1.8923288616680074e-07
9zk,train,/content/obelix_audit_filtered_spectra/Train_cif/9zk/Lithium_PDOS_9zk.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.9467456322949492,24.20018658473267,15,0,186,0,0.0,120.79828415519495,ok,,0.0
9zr,train,/content/obelix_audit_filtered_spectra/Train_cif/9zr/Lithium_PDOS_9zr.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6801397846592996,19.724331158377733,16,0,185,0,0.0,36.952171329586974,ok,,0.0
a8v,train,/content/obelix_audit_filtered_spectra/Train_cif/a8v/Lithium_PDOS_a8v.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6696916822283938,19.209615013129746,16,0,185,0,0.0,71.24357532041017,ok,,0.0
an2,train,/content/obelix_audit_filtered_spectra/Train_cif/an2/Lithium_PDOS_an2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.677886415650925,31.570150879240977,16,0,185,0,0.0,72.23755932130227,ok,,0.0
aui,train,/content/obelix_audit_filtered_spectra/Train_cif/aui/Lithium_PDOS_aui.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.0197620477861067,23.84732714268281,16,0,185,0,0.0,23.40937147066051,ok,,0.0
be9,train,/content/obelix_audit_filtered_spectra/Train_cif/be9/Lithium_PDOS_be9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.2267938320501963,12.005383887951629,19,0,182,0,0.0006307132125455054,13.363495905944848,ok,,4.719449542189923e-05
bi3,train,/content/obelix_audit_filtered_spectra/Train_cif/bi3/Lithium_PDOS_bi3.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.9912035528926644,23.065990172564145,16,0,185,0,0.0,141.4150504665713,ok,,0.0
bjw,train,/content/obelix_audit_filtered_spectra/Train_cif/bjw/Lithium_PDOS_bjw.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.1373855196630955,13.398736299515576,16,0,185,0,0.0,48.363708158758584,ok,,0.0
bnh,train,/content/obelix_audit_filtered_spectra/Train_cif/bnh/Lithium_PDOS_bnh.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.669641663390294,19.20961622969837,16,0,185,0,0.0,71.24895383506326,ok,,0.0
bq9,train,/content/obelix_audit_filtered_spectra/Train_cif/bq9/Lithium_PDOS_bq9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.932356552810783,21.98850117318867,17,0,184,0,0.0,72.63272497202944,ok,,0.0
bsa,train,/content/obelix_audit_filtered_spectra/Train_cif/bsa/Lithium_PDOS_bsa.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.9803364257281275,23.316212292536328,16,0,185,0,0.0,12.059337659097082,ok,,0.0
bv2,train,/content/obelix_audit_filtered_spectra/Train_cif/bv2/Lithium_PDOS_bv2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.0461057651463337,22.746571800023546,24,0,177,0,0.002299290300446904,12.476738596239837,ok,,0.00018425220929306466
c0g,train,/content/obelix_audit_filtered_spectra/Train_cif/c0g/Lithium_PDOS_c0g.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1026358485907903,24.077570058077814,17,0,184,0,0.0,130.96880961259902,ok,,0.0
c6e,train,/content/obelix_audit_filtered_spectra/Train_cif/c6e/Lithium_PDOS_c6e.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6425538597775398,19.023650861221352,16,0,185,0,0.0,75.96586690510347,ok,,0.0
cdk,train,/content/obelix_audit_filtered_spectra/Train_cif/cdk/Lithium_PDOS_cdk.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.93328100548438,36.48305257778412,15,0,186,0,0.0,11.901649458658891,ok,,0.0
cju,train,/content/obelix_audit_filtered_spectra/Train_cif/cju/Lithium_PDOS_cju.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.644700027444172,19.04334845799562,16,0,185,0,0.0,70.65072262394298,ok,,0.0
clt,train,/content/obelix_audit_filtered_spectra/Train_cif/clt/Lithium_PDOS_clt.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.1908895485876,47.536113284931496,17,0,184,0,0.0,18.122221320508338,ok,,0.0
d7f,train,/content/obelix_audit_filtered_spectra/Train_cif/d7f/Lithium_PDOS_d7f.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.797512692320606,22.0463071987103,16,0,185,0,0.0,35.40437633440068,ok,,0.0
d9l,train,/content/obelix_audit_filtered_spectra/Train_cif/d9l/Lithium_PDOS_d9l.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6441119920260123,19.06656707064924,16,0,185,0,0.0,71.21393322284945,ok,,0.0
dae,train,/content/obelix_audit_filtered_spectra/Train_cif/dae/Lithium_PDOS_dae.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.095388876885633,23.98373433682508,17,0,184,0,0.0,145.02735810506582,ok,,0.0
dc8,train,/content/obelix_audit_filtered_spectra/Train_cif/dc8/Lithium_PDOS_dc8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.127539973600534,36.677366173105376,21,0,180,0,0.0033504301878133974,55.46405217532677,ok,,6.0403588962723424e-05
deu,train,/content/obelix_audit_filtered_spectra/Train_cif/deu/Lithium_PDOS_deu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.739975031442493,16.860290735467135,19,0,182,0,8.016401063469771e-05,27.11085130472466,ok,,2.956888837520908e-06
dlj,train,/content/obelix_audit_filtered_spectra/Train_cif/dlj/Lithium_PDOS_dlj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6555124361837898,19.062210809115022,16,0,185,0,0.0,72.08609381631845,ok,,0.0
dth,train,/content/obelix_audit_filtered_spectra/Train_cif/dth/Lithium_PDOS_dth.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.128020729270535,26.613768529234147,15,0,186,0,0.0,24.17923530074327,ok,,0.0
dvn,train,/content/obelix_audit_filtered_spectra/Train_cif/dvn/Lithium_PDOS_dvn.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.2080525536263758,14.204875132995172,16,0,185,0,0.0,47.7040906606922,ok,,0.0
e6a,train,/content/obelix_audit_filtered_spectra/Train_cif/e6a/Lithium_PDOS_e6a.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.042039546122936,23.66041750107682,16,0,185,0,0.0,152.85470729862584,ok,,0.0
e81,train,/content/obelix_audit_filtered_spectra/Train_cif/e81/Lithium_PDOS_e81.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9712947957515885,29.55438078277207,19,0,182,0,0.0003010755965913097,22.079999764247876,ok,,1.3635484352097733e-05
ek5,train,/content/obelix_audit_filtered_spectra/Train_cif/ek5/Lithium_PDOS_ek5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.464434638647002,28.895600689879405,22,0,179,0,0.002047806954968529,22.51880721902625,ok,,9.092936092373371e-05
fft,train,/content/obelix_audit_filtered_spectra/Train_cif/fft/Lithium_PDOS_fft.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.930625024805299,23.30617830733919,41,0,160,0,0.12075471657019257,17.82627622748785,ok,,0.006728395183949488
fj5,train,/content/obelix_audit_filtered_spectra/Train_cif/fj5/Lithium_PDOS_fj5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.9300586521724368,35.285106874199464,21,0,180,0,0.0023001221098577483,39.14432354350589,ok,,5.875658982764456e-05
fkj,train,/content/obelix_audit_filtered_spectra/Train_cif/fkj/Lithium_PDOS_fkj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6352960516380517,19.263640551626175,16,0,185,0,0.0,39.81661272653101,ok,,0.0
fwz,train,/content/obelix_audit_filtered_spectra/Train_cif/fwz/Lithium_PDOS_fwz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6629302748682346,20.22846072991109,16,0,185,0,0.0,11.872915557962767,ok,,0.0
gcj,train,/content/obelix_audit_filtered_spectra/Train_cif/gcj/Lithium_PDOS_gcj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.141149818929577,24.71204264279646,16,0,185,0,0.0,143.8660483569932,ok,,0.0
gkl,train,/content/obelix_audit_filtered_spectra/Train_cif/gkl/Lithium_PDOS_gkl.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.190142617231264,25.20672382852741,16,0,185,0,0.0,122.1514468282733,ok,,0.0
goi,train,/content/obelix_audit_filtered_spectra/Train_cif/goi/Lithium_PDOS_goi.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-9.211190904896345,101.425497894353,17,0,181,0,0.0,13.422107495861352,ok,,0.0
gvd,train,/content/obelix_audit_filtered_spectra/Train_cif/gvd/Lithium_PDOS_gvd.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.5710278438805931,22.06491300131008,14,0,187,0,0.0,8.883518679155697,ok,,0.0
gw2,train,/content/obelix_audit_filtered_spectra/Train_cif/gw2/Lithium_PDOS_gw2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.6048645760387577,41.41443299930597,17,0,184,0,0.0,23.519973906862916,ok,,0.0
gxz,train,/content/obelix_audit_filtered_spectra/Train_cif/gxz/Lithium_PDOS_gxz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.335218424686253,37.41213748905203,21,0,180,0,0.0023700406888993645,22.31896519706717,ok,,0.00010617826683103127
gz8,train,/content/obelix_audit_filtered_spectra/Train_cif/gz8/Lithium_PDOS_gz8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.166232114484571,24.88459890303691,17,0,184,0,0.0,119.09746749357261,ok,,0.0
h6c,train,/content/obelix_audit_filtered_spectra/Train_cif/h6c/Lithium_PDOS_h6c.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.3435694231637743,28.87651291788716,16,0,185,0,0.0,17.968386844430576,ok,,0.0
h7r,train,/content/obelix_audit_filtered_spectra/Train_cif/h7r/Lithium_PDOS_h7r.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.417548480806385,39.01124561245794,21,0,180,0,0.009231258770586136,17.333062508944828,ok,,0.0005322974512040119
h82,train,/content/obelix_audit_filtered_spectra/Train_cif/h82/Lithium_PDOS_h82.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6357895028959788,19.0015540589106,16,0,185,0,0.0,73.25306568266902,ok,,0.0
h89,train,/content/obelix_audit_filtered_spectra/Train_cif/h89/Lithium_PDOS_h89.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.116961695240722,24.134512490273668,17,0,184,0,0.0,140.36858853171657,ok,,0.0
hai,train,/content/obelix_audit_filtered_spectra/Train_cif/hai/Lithium_PDOS_hai.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.12163330245647,35.737150793028505,21,0,180,0,0.000754199737505179,5.5603445909747355,ok,,0.00013562063288010467
hbz,train,/content/obelix_audit_filtered_spectra/Train_cif/hbz/Lithium_PDOS_hbz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7067657803777532,19.445363098717436,17,0,184,0,0.0,71.9457388958642,ok,,0.0
hcm,train,/content/obelix_audit_filtered_spectra/Train_cif/hcm/Lithium_PDOS_hcm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.2508333730059067,25.58201392401969,17,0,184,0,0.0,121.8832801043776,ok,,0.0
hja,train,/content/obelix_audit_filtered_spectra/Train_cif/hja/Lithium_PDOS_hja.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.457274338802817,29.41446855714983,27,0,174,0,0.013559919394222169,6.152699209467914,ok,,0.002199051176872028
i12,train,/content/obelix_audit_filtered_spectra/Train_cif/i12/Lithium_PDOS_i12.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.327146097307296,24.89508280596281,18,0,183,0,7.741235821245542e-07,24.290888915748095,ok,,3.186888549608509e-08
ia5,train,/content/obelix_audit_filtered_spectra/Train_cif/ia5/Lithium_PDOS_ia5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-7.343402108999615,29.62148430903238,40,0,161,0,0.032128220877935536,5.863857678303731,ok,,0.005449168540649795
iiy,train,/content/obelix_audit_filtered_spectra/Train_cif/iiy/Lithium_PDOS_iiy.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6620206916181497,19.260963025407797,16,0,185,0,0.0,74.54744751985099,ok,,0.0
ij5,train,/content/obelix_audit_filtered_spectra/Train_cif/ij5/Lithium_PDOS_ij5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6990463883088796,19.639881625494112,16,0,185,0,0.0,63.02394796576061,ok,,0.0
ik8,train,/content/obelix_audit_filtered_spectra/Train_cif/ik8/Lithium_PDOS_ik8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7548695210469196,19.583968671244644,17,0,184,0,0.0,63.0437873197242,ok,,0.0
iqt,train,/content/obelix_audit_filtered_spectra/Train_cif/iqt/Lithium_PDOS_iqt.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.207036234978286,40.81674145690464,19,0,182,0,0.0010727411192708266,24.377741978967368,ok,,4.400300554345467e-05
ish,train,/content/obelix_audit_filtered_spectra/Train_cif/ish/Lithium_PDOS_ish.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6632997047746207,19.229334194342,16,0,185,0,0.0,72.31432412725145,ok,,0.0
ix1,train,/content/obelix_audit_filtered_spectra/Train_cif/ix1/Lithium_PDOS_ix1.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.6615495204750967,39.49200337810164,17,0,184,0,0.0,14.586247553714312,ok,,0.0
j8q,train,/content/obelix_audit_filtered_spectra/Train_cif/j8q/Lithium_PDOS_j8q.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7827578576304206,18.92336154355032,18,0,183,0,2.229964416999148e-05,61.15847131200984,ok,,3.6462055968203554e-07
jkq,train,/content/obelix_audit_filtered_spectra/Train_cif/jkq/Lithium_PDOS_jkq.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9252573348655666,25.829336987215218,21,0,180,0,0.00036408702153798095,24.78852836721499,ok,,1.468750660039097e-05
jl4,train,/content/obelix_audit_filtered_spectra/Train_cif/jl4/Lithium_PDOS_jl4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.0562837118366204,25.529339579556005,22,0,179,0,0.0014866386991791748,26.321819238578442,ok,,5.647613966536198e-05
joc,train,/content/obelix_audit_filtered_spectra/Train_cif/joc/Lithium_PDOS_joc.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.5604781192378172,18.777466235039096,16,0,185,0,0.0,19.020508630070044,ok,,0.0
jqc,train,/content/obelix_audit_filtered_spectra/Train_cif/jqc/Lithium_PDOS_jqc.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.981035821227602,23.181113270131515,16,0,185,0,0.0,20.85639205662033,ok,,0.0
k4x,train,/content/obelix_audit_filtered_spectra/Train_cif/k4x/Lithium_PDOS_k4x.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6942481780088208,18.998178030186917,17,0,184,0,0.0,65.59246168157298,ok,,0.0
ka6,train,/content/obelix_audit_filtered_spectra/Train_cif/ka6/Lithium_PDOS_ka6.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1662386374748843,24.884568645794168,17,0,184,0,0.0,119.08930740485064,ok,,0.0
kab,train,/content/obelix_audit_filtered_spectra/Train_cif/kab/Lithium_PDOS_kab.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.207260707719149,40.81672449782842,19,0,182,0,0.001074585572187136,24.388304271241594,ok,,4.405957111478154e-05
kbo,train,/content/obelix_audit_filtered_spectra/Train_cif/kbo/Lithium_PDOS_kbo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.246028515782278,38.94734473738151,20,0,181,0,0.0007557091185254156,22.867107533470854,ok,,3.304677444099692e-05
kbq,train,/content/obelix_audit_filtered_spectra/Train_cif/kbq/Lithium_PDOS_kbq.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.044745928009013,23.48329800136996,17,0,184,0,0.0,117.71981419393282,ok,,0.0
kbu,train,/content/obelix_audit_filtered_spectra/Train_cif/kbu/Lithium_PDOS_kbu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.20204768175142,25.16871275781508,17,0,184,0,0.0,134.99635737818735,ok,,0.0
