ID,split,file,mode,parse_mode,metadata_source,numeric_rows,density_columns_in_source,min_frequency_raw_THz,max_frequency_raw_THz,negative_frequency_points,zero_frequency_points,used_positive_frequency_points,negative_intensity_points_clipped,negative_frequency_area_diagnostic,positive_area_0_to_100_THz,status,error
gkl,train,/content/obelix_audit_filtered_spectra/Train_cif/gkl/Lithium_PDOS_gkl.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.190142617231264,25.20672382852741,16,0,185,0,0.0,122.1514468282733,ok,
goi,train,/content/obelix_audit_filtered_spectra/Train_cif/goi/Lithium_PDOS_goi.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-9.211190904896345,101.425497894353,17,0,181,0,0.0,13.422107495861352,ok,
gvd,train,/content/obelix_audit_filtered_spectra/Train_cif/gvd/Lithium_PDOS_gvd.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.5710278438805931,22.06491300131008,14,0,187,0,0.0,8.883518679155697,ok,
gw2,train,/content/obelix_audit_filtered_spectra/Train_cif/gw2/Lithium_PDOS_gw2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.6048645760387577,41.41443299930597,17,0,184,0,0.0,23.51997390686292,ok,
gxz,train,/content/obelix_audit_filtered_spectra/Train_cif/gxz/Lithium_PDOS_gxz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.335218424686253,37.41213748905203,21,0,180,0,0.0023700406888993,22.31896519706717,ok,
gz8,train,/content/obelix_audit_filtered_spectra/Train_cif/gz8/Lithium_PDOS_gz8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.166232114484571,24.88459890303691,17,0,184,0,0.0,119.0974674935726,ok,
h6c,train,/content/obelix_audit_filtered_spectra/Train_cif/h6c/Lithium_PDOS_h6c.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.3435694231637743,28.87651291788716,16,0,185,0,0.0,17.968386844430576,ok,
h7r,train,/content/obelix_audit_filtered_spectra/Train_cif/h7r/Lithium_PDOS_h7r.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.417548480806385,39.01124561245794,21,0,180,0,0.0092312587705861,17.333062508944828,ok,
h82,train,/content/obelix_audit_filtered_spectra/Train_cif/h82/Lithium_PDOS_h82.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6357895028959788,19.0015540589106,16,0,185,0,0.0,73.25306568266902,ok,
h89,train,/content/obelix_audit_filtered_spectra/Train_cif/h89/Lithium_PDOS_h89.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.116961695240722,24.134512490273668,17,0,184,0,0.0,140.36858853171657,ok,
hai,train,/content/obelix_audit_filtered_spectra/Train_cif/hai/Lithium_PDOS_hai.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.12163330245647,35.737150793028505,21,0,180,0,0.0007541997375051,5.560344590974736,ok,
hbz,train,/content/obelix_audit_filtered_spectra/Train_cif/hbz/Lithium_PDOS_hbz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7067657803777532,19.44536309871744,17,0,184,0,0.0,71.9457388958642,ok,
hcm,train,/content/obelix_audit_filtered_spectra/Train_cif/hcm/Lithium_PDOS_hcm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.2508333730059067,25.58201392401969,17,0,184,0,0.0,121.8832801043776,ok,
hja,train,/content/obelix_audit_filtered_spectra/Train_cif/hja/Lithium_PDOS_hja.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.457274338802817,29.41446855714983,27,0,174,0,0.0135599193942221,6.152699209467914,ok,
i12,train,/content/obelix_audit_filtered_spectra/Train_cif/i12/Lithium_PDOS_i12.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.327146097307296,24.89508280596281,18,0,183,0,7.741235821245542e-07,24.29088891574809,ok,
ia5,train,/content/obelix_audit_filtered_spectra/Train_cif/ia5/Lithium_PDOS_ia5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-7.343402108999615,29.62148430903238,40,0,161,0,0.0321282208779355,5.863857678303731,ok,
iiy,train,/content/obelix_audit_filtered_spectra/Train_cif/iiy/Lithium_PDOS_iiy.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6620206916181497,19.2609630254078,16,0,185,0,0.0,74.54744751985099,ok,
ij5,train,/content/obelix_audit_filtered_spectra/Train_cif/ij5/Lithium_PDOS_ij5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6990463883088796,19.639881625494112,16,0,185,0,0.0,63.02394796576061,ok,
ik8,train,/content/obelix_audit_filtered_spectra/Train_cif/ik8/Lithium_PDOS_ik8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7548695210469196,19.583968671244644,17,0,184,0,0.0,63.0437873197242,ok,
iqt,train,/content/obelix_audit_filtered_spectra/Train_cif/iqt/Lithium_PDOS_iqt.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.207036234978286,40.81674145690464,19,0,182,0,0.0010727411192708,24.377741978967368,ok,
ish,train,/content/obelix_audit_filtered_spectra/Train_cif/ish/Lithium_PDOS_ish.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6632997047746207,19.229334194342,16,0,185,0,0.0,72.31432412725145,ok,
ix1,train,/content/obelix_audit_filtered_spectra/Train_cif/ix1/Lithium_PDOS_ix1.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.6615495204750967,39.49200337810164,17,0,184,0,0.0,14.586247553714312,ok,
j8q,train,/content/obelix_audit_filtered_spectra/Train_cif/j8q/Lithium_PDOS_j8q.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7827578576304206,18.92336154355032,18,0,183,0,2.229964416999148e-05,61.15847131200984,ok,
jkq,train,/content/obelix_audit_filtered_spectra/Train_cif/jkq/Lithium_PDOS_jkq.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9252573348655666,25.829336987215218,21,0,180,0,0.0003640870215379,24.78852836721499,ok,
jl4,train,/content/obelix_audit_filtered_spectra/Train_cif/jl4/Lithium_PDOS_jl4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.0562837118366204,25.529339579556005,22,0,179,0,0.0014866386991791,26.32181923857844,ok,
joc,train,/content/obelix_audit_filtered_spectra/Train_cif/joc/Lithium_PDOS_joc.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.5604781192378172,18.777466235039096,16,0,185,0,0.0,19.020508630070044,ok,
jqc,train,/content/obelix_audit_filtered_spectra/Train_cif/jqc/Lithium_PDOS_jqc.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.981035821227602,23.181113270131515,16,0,185,0,0.0,20.85639205662033,ok,
k4x,train,/content/obelix_audit_filtered_spectra/Train_cif/k4x/Lithium_PDOS_k4x.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6942481780088208,18.99817803018692,17,0,184,0,0.0,65.59246168157298,ok,
ka6,train,/content/obelix_audit_filtered_spectra/Train_cif/ka6/Lithium_PDOS_ka6.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1662386374748843,24.884568645794168,17,0,184,0,0.0,119.08930740485064,ok,
kab,train,/content/obelix_audit_filtered_spectra/Train_cif/kab/Lithium_PDOS_kab.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.207260707719149,40.81672449782842,19,0,182,0,0.0010745855721871,24.388304271241594,ok,
kbo,train,/content/obelix_audit_filtered_spectra/Train_cif/kbo/Lithium_PDOS_kbo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.246028515782278,38.94734473738151,20,0,181,0,0.0007557091185254,22.86710753347085,ok,
kbq,train,/content/obelix_audit_filtered_spectra/Train_cif/kbq/Lithium_PDOS_kbq.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.044745928009013,23.48329800136996,17,0,184,0,0.0,117.71981419393282,ok,
kbu,train,/content/obelix_audit_filtered_spectra/Train_cif/kbu/Lithium_PDOS_kbu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.20204768175142,25.16871275781508,17,0,184,0,0.0,134.99635737818735,ok,
kfp,train,/content/obelix_audit_filtered_spectra/Train_cif/kfp/Lithium_PDOS_kfp.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.492605596196077,38.15906702721657,22,0,179,0,0.002649117940124,23.90633704678767,ok,
kgl,train,/content/obelix_audit_filtered_spectra/Train_cif/kgl/Lithium_PDOS_kgl.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6941185418772384,19.741192831430304,16,0,185,0,0.0,77.0986608476602,ok,
kkn,train,/content/obelix_audit_filtered_spectra/Train_cif/kkn/Lithium_PDOS_kkn.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.938935319179301,21.945406103765432,17,0,184,0,0.0,73.00173421772577,ok,
kko,train,/content/obelix_audit_filtered_spectra/Train_cif/kko/Lithium_PDOS_kko.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7218693356204389,18.82386788472641,17,0,184,0,0.0,57.075675228752566,ok,
kmv,train,/content/obelix_audit_filtered_spectra/Train_cif/kmv/Lithium_PDOS_kmv.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.283187531035394,17.677308890070982,23,0,178,0,0.0141242174574768,47.14903731090917,ok,
kop,train,/content/obelix_audit_filtered_spectra/Train_cif/kop/Lithium_PDOS_kop.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6469574654053474,19.022415214434755,16,0,185,0,0.0,59.19071711569616,ok,
l9r,train,/content/obelix_audit_filtered_spectra/Train_cif/l9r/Lithium_PDOS_l9r.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1476852565859725,24.63531362668927,17,0,184,0,0.0,145.87034549766074,ok,
l9v,train,/content/obelix_audit_filtered_spectra/Train_cif/l9v/Lithium_PDOS_l9v.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.339937800848128,22.95562406536181,19,0,182,0,0.0004183921927488,53.41977782498451,ok,
lap,train,/content/obelix_audit_filtered_spectra/Train_cif/lap/Lithium_PDOS_lap.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.206998411079312,40.81669488538701,19,0,182,0,0.0010726428536048,24.37972844427396,ok,
ldx,train,/content/obelix_audit_filtered_spectra/Train_cif/ldx/Lithium_PDOS_ldx.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-11.786025011507586,40.80393006380409,45,0,156,0,0.2675401560985002,5.456530903004305,ok,
lkm,train,/content/obelix_audit_filtered_spectra/Train_cif/lkm/Lithium_PDOS_lkm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.162719685180246,26.23495331712811,22,0,179,0,0.0063381364198324,73.31013131441082,ok,
lol,train,/content/obelix_audit_filtered_spectra/Train_cif/lol/Lithium_PDOS_lol.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.488523946776904,19.158561794134904,23,0,178,0,0.0261740989755628,22.56088158036407,ok,
lpx,train,/content/obelix_audit_filtered_spectra/Train_cif/lpx/Lithium_PDOS_lpx.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.538986567132721,40.03500657006167,17,0,184,0,0.0,20.04994738188458,ok,
lrh,train,/content/obelix_audit_filtered_spectra/Train_cif/lrh/Lithium_PDOS_lrh.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.221359054549766,37.35390109298116,16,0,185,0,0.0,29.69240472534529,ok,
lxk,train,/content/obelix_audit_filtered_spectra/Train_cif/lxk/Lithium_PDOS_lxk.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6273859469132874,18.86664465704552,16,0,185,0,0.0,79.25343331160673,ok,
m0v,train,/content/obelix_audit_filtered_spectra/Train_cif/m0v/Lithium_PDOS_m0v.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.314243354935809,28.27373393601061,21,0,180,0,0.0005595157410786,32.90277478360247,ok,
mde,train,/content/obelix_audit_filtered_spectra/Train_cif/mde/Lithium_PDOS_mde.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.802534293332901,50.08387725788147,21,0,180,0,0.0038918318308178,12.676928278582992,ok,
mfs,train,/content/obelix_audit_filtered_spectra/Train_cif/mfs/Lithium_PDOS_mfs.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.0419357751730347,23.83095335841393,16,0,185,0,0.0,24.4476320567967,ok,
mq1,train,/content/obelix_audit_filtered_spectra/Train_cif/mq1/Lithium_PDOS_mq1.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.0595340517611762,12.69373898914477,16,0,185,0,0.0,17.866133314869977,ok,
mtn,train,/content/obelix_audit_filtered_spectra/Train_cif/mtn/Lithium_PDOS_mtn.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6828609323710055,19.1777042615385,17,0,184,0,0.0,61.11743569808858,ok,
my9,train,/content/obelix_audit_filtered_spectra/Train_cif/my9/Lithium_PDOS_my9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.608297711896766,40.12701985855638,21,0,180,0,0.0152038704883701,21.05069979237352,ok,
n27,train,/content/obelix_audit_filtered_spectra/Train_cif/n27/Lithium_PDOS_n27.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.324998121087164,50.0304325026644,16,0,185,0,0.0,12.009319258102392,ok,
nhq,train,/content/obelix_audit_filtered_spectra/Train_cif/nhq/Lithium_PDOS_nhq.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6363843951858992,18.93715647357024,16,0,185,0,0.0,36.745940227445445,ok,
nig,train,/content/obelix_audit_filtered_spectra/Train_cif/nig/Lithium_PDOS_nig.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6366306488325448,19.41965533980801,16,0,185,0,0.0,36.19876816397848,ok,
nip,train,/content/obelix_audit_filtered_spectra/Train_cif/nip/Lithium_PDOS_nip.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7339080216902674,18.825022977260453,17,0,184,0,0.0,56.3857157031888,ok,
nua,train,/content/obelix_audit_filtered_spectra/Train_cif/nua/Lithium_PDOS_nua.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.125989453599491,27.202973766514024,27,0,174,0,0.003457400687606,5.933487755222416,ok,
o5q,train,/content/obelix_audit_filtered_spectra/Train_cif/o5q/Lithium_PDOS_o5q.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.065224175492299,23.918599661269354,16,0,185,0,0.0,161.30041829017048,ok,
oi6,train,/content/obelix_audit_filtered_spectra/Train_cif/oi6/Lithium_PDOS_oi6.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.875182471958854,24.820747361323807,21,0,180,0,0.0004956533268433,20.90008036493002,ok,
opo,train,/content/obelix_audit_filtered_spectra/Train_cif/opo/Lithium_PDOS_opo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.157074679420855,13.85562841986745,27,0,174,0,0.0327923548004355,15.087989921087685,ok,
p9u,train,/content/obelix_audit_filtered_spectra/Train_cif/p9u/Lithium_PDOS_p9u.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6299084635345586,18.97394638984549,16,0,185,0,0.0,71.7585837130907,ok,
pa1,train,/content/obelix_audit_filtered_spectra/Train_cif/pa1/Lithium_PDOS_pa1.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7010299771221205,19.614157472318976,16,0,185,0,0.0,77.03120530319921,ok,
pbz,train,/content/obelix_audit_filtered_spectra/Train_cif/pbz/Lithium_PDOS_pbz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.9806116796701954,28.828438524642728,25,0,176,0,0.021850712517149,45.39858759024659,ok,
pe2,train,/content/obelix_audit_filtered_spectra/Train_cif/pe2/Lithium_PDOS_pe2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.1354289863767195,12.969410313345607,17,0,184,0,0.0,51.99785104407048,ok,
pg8,train,/content/obelix_audit_filtered_spectra/Train_cif/pg8/Lithium_PDOS_pg8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.897818295624499,40.54594299121304,18,0,183,0,3.631827979510841e-05,27.67011548824952,ok,
pql,train,/content/obelix_audit_filtered_spectra/Train_cif/pql/Lithium_PDOS_pql.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.399408900188951,16.76195735626635,16,0,185,0,0.0,194.60558584893408,ok,
pwr,train,/content/obelix_audit_filtered_spectra/Train_cif/pwr/Lithium_PDOS_pwr.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.551477442514659,32.99046363657917,20,0,181,0,0.0013336413812202,21.02156060287667,ok,
qa9,train,/content/obelix_audit_filtered_spectra/Train_cif/qa9/Lithium_PDOS_qa9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.6817777763520905,56.0690659675278,19,0,182,0,0.0006471882087354,18.099229109076507,ok,
qbb,train,/content/obelix_audit_filtered_spectra/Train_cif/qbb/Lithium_PDOS_qbb.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.5057640880415133,20.015596115721205,14,0,187,0,0.0,8.930722117126,ok,
qno,train,/content/obelix_audit_filtered_spectra/Train_cif/qno/Lithium_PDOS_qno.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.8030631486987367,39.38372746424939,18,0,183,0,2.4762787846599857e-05,18.175963414717835,ok,
qy4,train,/content/obelix_audit_filtered_spectra/Train_cif/qy4/Lithium_PDOS_qy4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.3386321304112454,15.445496723070328,16,0,185,0,0.0,23.47527060786368,ok,
r99,train,/content/obelix_audit_filtered_spectra/Train_cif/r99/Lithium_PDOS_r99.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.68852881901916,28.847951338111173,18,0,183,0,2.8225677162346265e-07,2.949054857421368,ok,
rty,train,/content/obelix_audit_filtered_spectra/Train_cif/rty/Lithium_PDOS_rty.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6264459655615202,19.048491802804367,16,0,185,0,0.0,58.50529030030118,ok,
rwr,train,/content/obelix_audit_filtered_spectra/Train_cif/rwr/Lithium_PDOS_rwr.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.34212634372206,16.363273483716913,16,0,185,0,0.0,195.14298455012357,ok,
sg0,train,/content/obelix_audit_filtered_spectra/Train_cif/sg0/Lithium_PDOS_sg0.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9340564581153283,22.140390623188868,24,0,177,0,0.0027830501201866,5.993776112260006,ok,
skm,train,/content/obelix_audit_filtered_spectra/Train_cif/skm/Lithium_PDOS_skm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.667254143164622,23.892092913786623,39,0,162,0,0.0790089584780065,14.968103424096029,ok,
sqm,train,/content/obelix_audit_filtered_spectra/Train_cif/sqm/Lithium_PDOS_sqm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.2032395074814155,24.235631329582827,17,0,184,0,0.0,141.75568624872068,ok,
t0h,train,/content/obelix_audit_filtered_spectra/Train_cif/t0h/Lithium_PDOS_t0h.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.229467538824754,27.172892743752616,33,0,168,0,0.2288019100597201,23.930475151819437,ok,
t2c,train,/content/obelix_audit_filtered_spectra/Train_cif/t2c/Lithium_PDOS_t2c.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7600851606942658,19.36093373480964,17,0,184,0,0.0,72.23588601825496,ok,
tbj,train,/content/obelix_audit_filtered_spectra/Train_cif/tbj/Lithium_PDOS_tbj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.3020070797380776,25.322073692913204,17,0,184,0,0.0,119.86994910248696,ok,
tka,train,/content/obelix_audit_filtered_spectra/Train_cif/tka/Lithium_PDOS_tka.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.533159922111332,38.864754082331,17,0,184,0,0.0,5.903640888942418,ok,
tvf,train,/content/obelix_audit_filtered_spectra/Train_cif/tvf/Lithium_PDOS_tvf.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-10.17679255768232,111.94471207125216,17,0,164,0,0.0,35.47289767591682,ok,
tws,train,/content/obelix_audit_filtered_spectra/Train_cif/tws/Lithium_PDOS_tws.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.142475971528264,26.78305807145613,22,0,179,0,0.0008317748998023,36.861147299472,ok,
u0c,train,/content/obelix_audit_filtered_spectra/Train_cif/u0c/Lithium_PDOS_u0c.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.492774027138838,27.420515333722825,17,0,184,0,0.0,29.055743505103763,ok,
uaz,train,/content/obelix_audit_filtered_spectra/Train_cif/uaz/Lithium_PDOS_uaz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.3047923799306345,25.35271336276362,17,0,184,0,0.0,144.6065473470034,ok,
ueu,train,/content/obelix_audit_filtered_spectra/Train_cif/ueu/Lithium_PDOS_ueu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.313791163079103,25.4517023664628,17,0,184,0,0.0,136.11875611622423,ok,
uex,train,/content/obelix_audit_filtered_spectra/Train_cif/uex/Lithium_PDOS_uex.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.39779408995796,39.55170578400108,21,0,180,0,0.0020098801086252,19.759813958623504,ok,
