ID,totalDOS_000.00_001.00THz,totalDOS_001.00_002.00THz,totalDOS_002.00_003.00THz,totalDOS_003.00_004.00THz,totalDOS_004.00_005.00THz,totalDOS_005.00_006.00THz,totalDOS_006.00_007.00THz,totalDOS_007.00_008.00THz,totalDOS_008.00_009.00THz,totalDOS_009.00_010.00THz,totalDOS_010.00_011.00THz,totalDOS_011.00_012.00THz,totalDOS_012.00_013.00THz,totalDOS_013.00_014.00THz,totalDOS_014.00_015.00THz,totalDOS_015.00_016.00THz,totalDOS_016.00_017.00THz,totalDOS_017.00_018.00THz,totalDOS_018.00_019.00THz,totalDOS_019.00_020.00THz,totalDOS_020.00_021.00THz,totalDOS_021.00_022.00THz,totalDOS_022.00_023.00THz,totalDOS_023.00_024.00THz,totalDOS_024.00_025.00THz,totalDOS_025.00_026.00THz,totalDOS_026.00_027.00THz,totalDOS_027.00_028.00THz,totalDOS_028.00_029.00THz,totalDOS_029.00_030.00THz,totalDOS_030.00_031.00THz,totalDOS_031.00_032.00THz,totalDOS_032.00_033.00THz,totalDOS_033.00_034.00THz,totalDOS_034.00_035.00THz,totalDOS_035.00_036.00THz,totalDOS_036.00_037.00THz,totalDOS_037.00_038.00THz,totalDOS_038.00_039.00THz,totalDOS_039.00_040.00THz,totalDOS_040.00_041.00THz,totalDOS_041.00_042.00THz,totalDOS_042.00_043.00THz,totalDOS_043.00_044.00THz,totalDOS_044.00_045.00THz,totalDOS_045.00_046.00THz,totalDOS_046.00_047.00THz,totalDOS_047.00_048.00THz,totalDOS_048.00_049.00THz,totalDOS_049.00_050.00THz,totalDOS_050.00_051.00THz,totalDOS_051.00_052.00THz,totalDOS_052.00_053.00THz,totalDOS_053.00_054.00THz,totalDOS_054.00_055.00THz,totalDOS_055.00_056.00THz,totalDOS_056.00_057.00THz,totalDOS_057.00_058.00THz,totalDOS_058.00_059.00THz,totalDOS_059.00_060.00THz,totalDOS_060.00_061.00THz,totalDOS_061.00_062.00THz,totalDOS_062.00_063.00THz,totalDOS_063.00_064.00THz,totalDOS_064.00_065.00THz,totalDOS_065.00_066.00THz,totalDOS_066.00_067.00THz,totalDOS_067.00_068.00THz,totalDOS_068.00_069.00THz,totalDOS_069.00_070.00THz,totalDOS_070.00_071.00THz,totalDOS_071.00_072.00THz,totalDOS_072.00_073.00THz,totalDOS_073.00_074.00THz,totalDOS_074.00_075.00THz,totalDOS_075.00_076.00THz,totalDOS_076.00_077.00THz,totalDOS_077.00_078.00THz,totalDOS_078.00_079.00THz,totalDOS_079.00_080.00THz,totalDOS_080.00_081.00THz,totalDOS_081.00_082.00THz,totalDOS_082.00_083.00THz,totalDOS_083.00_084.00THz,totalDOS_084.00_085.00THz,totalDOS_085.00_086.00THz,totalDOS_086.00_087.00THz,totalDOS_087.00_088.00THz,totalDOS_088.00_089.00THz,totalDOS_089.00_090.00THz,totalDOS_090.00_091.00THz,totalDOS_091.00_092.00THz,totalDOS_092.00_093.00THz,totalDOS_093.00_094.00THz,totalDOS_094.00_095.00THz,totalDOS_095.00_096.00THz,totalDOS_096.00_097.00THz,totalDOS_097.00_098.00THz,totalDOS_098.00_099.00THz,totalDOS_099.00_100.00THz
3rx,0.006205183360000507,0.034199640752675516,0.05509682086489461,0.038877728552236715,0.07497862822346632,0.05179634521539687,0.05740520110516304,0.06897182710970114,0.06480633469627055,0.06697924154354994,0.06426835848398611,0.07551909242509929,0.07664710101765573,0.0598768245685066,0.03323670369409311,0.0460540849507077,0.029458142166618254,0.0057172895382871574,0.0044931312715323505,0.006155567245844233,0.020068486841383244,0.013578949998424648,0.02710912480212632,0.015831194298474655,0.002668997273905402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3uq,0.0004251165824015225,0.0077088286625788234,0.03507573180156253,0.048433553862718026,0.06450609893047879,0.05143142739483078,0.04790347920596221,0.082463452243474,0.039131350974462346,0.04573605657668292,0.04673555566645414,0.049581910456480624,0.034303497853408325,0.05060417454851656,0.009880574235163603,0.05840731765410244,0.06051541897795967,0.001239183956247665,0.01112993227428425,0.037118208039130324,0.0012536057538987894,0.0,0.0,0.0,0.0,0.0,0.005491467396205665,0.009450448448895015,0.03866112296959237,0.023615623520397658,0.026158151714775604,0.057100207519311656,0.011105350261579779,0.006826933309454169,0.010168060813463662,0.018901099386694906,0.008937059008831157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3zo,0.01310609413478397,0.08581583888767606,0.12262021184528984,0.09297327709839237,0.08494171238565236,0.07363901381225536,0.07437234675544901,0.07190701500095269,0.05356505634438478,0.0708360299136705,0.07504205120908765,0.0644446765480328,0.0481288887776639,0.028546933253406855,0.0,0.0017042715973195606,0.01962301444778968,0.018733567988192607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.001935242064158437,0.025217594657994287,0.07087983898004287,0.07575025907483555,0.05306326482219573,0.04557526284171506,0.05242142186958764,0.062091547997009146,0.06223022270236899,0.05594805540788732,0.07356318812405552,0.06746534041149274,0.05641188801868136,0.0576846324931288,0.054359167666610475,0.044866195829850186,0.04224098475929656,0.035548194398447995,0.01820790267873054,0.016040793208623113,0.013766702869029217,0.014732299124258462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.0004741038169210341,0.005951454259669126,0.04312626896765249,0.04424841035150266,0.03824391955464254,0.04790261441651534,0.0493007880079285,0.05716025933560939,0.05657310295076396,0.04906965799361077,0.05490581955083746,0.05219030823467963,0.06301541004618814,0.05596341764911219,0.04735715690260977,0.041060173984604285,0.03371766083766122,0.021912126179358102,0.025505199365886907,0.023705385266491574,0.017048870721785025,0.020552236646099536,0.024661169775758347,0.010750239642532074,0.00813776757921254,0.0017882261562444548,0.006612316548408241,0.029930317780916735,0.00973064650250575,0.013047907257826665,0.010792381946109205,0.015460503208631418,0.013458405827673362,0.006645772734051535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47i,0.001222690120703725,0.008074941933198968,0.036572011359356955,0.05454054065976457,0.05247823839309922,0.053078332242901476,0.04082444259421948,0.019201764353107085,0.037940868485760254,0.055858683761142315,0.0605940603307511,0.07965899830815845,0.060607550526999523,0.05326905350479108,0.03798636040603441,0.041811204592490325,0.04636738114527207,0.04284916029613121,0.018687885537230556,0.0009109156617355523,0.03278361480055109,0.0,0.0,0.0,0.0,0.013873488236338922,0.008948801006553014,0.0019066808614290704,0.02644263387090238,0.01106198980923645,0.0,0.027692873102199752,0.03489909124456016,0.02378421228112002,0.015978813536749313,9.271703751148859e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ba,0.0009735834878585847,0.009089404286022795,0.04205705814564721,0.056116343059663364,0.05373405743374976,0.051172508160927804,0.042475326957909905,0.09219350399226732,0.04032233431632927,0.056710066452807996,0.056632091687678424,0.0483942300725399,0.037275246528499936,0.05243912631374318,0.007086192747359283,0.06679553124980062,0.03890208155101356,5.83035095736371e-05,0.008098463556621858,0.032497391531401854,0.00012792996742327304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03869252037036257,0.029157135359920767,0.022108343672315015,0.07636092206431712,0.004107669934814259,0.004209545875984485,0.010247396243055174,0.01720287729426747,0.004762814176123498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ea,0.002331074583331354,0.02690572197295761,0.06297042601585273,0.06307195795928884,0.06222672370538737,0.06848651406912193,0.06912650724500728,0.02565401589490902,0.05334253501032057,0.034290088112969457,0.044052193050594164,0.05176686271385691,0.05237614506571376,0.004767666939309085,0.0007521687726809908,0.07381356065283354,0.02649034456458094,0.0007426003806955638,0.04001104141724608,0.009350337077057819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016308523083877886,0.045456925407664835,0.03279019040648856,0.05054599923002827,0.04522386692679928,0.003262760762380276,0.009175914359639928,0.018014632115634574,0.006692702503771383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4kt,0.007197587801307836,0.049363993547687654,0.12574612761556767,0.176529641683287,0.14969314281800966,0.08839775293377941,0.09686037650171844,0.044980617634290024,0.12254917305668438,0.08051247047169006,0.05724288534132671,0.0009262305946511402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bz,0.0008138211023962702,0.005950524909802116,0.01599569643677952,0.02123096642740465,0.03595102790698551,0.04143748494224637,0.053768638293925926,0.06096377859462027,0.058711109498333414,0.08569067540055103,0.10619163734241224,0.07954162660014091,0.05001379462872229,0.043486768758901395,0.040674655251298354,0.04305503224743363,0.032821684967357226,0.004167108385583327,0.07275785573500704,0.022091761866530415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06245429609990704,0.0036028674677900186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01501936236938404,0.02657185520491073,0.016803132499914754,0.00023283706166151534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5wz,0.012131190627972861,0.09409240862411351,0.09601206319371786,0.07922439122250628,0.0886193295114776,0.06425690690257045,0.06630538346562162,0.0760148675388897,0.03602754073293161,0.09701011115989353,0.049478385444760666,0.06335898897259591,0.06681492185613336,0.021735399609460554,0.0,0.010872870689498671,0.0637259287725895,0.01431931167526636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5z0,0.00021342085183290846,0.00155866717280662,0.0053343636884880885,0.014384516217838164,0.027444635371357363,0.0343003526462683,0.05404933194609531,0.055432931505265313,0.06626897299972653,0.07932427861241205,0.08758009674357821,0.07679609986707818,0.08011788655223562,0.05281979111153235,0.0627337336255837,0.05561634173748122,0.061079845899487874,0.04997044878514764,0.0009972674871529031,0.0017768754383220362,0.059302468590782774,0.03833982059042958,0.017803014307616705,0.01054340626040762,0.006172597663819654,3.883432725327786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5zv,0.0011494397927410847,0.008261167248790238,0.03751595610857019,0.0575585192999709,0.07514377855396889,0.05443425982049258,0.0256686518895462,0.032827064920204936,0.05207013877477109,0.04221040344181328,0.05806326437030564,0.05141310623416568,0.06269071462601994,0.05873212818990052,0.04027495998572065,0.02192307509105529,0.06236781569645428,0.0467793080128868,0.0288171193706373,0.0002200892549481695,0.0,0.0,0.0,0.0,0.0,0.0,0.030735071165513037,0.0156336569362137,0.03556453256235702,0.04350989262246602,0.027836316834183302,0.01904371971695586,0.009524810622918548,3.103885642886019e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68u,0.0014059746696971278,0.022521168432884483,0.06953659460489532,0.07507057521811525,0.05840403835208962,0.045105289938389116,0.06042122860972351,0.06673183753135768,0.062279949281149896,0.05322358327381622,0.06851165910765974,0.07278174886160899,0.055705559092473614,0.05387769677490482,0.04808440666675942,0.040025688625805265,0.04373906474336929,0.03245524590035372,0.02011746712628125,0.018773037983910605,0.02002947219668861,0.008191494114078088,0.0030072188939881546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6du,0.0010795857872325035,0.008152836997847402,0.033223553666289506,0.04309529496443712,0.056977337268706886,0.0547270974079752,0.04777995428445904,0.057268723387975194,0.062116302093452286,0.06615782045997302,0.07334577925966998,0.08817861973439917,0.06534372953137539,0.04943434768831554,0.03822897623314395,0.029799799059674746,0.03659491534743448,0.0461840604923173,0.04525718580170206,0.024132896432821134,0.022734948016234352,0.016058375588689208,0.01068786522844107,0.0065248435938990235,0.007941480482677874,0.0042737534654879155,0.001873272241621577,0.0028266454837470602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jf,0.005481836340271668,0.0677188351812289,0.11417941239091144,0.061725366292395126,0.07676605450544442,0.07270503444215323,0.08064199840365162,0.08232372567319277,0.060646847705821245,0.06523445644665288,0.07577194964987292,0.05859704468664766,0.05816755520062445,0.029581798239255132,0.0035937380239811174,0.01442830457624003,0.049927342993593374,0.022508699248062015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6l9,0.0002465622281378662,0.002483006092912061,0.01773870015418593,0.042019424648359276,0.04773180240289364,0.04298526924850699,0.02270759895228678,0.04646959424285315,0.057759600584663666,0.031779725285601024,0.04927189183719442,0.0516674963492697,0.032049153198863596,0.03172735337621641,0.01905714020030346,0.021731391074068702,0.016838206410995375,0.016084830066025783,0.01627963919654613,0.04497735822937204,0.035926767941545236,0.027924225426684126,0.013470702708202506,0.011456758973982812,0.004816590404482445,0.015578545639587816,0.026482819365667452,0.04508364541865129,0.027154477325529672,0.0010402915975712907,0.0010164657987529599,0.01471545835306351,0.023251580818911845,0.010011493063653638,0.0016242804385361677,0.0,0.01217039883937795,0.039712280916414364,0.02953791519222415,0.00310913858796188,0.02825825696564296,0.01605216244429993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e5,0.00503157523437251,0.03778696121158554,0.07619344538099815,0.06702432975946707,0.07462779160539355,0.04394381769148532,0.06161052748354988,0.070530644636186,0.08756760414276174,0.08744522225333218,0.06933598509903603,0.05687004643853184,0.035324669738213625,0.03606197413851806,0.0288616561049505,0.029586484064578717,0.03788351789908077,0.02629850199946111,0.006537938176211491,0.017177320986058942,0.015619842354023838,0.013636469179114404,0.015043674423088764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ek,0.002681985364072289,0.019254704991974115,0.029800045506177042,0.04130772647252983,0.04093721718198171,0.04603012855691686,0.053940640103135165,0.06095708155247898,0.05475757188849108,0.05955279613960224,0.06350566493035943,0.06117451868458836,0.07457035277200687,0.06711683330958033,0.0462030951496482,0.06274848797424974,0.0352051497116552,0.02612186953723647,0.023314806873582863,0.0332906454340267,0.040075643273277436,0.037986219295788576,0.018815070343954007,0.0006517449526865034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7o7,0.002854721439654859,0.027417811298378184,0.07422622674473492,0.07305148960147828,0.045609447348390106,0.03892577003408825,0.059424593017612694,0.06418197617348309,0.06700501341367246,0.0625782732813827,0.0635719595305665,0.06691274641693487,0.06241329739022062,0.051763376008639374,0.05373363588135374,0.04369548004325706,0.036341637646289476,0.032624297205842895,0.026020774223504965,0.014812162048310248,0.0168863437509654,0.014359155451130512,0.0015898120501087866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7tu,0.014336698545793908,0.05603556216216555,0.08875636812989525,0.09258160265165666,0.07322704487851224,0.08325072371900342,0.09807882972822761,0.09987939190920457,0.057449638611374365,0.07064413551300154,0.0697082013215331,0.04573475636859668,0.043322164768384554,0.0023931855650715294,0.007071783702027238,0.030940347593398792,0.034452563512206005,0.032137001319947005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7w5,0.00243552141739971,0.017554367629844025,0.054817084066843276,0.07275698998903013,0.06193056386250557,0.04388045352311033,0.05292488543550302,0.06402646147332597,0.06113184079003543,0.06308606860736407,0.0657454898435083,0.06527680228633857,0.06183260957873922,0.05488346037353829,0.05245268485472567,0.05611301577721919,0.04403942866689888,0.03643083200747739,0.020304463559843135,0.022244046316083604,0.0056266409898333624,0.016963455010417693,0.00354283394041517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,0.009789465744940001,0.05918119822158341,0.09115336016434789,0.07734362062650857,0.05670290937920634,0.08866253563889577,0.07628709657505661,0.0821738843048903,0.06498693908766513,0.07867440171480199,0.07846766162003903,0.08593983147507529,0.0666590770024273,0.021342963545528306,0.0,0.031012554149157524,0.02363103668004253,0.007991464069834016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
