ID,LiPDOS_000.00_002.00THz,LiPDOS_002.00_004.00THz,LiPDOS_004.00_006.00THz,LiPDOS_006.00_008.00THz,LiPDOS_008.00_010.00THz,LiPDOS_010.00_012.00THz,LiPDOS_012.00_014.00THz,LiPDOS_014.00_016.00THz,LiPDOS_016.00_018.00THz,LiPDOS_018.00_020.00THz,LiPDOS_020.00_022.00THz,LiPDOS_022.00_024.00THz,LiPDOS_024.00_026.00THz,LiPDOS_026.00_028.00THz,LiPDOS_028.00_030.00THz,LiPDOS_030.00_032.00THz,LiPDOS_032.00_034.00THz,LiPDOS_034.00_036.00THz,LiPDOS_036.00_038.00THz,LiPDOS_038.00_040.00THz,LiPDOS_040.00_042.00THz,LiPDOS_042.00_044.00THz,LiPDOS_044.00_046.00THz,LiPDOS_046.00_048.00THz,LiPDOS_048.00_050.00THz,LiPDOS_050.00_052.00THz,LiPDOS_052.00_054.00THz,LiPDOS_054.00_056.00THz,LiPDOS_056.00_058.00THz,LiPDOS_058.00_060.00THz,LiPDOS_060.00_062.00THz,LiPDOS_062.00_064.00THz,LiPDOS_064.00_066.00THz,LiPDOS_066.00_068.00THz,LiPDOS_068.00_070.00THz,LiPDOS_070.00_072.00THz,LiPDOS_072.00_074.00THz,LiPDOS_074.00_076.00THz,LiPDOS_076.00_078.00THz,LiPDOS_078.00_080.00THz,LiPDOS_080.00_082.00THz,LiPDOS_082.00_084.00THz,LiPDOS_084.00_086.00THz,LiPDOS_086.00_088.00THz,LiPDOS_088.00_090.00THz,LiPDOS_090.00_092.00THz,LiPDOS_092.00_094.00THz,LiPDOS_094.00_096.00THz,LiPDOS_096.00_098.00THz,LiPDOS_098.00_100.00THz
96f,2.355558773029172,5.3318967351472235,10.859523750283063,10.539308832442828,12.454686294702242,14.56413130023168,8.527183610917092,0.1858855460994988,0.36821860887683044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97b,0.07926696957474547,0.6959517995283286,0.8825895191781981,0.8197407943246546,2.0572572742947064,2.003615122485815,2.9929306015517447,1.0664467284354249,0.8841648492629144,0.07095467773118003,0.022852543283253368,0.0029175592266081907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97p,2.3277905705461706,6.194544410847282,8.423415697841772,15.311244982068047,13.88144886397,15.03122115704133,8.44875592399569,1.0118074519887301,0.43336966772193364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ky,1.4173285921214613,5.3065312701905905,3.7481637240563774,2.001367358500616,1.5204884080048942,3.7984237260881777,0.7101385887940346,0.27209685637869185,0.08561165274068827,0.048940376310511624,0.0,0.0,0.0,0.001939387660140568,0.013497008177427716,0.008046232513191143,0.010065674530036262,0.007975939753595895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9lo,0.06850011063881839,0.6986271090559779,1.6039415599810998,0.8260700909385719,5.869562484797873,9.595299558099935,9.500111934656239,5.293551123798199,1.4638239495634124,0.6927605208352858,0.0,0.0,0.0,0.08896590851117026,0.036687878380810446,0.03782206660668663,0.0014269439323228994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ph,0.01488107808022477,0.2312019275368133,1.2495956388847338,1.4841477922379256,0.9213799290640599,1.1886438565398416,0.6633842936132659,0.16006319151036674,0.03671428442821334,0.0021325718437337216,0.012174244349433039,0.014774453318573855,0.0019367851935720992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9rc,1.283355971162466,4.881665243533686,9.650329791604923,10.577259329691248,10.107486793380545,14.954382851742757,3.1678607272862607,0.8160635460136163,0.09090953457835838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9s4,1.9037295516760802,3.8022168739849427,5.137648311187577,4.198020357417093,3.144376646855916,2.1092185065128675,2.754991349940717,0.612979808151362,0.3213354910903483,0.13442636211794579,0.0,0.0,0.0,0.007861310651371411,0.02925034309276242,0.02065556301655036,0.016694180454113194,0.010782497581857342,0.0007730322552994551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9wf,1.327022943193451,4.277677580295662,8.635604217393716,14.568838865303709,5.5169125353814366,0.9361877489566695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9zk,0.1500917035665344,1.6508628506950964,2.515049117198045,11.477142077222727,19.949413686273576,22.22510295355361,22.29115976130796,22.471812020849697,12.911284015059621,2.571449796549274,2.582503599990474,0.0024125729283070996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9zr,0.7612991970458358,3.9467305033462665,4.565014516723241,5.740072271636999,7.925181362776435,8.397350797711542,4.905311501113147,0.5281755789057172,0.1826501182119742,0.0003854821158171262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8v,1.6021434751485215,5.298490951367126,10.448603606403886,13.84015908661073,17.5897374974707,14.931939372234396,7.245839283876023,0.008248401242155978,0.27841364605666286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
an2,0.22325809225541757,3.0469056443415314,6.834643224816741,12.28432818783881,9.5208279081481,9.08208633969544,10.90883920333566,10.263472208555953,7.868031925163251,1.8138411328787925,0.0,0.11726241720103303,0.17581128603657703,0.07849531424253087,0.019756436792420118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aui,0.030913424609093926,0.12480784656615547,0.4340710687203836,1.687362549616525,6.511839056721637,7.300664650695303,5.3871882749208275,1.0809602046432474,0.283109499204091,0.22266760811111652,0.3457872868521399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be9,0.46599013038856535,0.12965949129104798,0.024494609105948806,3.89491311857911,5.0573719700309026,3.791066586549274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi3,0.9884744760510282,6.268237978459374,9.834821863822864,12.096847626750836,24.75310496245325,27.05312874881099,14.098156528421953,19.40027421845768,16.026004920085725,8.185507061867355,2.710492081390271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bjw,0.5712453207229269,3.843254967790351,8.222994017886114,12.321383683785234,15.264492185615232,7.596977503374944,0.5433604795837681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bnh,1.6019123717266859,5.304653338969253,10.450378154423644,13.842412519794856,17.588749292479285,14.929906701160107,7.244335494064551,0.008272686952182084,0.278333275492642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bq9,0.4104422054953559,0.9766202388026203,4.466588314387828,8.590014496012898,10.590724173518772,14.513343455176763,14.116235750446343,11.571933700212071,5.060611598593113,2.3292537062462486,0.0069573331374357394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bsa,0.019328234213578096,0.1066664611382375,0.33039381151022085,0.5280574275244545,0.9535983680158184,2.027859354725895,7.241226476868564,0.5874759479372109,0.08758845920403502,0.06410354340627578,0.1130395745527899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bv2,0.05461239257389204,0.4963581548009717,2.269955224488043,1.2071005905943482,0.6013180321898304,2.795350464138692,1.107343180224138,2.316909055598982,1.2152331055625378,0.3875868125673687,0.02497158350102957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0g,0.8217262071845878,4.626501604309665,8.541332106900445,10.936452894236414,18.46842289888045,26.191698016137607,17.15525651708215,18.354227341485668,15.88062564521394,7.845620800506239,2.146945580661935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6e,1.725753823077852,7.249371208331203,12.417361224159029,12.145462903873831,13.357054561637923,19.164708526597657,9.205691650649456,0.39440037565938724,0.3060626311171575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdk,0.013454649072716904,0.1434123363416723,0.44379016615099015,0.3861848557836467,1.312775928217866,3.805864722901161,4.082944335538124,1.0492724018974044,0.49256126785579113,0.10463294511028387,0.018659424215121234,0.006189628414947634,0.0029379443033299424,0.0012487950157815675,0.017099954835019915,0.008865592819395474,0.01175451018564111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cju,1.2309565947277445,5.825607874584881,12.692815270954654,10.193006072231789,16.52611175974784,15.150138765217093,8.617196538922876,0.10403831745207981,0.3108514301039804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clt,0.08264123124924672,0.4257150081297515,1.1587415927049203,1.894339507955104,3.4245800038278817,2.6721362983919237,4.068855177059087,2.7406255437843807,1.3373031509295004,0.14086045711753314,0.09753142891802113,0.005565199710542146,0.03234066638203004,0.0,0.0,0.0,0.01271503557606124,0.002586401598147603,0.008473022059956037,0.00964823143301885,0.006162538816049334,0.0014008248651826705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d7f,0.15729438047919747,0.6616094439496176,2.0084119108028267,9.296125677312885,8.5518387615401,9.192596407392976,4.045716239153343,0.9091109751074384,0.3092823005368075,0.26831959442015574,0.0040706437053472655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9l,1.155206601829725,5.891164797152991,13.273827832297306,9.328772729603248,17.59321048098229,16.21467687015243,7.351880686266888,0.01464045489245791,0.39055276967209807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dae,1.1082395735992008,5.122105503513389,10.332938589211668,12.702063105149957,20.968226699711934,24.288401618814206,20.752707460429306,19.7115200912569,16.5337418746702,11.76310505916382,1.7443085295451795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dc8,0.11927849227401074,1.4901698843868512,3.3920019938544614,7.749916897537249,9.184070980927938,14.702327168401567,10.108897870682675,6.023065025867098,1.4814799620641637,1.019355371153928,0.0,0.0,0.0,0.04650125679582118,0.06608505249690211,0.058352381375868845,0.022549837508215376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deu,0.2892736815133826,1.9961298787976487,2.4541987416961324,4.700454351076468,7.6675882051818665,5.489050602726383,3.350033659493654,1.164122184239119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dlj,1.8066135120613687,5.809581072332538,10.987538801773027,13.82572133628192,13.920710474831338,17.912180660692982,7.399056362082391,0.19671856937463872,0.22797302688826449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dth,0.03802421437767365,0.35579482409341995,0.6773720503027711,1.3290396681877616,3.8502535815340826,4.099771374699819,4.21474689749143,5.303635977279841,3.805045241027269,0.06506707552034285,0.297693567568988,0.14133315910641286,0.0014576695534671558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dvn,0.4846074940017279,3.4413317615354804,9.050311317910262,14.128687806801524,9.692017158895823,8.957141046784848,1.9499940747625573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e6a,1.1179443512442584,5.720903419264774,11.653769992641104,12.59318545055741,22.14800375494607,25.792891962333137,18.71560528845083,22.101445631681358,21.363958695562374,8.756113166998688,2.8908855849458632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e81,0.25829992932590595,1.1234189272413277,2.3604731749111476,3.617501015871104,4.948495447854184,3.2655852440682516,4.162513884509586,1.9013171945439886,0.18761118046526448,0.0805315361653669,0.08000322770329404,0.044251290827098444,0.026672117603183665,0.02332559315816951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ek5,0.43357829716654,2.694101200910474,2.9398365234884976,4.017612228813823,5.463960304545353,3.0429904253359723,1.6808647587823984,1.7416599918959115,0.35742066504336023,0.05646083518206524,0.006429493263915731,0.017906783517812386,0.06056506934299577,0.005420641737156728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fft,0.17978761878553048,1.3219895410873503,1.5626024370490912,1.5873651133816358,1.4829390667495304,1.4181429080046284,2.4327332445708887,2.5645364408220797,2.321532124589904,2.2892425555002482,0.6654051769469653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fj5,0.37644061270997,1.1804637915787968,1.8096693489187987,3.237598283117138,6.56226855089575,7.388516155354729,8.164884335005457,5.305064478935755,2.800160925261892,2.0407485557756573,0.0,0.014215803110033676,0.07896603023984738,0.10013922754390592,0.04454668882699764,0.04045478970329697,0.00018596652785873857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkj,1.2489716044953583,3.924901664679066,4.715294185689948,5.737242715014034,7.993315560099957,11.615620917247504,4.291230977941943,0.1282542284188395,0.1617808729443766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fwz,0.21179891568479242,0.7878923463769132,1.0537789293315667,0.34264373420814076,5.210444681908619,3.7013925504414624,0.4898024391408651,0.04407403897988793,0.028894154352784085,0.0021937675377259325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcj,0.5696582579207861,4.8435481995991925,9.643490925860299,13.320791290173744,20.694137478481405,25.770814416800953,18.50348773728649,18.661079232752684,17.951219582822304,7.90816360812596,4.564687247569765,1.4349703795996902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gkl,0.9058699893420558,4.369386852794302,7.988292882852237,10.58541002644103,17.53484766684754,23.75515888484842,14.655268924351347,12.659324058457244,15.902712903189936,7.7101418412902945,3.0762136938171096,3.0088191040417485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goi,0.4331336853576749,0.33782705566569143,0.10337585107871705,0.1278678132504787,2.2488068373438512,7.678616932758843,1.973457168395207,0.5151240600025648,0.0,0.0,0.0,0.0,0.0,0.0008515313156838289,0.0004922542902310312,0.0,0.0,0.0,0.0,0.0004738236251800032,0.0011174816356032125,0.00044329595112024833,7.102604533315571e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043814010235365686,0.0,1.0539042818891176e-05,0.0,0.0,0.0,0.0
gvd,0.017098047687717857,0.18719608158779036,1.4822575059507341,1.0685304199388828,1.3126498163587974,0.997749859422913,0.7572885097105537,0.4919727158810341,1.4126264442341672,1.134401580922046,0.021747697461062643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gw2,0.04652495245196736,1.8342835939671955,3.6430279981526392,3.33218708654986,2.5972804114594883,5.075972381053903,4.350568903900211,1.9654206514093673,0.38491308370962685,0.18588028644683874,0.0004830339293917518,0.0,0.001040341389447974,0.027429811302102536,0.01992795964219951,0.020221431761829223,0.01365510799453773,0.01652877650785811,0.004628095234465945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gxz,0.10428130067361732,0.6424660503017274,0.9877752144248114,2.314148169595647,4.105136690197724,4.425474774514235,5.073297848552045,2.69912244647864,1.3181379740466816,0.5254919218864771,0.0,0.0,0.029981239543609206,0.047716028335131,0.0215897420762019,0.01613972254191154,0.008072411239837152,0.00013366265886105566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gz8,0.49692633926412666,4.561663996693232,8.10920857301612,9.1989011409673,18.698929399279482,26.794928403809088,14.749844995934751,12.561134392128025,9.69257662829483,9.663162919532326,4.540507827918461,0.02968287673475345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h6c,0.03926395479736032,0.3173634275627143,0.7551968660930918,0.5746324952575139,3.262333663261435,6.8253394474275595,4.85408149935294,1.1880347658398946,0.0,0.0,0.0,0.08094029479455855,0.070555918793751,0.0006445112497530658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h7r,0.7513407565093861,4.672476409406478,3.487298697126742,1.9002129015988594,2.057821650618786,3.16765427278529,0.8666437011187433,0.21523289136911217,0.12046584976621943,0.04267155431596947,0.0,0.0,0.0,0.001968391299747907,0.016749074459440294,0.013922601102354548,0.01205754260774583,0.006546214859941557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h82,1.755893128460209,7.2811188995611245,11.721561970173902,9.042354317032423,17.210704567788845,15.742825310690918,9.943409915366914,0.0,0.5551975735946826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
