ID,frac_H,frac_Li,frac_B,frac_C,frac_N,frac_O,frac_F,frac_Na,frac_Mg,frac_Al,frac_Si,frac_P,frac_S,frac_Cl,frac_K,frac_Ca,frac_Sc,frac_Ti,frac_V,frac_Cr,frac_Mn,frac_Fe,frac_Co,frac_Cu,frac_Zn,frac_Ga,frac_Ge,frac_Se,frac_Br,frac_Sr,frac_Y,frac_Zr,frac_Nb,frac_Mo,frac_Ag,frac_Cd,frac_In,frac_Sn,frac_Sb,frac_Te,frac_I,frac_Ba,frac_La,frac_Ce,frac_Pr,frac_Nd,frac_Sm,frac_Gd,frac_Er,frac_Lu,frac_Hf,frac_Ta,frac_W,frac_Pb,frac_Bi,comp_Z_mean,comp_Z_std,comp_Z_min,comp_Z_max,comp_atomic_mass_mean,comp_atomic_mass_std,comp_atomic_mass_min,comp_atomic_mass_max,comp_X_mean,comp_X_std,comp_X_min,comp_X_max,comp_row_mean,comp_row_std,comp_row_min,comp_row_max,comp_group_mean,comp_group_std,comp_group_min,comp_group_max,static_Z,static_Space group #,static_a,static_b,static_c,static_alpha,static_beta,static_gamma
a8v,0.0,0.46257197696737046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451057,0.07485604606525911,0.3838771593090211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07677543186180422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.366602687140114,9.19264694960223,3.0,35.0,24.02687757773512,20.079756251796482,6.941,79.904,1.8385604606525914,0.8110555908743022,0.98,2.96,2.6142034548944335,0.6249067407331941,2.0,4.0,9.059500959692897,7.487821906954504,1.0,17.0,4,216,9.9819,9.9819,9.9819,90.0,90.0,90.0
aab,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,17.09694579612264,3.0,50.0,50.08849999999999,40.05538708220849,6.941,118.71,1.7880555555555553,0.7430074750799558,0.98,2.55,3.194444444444444,1.1009956212559118,2.0,5.0,9.11111111111111,7.279261935181866,1.0,16.0,4,62,14.93267,8.23052,6.58493,90.0,90.0,90.0
aax,0.0,0.23595505617977527,0.0,0.0,0.0,0.5393258426966292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.12359550561797752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0898876404494382,0.0,0.0,0.0,19.258426966292134,24.115605507352267,3.0,73.0,45.24272370786517,60.351233931448654,6.941,180.94788,2.3673033707865168,1.1684819346321411,0.89,3.44,2.898876404494382,1.6695888198657716,2.0,6.0,9.707865168539325,6.88950063778212,1.0,16.0,8,230,12.8427,12.8427,12.8427,90.0,90.0,90.0
ag1,0.0,0.07103825136612021,0.0,0.0,0.0,0.6557377049180327,0.0,0.0,0.0,0.016393442622950817,0.0,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09289617486338797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.103825136612024,7.354797446403233,3.0,32.0,23.252450687431697,17.02892460900596,6.941,72.64,2.8974863387978145,0.7978627315133612,0.98,3.44,2.366120218579235,0.6464275317879833,2.0,4.0,14.535519125683061,3.8107692708200744,1.0,16.0,6,167,8.274,8.274,20.53,90.0,90.0,120.0
an2,0.0,0.46153846153846156,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.538461538461538,5.153272069059762,3.0,17.0,15.74116153846154,10.356787629936113,6.941,35.453,2.1430769230769235,1.1425974768407465,0.98,3.44,2.230769230769231,0.4213250442347432,2.0,3.0,9.076923076923077,7.508574979638418,1.0,17.0,4,33,10.5204,6.0756,9.953,90.0,90.0,90.0
ar1,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.477582354991865,3.0,50.0,35.73655555555555,36.681869079094135,6.941,118.71,1.7966666666666664,0.7529792678273272,0.98,2.58,2.8888888888888893,0.9938079899999066,2.0,5.0,9.11111111111111,7.279261935181866,1.0,16.0,4,62,14.0934,8.07139,6.46112,90.0,90.0,90.0
ard,0.0,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,19.0,24.276188608044166,3.0,73.0,43.983810166666665,61.45781865635771,6.941,180.94788,2.8074999999999997,0.9282880748991661,0.98,3.44,2.75,1.479019945774904,2.0,6.0,12.833333333333332,5.382585087318381,1.0,16.0,8,15,9.715454,11.5358,10.69708,90.0,90.0355,90.0
aui,0.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.785714285714285,10.922967751018763,3.0,32.0,29.90931392857143,25.246064477314803,6.941,72.64,2.6707142857142854,0.9406036381396963,0.98,3.44,2.571428571428571,0.9035079029052513,2.0,4.0,12.928571428571427,5.202530781322898,1.0,16.0,4,212,8.2098,8.2098,8.2098,90.0,90.0,90.0
b4c,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.289320754704403,3.0,16.0,20.45661111111111,12.146813440793107,6.941,32.065,1.7933333333333334,0.7551894537870025,0.98,2.58,2.5555555555555554,0.49690399499995325,2.0,3.0,9.11111111111111,7.279261935181866,1.0,16.0,2,11,6.8934,7.7675,6.1241,90.0,91.225,90.0
b56,0.0,0.10526315789473684,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.26315789473684,12.615120857059878,3.0,42.0,28.54235789473684,29.4550359617809,6.941,95.94,2.754736842105263,0.9506251041512942,0.98,3.44,2.5789473684210527,1.0913916501751433,2.0,5.0,11.368421052631579,6.21721317088198,1.0,16.0,4,62,5.1167,10.4646,17.6228,90.0,90.0,90.0
b7v,0.0,0.22727272727272727,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,20.363636363636363,26.298194639980785,3.0,83.0,48.244318636363644,66.51628194055164,6.941,208.9804,2.4327272727272726,1.1361105172640629,0.98,3.44,2.909090909090909,1.6762808104168887,2.0,6.0,10.727272727272727,6.816969589206431,1.0,16.0,8,230,13.052,13.052,13.052,90.0,90.0,90.0
b9u,0.0,0.07103825136612021,0.0,0.0,0.0,0.6557377049180327,0.0,0.0,0.0,0.0,0.0,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,0.09289617486338797,0.0,0.0,0.0,0.016393442622950817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.387978142076504,5.255989844493981,3.0,26.0,21.424305245901643,11.55535537917643,6.941,55.845,2.8574316939890716,0.8511788446984323,0.98,3.44,2.3825136612021858,0.6743709625781369,2.0,4.0,13.524590163934427,4.944301430466502,1.0,16.0,6,167,8.5239,8.5239,20.9215,90.0,90.0,120.0
bd5,0.0,0.07910750507099393,0.0,0.0,0.0,0.6085192697768763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20283975659229211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10953346855983774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.811359026369168,15.611111686622303,3.0,57.0,35.20915695740366,38.704920916566856,6.941,138.90547,2.6036916835699797,1.0541955982179179,0.98,3.44,2.8438133874239355,1.360835585414607,2.0,6.0,10.955375253549697,6.330168318803023,1.0,16.0,2,123,3.867,3.867,7.748,90.0,90.0,90.0
be9,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.71893055416463,3.0,35.0,66.04666666666667,26.69300160258406,6.941,79.904,2.438333333333333,0.7756807046430609,0.98,2.96,3.6666666666666665,0.7453559924999299,2.0,4.0,13.666666666666664,5.849976258261414,1.0,17.0,4,14,13.696,6.854,7.416,90.0,93.14,90.0
bi3,0.0,0.2608695652173913,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.740794841850967,3.0,57.0,36.63433652173913,45.87830651381464,6.941,138.90547,2.3656521739130434,1.1567940182919962,0.95,3.44,2.7391304347826084,1.4208812729015818,2.0,6.0,10.26086956521739,7.004454429329381,1.0,16.0,8,230,12.8933,12.8933,12.8933,90.0,90.0,90.0
bim,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.818181818181818,9.176566154678152,3.0,50.0,24.694069272727273,20.541029053602855,6.941,118.71,1.8954545454545455,0.751903003532878,0.98,2.58,2.6666666666666665,0.6356417261637282,2.0,5.0,9.93939393939394,7.219247815848264,1.0,16.0,6,137,8.722,8.722,12.72,90.0,90.0,90.0
bjw,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.142857142857142,7.548482750641661,3.0,25.0,30.09029214285714,16.054482319031177,6.941,54.938045,2.307142857142857,1.0003815598590982,0.98,3.16,2.8571428571428568,0.6388765649999399,2.0,4.0,11.0,7.171371656006362,1.0,17.0,8,227,10.481,10.481,10.481,90.0,90.0,90.0
bnh,0.0,0.46387832699619774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007604562737642586,0.07224334600760457,0.3802281368821293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07604562737642587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.326996197718634,9.171347000635686,3.0,35.0,23.939370638783274,20.02557045302901,6.941,79.904,1.833346007604563,0.8096430596756937,0.98,2.96,2.612167300380228,0.6241071634569366,2.0,4.0,9.030418250950571,7.481728479555789,1.0,17.0,4,216,10.0024,10.0024,10.0024,90.0,90.0,90.0
bnu,0.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.714285714285714,10.158940970034871,3.0,32.0,27.418695614285713,23.54577995319419,6.941,72.64,2.637142857142857,0.9700767905644567,0.98,3.44,2.5,0.8237544710479139,2.0,4.0,13.142857142857142,5.082984821330627,1.0,16.0,18,146,13.867,13.867,9.256,90.0,90.0,120.0
bq9,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,16.57142857142857,27.217941261796643,3.0,83.0,39.68594285714286,69.24125938135971,6.941,208.9804,2.182857142857143,1.1406979603447591,0.98,3.44,2.571428571428571,1.3997084244475304,2.0,6.0,9.428571428571427,7.306692487168241,1.0,16.0,8,2,9.02743,9.7388,9.23917,114.04632,89.29499,107.53782
bqx,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,21.722051008134567,3.0,60.0,45.03709,53.67974302563211,6.941,144.242,2.592,1.0778200220816088,0.98,3.44,2.9,1.57797338380595,2.0,6.0,11.8,6.438944012802099,1.0,16.0,8,230,12.56253,12.56253,12.56253,90.0,90.0,90.0
br1,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.605551275463989,3.0,13.0,12.636323099999998,7.151354056840428,6.941,26.9815386,1.7716666666666665,0.9240926480728121,0.98,3.04,2.1666666666666665,0.3726779962499649,2.0,3.0,7.666666666666666,6.69991708074726,1.0,15.0,16,206,9.47,9.47,9.47,90.0,90.0,90.0
bsa,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,10.874281585465774,3.0,31.0,27.1657,24.847207009843178,6.941,69.723,2.4175,1.0637757047423106,0.98,3.44,2.5,0.8660254037844386,2.0,4.0,11.5,6.18465843842649,1.0,16.0,4,33,5.402,6.372,5.007,90.0,90.0,90.0
bt0,0.0,0.2765957446808511,0.0,0.0,0.0,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06170212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.12553191489361704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02340425531914894,0.0,0.0,0.0,16.365957446808512,20.131961215469495,3.0,73.0,37.6826774680851,49.65947587368802,6.941,180.94788,2.284808510638298,1.1846372393537776,0.89,3.44,2.7893617021276595,1.5327258491804852,2.0,6.0,9.191489361702127,7.016207067325547,1.0,16.0,8,230,12.949,12.949,12.949,90.0,90.0,90.0
bv2,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.291605927956452,3.0,39.0,31.9614125,33.08421712071284,6.941,88.90585,2.27,1.1730728877610292,0.98,3.44,2.75,1.299038105676658,2.0,5.0,9.0,7.035623639735144,1.0,16.0,4,14,6.12,6.185,6.21,90.0,118.8,90.0
bw3,0.0,0.06748466257668712,0.0,0.0,0.0,0.5991820040899795,0.014314928425357873,0.0,0.0,0.014314928425357873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19018404907975459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451942740286299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02249488752556,15.809367454044727,3.0,57.0,35.724077939877304,39.26053045240455,6.941,138.90547,2.626196319018405,1.0544449931918838,0.98,3.98,2.8527607361963194,1.3711896622977056,2.0,6.0,11.188139059304705,6.238066924135046,1.0,17.0,2,99,3.8705,3.8705,7.7476,90.0,90.0,90.0
c0g,0.0,0.24444444444444444,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,18.966666666666665,23.811505155654853,3.0,73.0,44.494822222222226,59.48910136159836,6.941,180.94788,2.3505555555555557,1.171515979984065,0.98,3.44,2.888888888888889,1.6629588385661962,2.0,6.0,9.6,6.9182528301748425,1.0,16.0,8,230,12.8206,12.8206,12.8206,90.0,90.0,90.0
c6e,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06153846153846154,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.492307692307694,10.652732516081102,3.0,35.0,26.951135538461536,24.01344955015166,6.941,79.904,1.8389230769230769,0.8094482889872452,0.98,2.96,2.676923076923077,0.7040037654552339,2.0,4.0,9.076923076923078,7.488057553007974,1.0,17.0,4,216,10.0332,10.0332,10.0332,90.0,90.0,90.0
c6h,0.0,0.10526315789473684,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.263157894736842,5.710950748233911,3.0,26.0,21.184636105263156,12.41639990683367,6.941,55.845,2.7989473684210524,0.8939792458255162,0.98,3.44,2.3684210526315788,0.6657426652986062,2.0,4.0,13.210526315789473,5.1969520152977635,1.0,16.0,8,61,8.452,8.672,23.62,90.0,90.0,90.0
c71,0.0,0.2765957446808511,0.0,0.0,0.0,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01276595744680851,0.11489361702127661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03404255319148936,0.0,0.0,0.0,16.706382978723404,20.796761248004913,3.0,73.0,38.620394595744685,51.47489576140763,6.941,180.94788,2.284382978723404,1.185741146327163,0.89,3.44,2.8,1.5513892195829833,2.0,6.0,9.191489361702127,7.0192389048299475,1.0,16.0,8,230,12.964,12.964,12.964,90.0,90.0,90.0
cdk,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333335,4.027681991198191,3.0,15.0,15.14354366666667,8.040694946512225,6.941,30.973762,2.345,1.0513126715365575,0.98,3.44,2.166666666666667,0.372677996249965,2.0,3.0,10.666666666666668,6.847546194724712,1.0,16.0,4,36,9.0692,5.3999,4.6856,90.0,90.0,90.0
cfy,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,5.114684741017769,3.0,16.0,26.821952399999997,9.949456625296833,6.941,32.065,2.182,0.6196902452031983,0.98,2.58,2.8,0.4,2.0,3.0,12.8,5.912698199637793,1.0,16.0,2,12,11.11569,7.00704,6.52514,90.0,125.5717,90.0
ci1,0.0,0.05555555555555555,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.244444444444444,9.803980043398601,3.0,40.0,25.868426999999997,22.840549053334477,6.941,91.224,2.8628888888888886,0.8653788437498784,0.98,3.44,2.488888888888889,0.9338622839755865,2.0,5.0,13.666666666666666,4.818944098266987,1.0,16.0,6,167,8.828,8.828,21.978,90.0,90.0,120.0
ciq,0.0,0.2796610169491525,0.0,0.0,0.0,0.5084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07627118644067796,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.559322033898308,18.519134572195156,3.0,57.0,35.50470381355933,45.26022544419105,6.941,138.90547,2.2827966101694916,1.184389913460577,0.98,3.44,2.7627118644067803,1.48824755379764,2.0,6.0,9.152542372881358,7.024927912826432,1.0,16.0,8,230,12.969,12.969,12.969,90.0,90.0,90.0
