ID,totalDOS_000.00_001.00THz,totalDOS_001.00_002.00THz,totalDOS_002.00_003.00THz,totalDOS_003.00_004.00THz,totalDOS_004.00_005.00THz,totalDOS_005.00_006.00THz,totalDOS_006.00_007.00THz,totalDOS_007.00_008.00THz,totalDOS_008.00_009.00THz,totalDOS_009.00_010.00THz,totalDOS_010.00_011.00THz,totalDOS_011.00_012.00THz,totalDOS_012.00_013.00THz,totalDOS_013.00_014.00THz,totalDOS_014.00_015.00THz,totalDOS_015.00_016.00THz,totalDOS_016.00_017.00THz,totalDOS_017.00_018.00THz,totalDOS_018.00_019.00THz,totalDOS_019.00_020.00THz,totalDOS_020.00_021.00THz,totalDOS_021.00_022.00THz,totalDOS_022.00_023.00THz,totalDOS_023.00_024.00THz,totalDOS_024.00_025.00THz,totalDOS_025.00_026.00THz,totalDOS_026.00_027.00THz,totalDOS_027.00_028.00THz,totalDOS_028.00_029.00THz,totalDOS_029.00_030.00THz,totalDOS_030.00_031.00THz,totalDOS_031.00_032.00THz,totalDOS_032.00_033.00THz,totalDOS_033.00_034.00THz,totalDOS_034.00_035.00THz,totalDOS_035.00_036.00THz,totalDOS_036.00_037.00THz,totalDOS_037.00_038.00THz,totalDOS_038.00_039.00THz,totalDOS_039.00_040.00THz,totalDOS_040.00_041.00THz,totalDOS_041.00_042.00THz,totalDOS_042.00_043.00THz,totalDOS_043.00_044.00THz,totalDOS_044.00_045.00THz,totalDOS_045.00_046.00THz,totalDOS_046.00_047.00THz,totalDOS_047.00_048.00THz,totalDOS_048.00_049.00THz,totalDOS_049.00_050.00THz,totalDOS_050.00_051.00THz,totalDOS_051.00_052.00THz,totalDOS_052.00_053.00THz,totalDOS_053.00_054.00THz,totalDOS_054.00_055.00THz,totalDOS_055.00_056.00THz,totalDOS_056.00_057.00THz,totalDOS_057.00_058.00THz,totalDOS_058.00_059.00THz,totalDOS_059.00_060.00THz,totalDOS_060.00_061.00THz,totalDOS_061.00_062.00THz,totalDOS_062.00_063.00THz,totalDOS_063.00_064.00THz,totalDOS_064.00_065.00THz,totalDOS_065.00_066.00THz,totalDOS_066.00_067.00THz,totalDOS_067.00_068.00THz,totalDOS_068.00_069.00THz,totalDOS_069.00_070.00THz,totalDOS_070.00_071.00THz,totalDOS_071.00_072.00THz,totalDOS_072.00_073.00THz,totalDOS_073.00_074.00THz,totalDOS_074.00_075.00THz,totalDOS_075.00_076.00THz,totalDOS_076.00_077.00THz,totalDOS_077.00_078.00THz,totalDOS_078.00_079.00THz,totalDOS_079.00_080.00THz,totalDOS_080.00_081.00THz,totalDOS_081.00_082.00THz,totalDOS_082.00_083.00THz,totalDOS_083.00_084.00THz,totalDOS_084.00_085.00THz,totalDOS_085.00_086.00THz,totalDOS_086.00_087.00THz,totalDOS_087.00_088.00THz,totalDOS_088.00_089.00THz,totalDOS_089.00_090.00THz,totalDOS_090.00_091.00THz,totalDOS_091.00_092.00THz,totalDOS_092.00_093.00THz,totalDOS_093.00_094.00THz,totalDOS_094.00_095.00THz,totalDOS_095.00_096.00THz,totalDOS_096.00_097.00THz,totalDOS_097.00_098.00THz,totalDOS_098.00_099.00THz,totalDOS_099.00_100.00THz
3uq,0.1385399212111053,2.512206203555883,11.430721174787397,15.783860272421006,21.02169200970762,16.760827956423235,15.611115890707865,26.873758045542942,12.75239429678551,14.904781269284157,15.230504919877234,16.158094632142735,11.179060254553576,16.491237098539955,3.2199496155319594,19.034179142672684,19.72118172832191,0.4038338064697484,3.627099022234603,12.096337405115804,0.4085336812641458,0.0,0.0,0.0,0.0,0.0,1.7895972349653562,3.0797772604478837,12.599153154372459,7.696022120296618,8.524598728003355,18.60820908508242,3.6190880665479312,2.2248080690297343,3.3136377226435343,6.159620509375372,2.912470372122641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3zo,2.008483897406796,13.151113426761171,18.79131329708965,14.24797716397137,13.017155209648145,11.285038238073774,11.397420111169993,11.019612727845171,8.208742591421796,10.855486308482739,11.50005103975343,9.87602361078622,7.375660293287979,4.374763004917128,0.0,0.2611763676364376,3.007189489991873,2.8708835186372994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,1.0228450409838445,13.3284058460598,37.462544427483465,40.03673663513017,28.04584412823712,24.08816574036966,27.706607040885416,32.817616530761626,32.890911100631826,29.570559717826512,38.88079096935735,35.6578591155162,29.81571193655094,30.488403171533093,28.730775394746615,23.713398319671512,22.32587984082977,18.788499397461123,9.623531498502643,8.47813619327377,7.276197650451536,7.786550003547632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.16622673169064478,2.0866543467544774,15.120609631578992,15.514046444519266,13.40879682406566,16.79525612260734,17.285473282102373,20.04110229201251,19.835237915138265,17.204436206456876,19.250667488830118,18.298575236366645,22.093991409203,19.62147461807905,16.604011891752037,14.396210873043486,11.821833871106747,7.682665671924724,8.94244209895453,8.311404750771658,5.977547444151185,7.205871382349244,8.646514761502544,3.7691685594822957,2.8532031586151447,0.6269744702893831,2.318360935973942,10.493943996263681,3.411686444232828,4.574759581048511,3.7839441785334884,5.4206459153894,4.718685517085987,2.3300910933695036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47i,0.0964224632028154,0.63679731947995,2.884102324733701,4.301117008945,4.138481962620939,4.185805913449535,3.2194529481852427,1.5142687304130433,2.9920516519308222,4.405066981662117,4.778503116708158,6.281981593766993,4.779566965944639,4.200846366909616,2.995639186445402,3.2972699034849597,3.6565741610128413,3.3791240412961514,1.4737437761539525,0.0718356437066916,2.5853459010055957,0.0,0.0,0.0,0.0,1.0940759938365687,0.7057106466739498,0.15036259971974175,2.0852903349993,0.8723586518529487,0.0,2.1838853463052743,2.7521743116755744,1.8756447726626817,1.260103876021418,0.007311750529709116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ba,0.10738194001963962,1.0025209733196778,4.638706953762931,6.18938371459887,5.926628177573306,5.6441006554842374,4.684840148368838,10.168534531818231,4.447374610401006,6.254868771182096,6.246268500474336,5.3376689064194025,4.111294343893043,5.783803019184518,0.7815756265938916,7.367250800465399,4.290727030445325,0.006430618479100758,0.8932246065524083,3.5843181316635224,0.014110107925901616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.267613361805971,3.215902692896023,2.438452237286654,8.422270976462897,0.45305777271437364,0.46429423711687434,1.13024234947693,1.8974010558060854,0.525317276395171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ea,0.7490097389787718,8.645217933439136,20.233356191508655,20.265979950094025,19.994393321155748,22.00575922936366,22.21139877648318,8.243025721529094,17.13976828980202,11.017927152871152,14.154640033487851,16.633480801649796,16.829252493637654,1.5319239441263335,0.24168327350926688,23.717420366130654,8.511750850725178,0.23860880354820324,12.856156513607516,3.004405600545766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.240176657379948,14.606001917671279,10.535987193652602,16.241198784639266,14.531116680979096,1.048374687131684,2.948360926995065,5.788375453627452,2.150467167055808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4kt,0.3049515282434257,2.091481992040533,5.3276840582746985,7.479309109893873,6.342284933518805,3.74528669807162,4.103835987254715,1.9057646071948575,5.192233653865724,3.4111985280032684,2.425299398602526,0.03924306908675135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bz,0.05868116379437631,0.4290669360458385,1.1533813510708522,1.530874309809672,2.592275072462755,2.987880056148941,3.8770268569296586,4.395837692954126,4.2334073457629415,6.17878861094216,7.657025415210786,5.7354069650570665,3.6062811174897362,3.1356451595017703,2.932875665245426,3.104514483643335,2.366631518777062,0.30047238760867856,5.246258222036879,1.592942592394209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.503312544132818,0.25978738494774234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082982071477133,1.91598298816362,1.211602116955163,0.016788886049440066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5wz,1.9242042345361776,14.924587096566118,15.229075548273567,12.566277601588638,14.056467690363583,10.19219103482046,10.517112750903479,12.057194919414087,5.714554206936555,15.387382196127007,7.848077052823527,10.049766640042677,10.59793383093998,3.447588060434981,0.0,1.7246142166833351,10.107969263232803,2.2712758381404683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5z0,0.05040789155004444,0.3681417496682276,1.2599238733632514,3.3974802709359055,6.482151071691009,8.101403595160647,12.76591691810977,13.092709431251528,15.652075115501681,18.73560900558366,20.685551485142938,18.138478224221714,18.92305134132694,12.475511549971117,14.8170865872263,13.13602911166376,14.426454685905526,11.8025251114679,0.2355447038424643,0.4196803809170433,14.006655768174369,9.055485917953462,4.20489566401335,2.490248140133872,1.4579064367313208,0.009172283494280009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5zv,0.21005973497801547,1.50972553225398,6.856028343007128,10.518800015654541,13.73250022139171,9.947842648068786,4.6909374872978375,5.999135057609429,9.515800323228142,7.713937012009872,10.611042007253886,9.39572784772912,11.456706982903683,10.733276645003315,7.360235372290035,4.006434588929821,11.397697312281878,8.54890278351047,5.2663188590247785,0.04022123721301796,0.0,0.0,0.0,0.0,0.0,0.0,5.616823903548635,2.857045539485682,6.4994063472000505,7.951418222090268,5.0870775258341325,3.4802333641153496,1.7406559332653444,0.0056723405581067254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68u,0.7296228985865421,11.687237718938881,36.08563710780818,38.95746621167749,30.308457662890035,23.40714459210224,31.355267562454173,34.63012369783581,32.31984053320406,27.62008871025347,35.55375241281695,37.76969223780134,28.908096545715125,27.95953734966008,24.953140995472324,20.771113151969814,22.69814946694322,16.842473124538003,10.439850015262891,9.742165832935484,10.39418552572829,4.250931263616394,1.5605798691867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6du,0.18132007396829233,1.3692964699828483,5.5800078877509085,7.2380001321323935,9.569535955601944,9.191600581850679,8.024804464375507,9.618475237059606,10.432642429550562,11.111429069600995,12.318670992063801,14.809896574916493,10.974699752546314,8.302665416147477,6.420685489103164,5.004976754641916,6.146239452327279,7.756768719686363,7.601096989427191,4.053201346310317,3.818411195034656,2.6970583384724307,1.7950630109274641,1.0958694872318802,1.333798430440794,0.7177913081562508,0.3146223907636738,0.4747446421177983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jf,0.8656621904236954,10.693795209694029,18.030600349281585,9.747338751585506,12.122483556317647,11.481189051131999,12.734551826257118,13.000121175920356,9.577024881540282,10.301475446074718,11.965499849879194,9.253330983844137,9.185508307982133,4.671398901922771,0.5675038320268868,2.2784404656176207,7.88425819653844,3.554453049158326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6l9,0.14353329867296144,1.445452767978114,10.326375481475688,24.46111342223347,27.786506888080567,25.023368486651336,13.218961424788702,27.0517272659511,33.62407155614227,18.5001929760802,28.683051822907174,30.077624789459577,18.657037264182293,18.469705285534303,11.093889834144363,12.65067350003477,9.802163649149804,9.363594478387768,9.477000320500622,26.18303963674225,20.914345040817068,16.255759118701008,7.841811009551634,6.669417372061218,2.8039214048849885,9.068866959326101,15.416661547968317,26.24491347280849,15.807659322798088,0.605593507606045,0.5917235992922656,8.566430855413785,13.535634064895248,5.828072835487944,0.9455557368775089,0.0,7.084854419001829,23.118036857507036,17.195149619963217,1.809948429375936,16.45021164701268,9.344577406950975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e5,0.3020422333657288,2.2683270397078372,4.573843645125659,4.023427516713893,4.479858453404667,2.637919184330336,3.6984404392579364,4.233909349324261,5.256627098623575,5.249280592313919,4.162194703730286,3.413872403330771,2.1205172622182644,2.1647771723587326,1.732546700091234,1.7760576575020366,2.274123275713258,1.578682203503,0.392468234373176,1.0311435588652742,0.9376491157680817,0.8185884964902641,0.903062124508466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ek,0.28397316090803076,2.0387208342629686,3.155279380325567,4.3737321662775726,4.334502013946322,4.873748111534578,5.711326495917788,6.454239221463364,5.7978246194502425,6.305551099278333,6.724087553728488,6.477261833939565,7.895635476004394,7.106444188837571,4.8920621078476785,6.643916372903433,3.7275809845134233,2.765827867924301,2.468611310316291,3.524870023233376,4.243277106648861,4.022045350759029,1.9921715717966748,0.06900786141473247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7o7,1.5751826095264527,15.128642307637806,40.956662150969635,40.308463873856354,25.1664513725663,21.478521570754324,32.7893938088921,35.41443004180985,36.97212989476975,34.52953638059532,35.07783411546262,36.92121866866012,34.43850572830826,28.562075643025082,29.649228681719705,24.110359533843052,20.052645006606326,18.0014851511674,14.357783030569408,8.173077675420018,9.317572862108136,7.923116994855491,0.8772289509444136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7tu,2.2917702833099662,8.957476211250555,14.188008925826912,14.799485743565828,11.705593505445812,13.307912841568012,15.678236288152561,15.96606230935501,9.183521166738302,11.292706611754582,11.143094331054826,7.310857184112393,6.925196167563257,0.3825588954778141,1.130448804969575,4.945920355606233,5.507360079373882,5.1372095454539135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7w5,1.3920130852360333,10.033132646345516,31.33049776133683,41.58398336535568,35.39618032375749,25.079707800506924,30.249018766377503,36.594082702580266,34.9396731625331,36.05660470492046,37.576586887552935,37.30871028100512,35.34019492211678,31.36843488921795,29.97913430442935,32.0711826452914,25.17056944467066,20.8219047051482,11.604939608445761,12.713500821373827,3.2158854476983834,9.695398766201379,2.0248933836687684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,1.4586621516415033,8.818190510471647,13.582146353125168,11.524450365140801,8.448917433738181,13.211005418949533,11.367024854259526,12.244175321913431,9.68326473252192,11.722741064162577,11.691936119407202,12.805313666472188,9.932418706000917,3.1801708018456623,0.0,4.620971168573817,3.5211011210746506,1.1907540695870011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,0.11301693674159496,0.9255311616686484,2.710796993483366,3.524082272313989,4.118980060642255,0.865445053924752,2.1006761275122177,3.125936197695429,2.4311136256947457,2.3814340820252227,1.6418811454451152,3.5380138562005534,0.46413752144129816,1.4056471043323953,2.733649163749522,3.530473609614454,0.6411475896519647,0.0,0.0,0.0,0.7262123018219313,3.4736370871210696,3.6234080261189803,2.815826957495716,5.686172196508807,1.75258299064663,1.893698783488702,1.9622723350554452,0.0024618351116743042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042629048315532714,1.9141508198824724,0.0,0.8428485641616348,3.6308538236125543,4.6709885088032195,3.7065569776657696,1.986949012763617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ub,1.2285768543665745,7.417651948296603,14.126141351663076,12.089849968221955,7.949888877730245,8.888411809401283,15.602942098602405,13.37059859735534,12.134191473920481,9.136670537123251,10.551290431772856,15.323170675765724,5.564901499379943,3.0426306085983867,0.716102733568249,6.355065052413579,6.796461644167891,0.884050274638696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
