ID,paired_000.00_002.00THz,paired_002.00_004.00THz,paired_004.00_006.00THz,paired_006.00_008.00THz,paired_008.00_010.00THz,paired_010.00_012.00THz,paired_012.00_014.00THz,paired_014.00_016.00THz,paired_016.00_018.00THz,paired_018.00_020.00THz,paired_020.00_022.00THz,paired_022.00_024.00THz,paired_024.00_026.00THz,paired_026.00_028.00THz,paired_028.00_030.00THz,paired_030.00_032.00THz,paired_032.00_034.00THz,paired_034.00_036.00THz,paired_036.00_038.00THz,paired_038.00_040.00THz,paired_040.00_042.00THz,paired_042.00_044.00THz,paired_044.00_046.00THz,paired_046.00_048.00THz,paired_048.00_050.00THz,paired_050.00_052.00THz,paired_052.00_054.00THz,paired_054.00_056.00THz,paired_056.00_058.00THz,paired_058.00_060.00THz,paired_060.00_062.00THz,paired_062.00_064.00THz,paired_064.00_066.00THz,paired_066.00_068.00THz,paired_068.00_070.00THz,paired_070.00_072.00THz,paired_072.00_074.00THz,paired_074.00_076.00THz,paired_076.00_078.00THz,paired_078.00_080.00THz,paired_080.00_082.00THz,paired_082.00_084.00THz,paired_084.00_086.00THz,paired_086.00_088.00THz,paired_088.00_090.00THz,paired_090.00_092.00THz,paired_092.00_094.00THz,paired_094.00_096.00THz,paired_096.00_098.00THz,paired_098.00_100.00THz
97b,0.03547345011953466,0.12560694186693666,0.1386611533905478,0.11046325609040294,0.12458153929319593,0.11622086944115492,0.11327703790435054,0.09205335211887955,0.07520747984481226,0.044758070914510444,0.020750296526166334,0.0029465524895078967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97p,0.09374395708366398,0.28057444511410046,0.17687135828399045,0.14938662720469562,0.07676933467058884,0.04088368716923296,0.054317545016500414,0.007584678209100315,0.11986836724812697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ky,0.028538277720816713,0.11919366843361215,0.11721703123887116,0.10011531043150994,0.08562003338638241,0.10036783774244505,0.07232359100840297,0.0802347390957333,0.039438580122995205,0.053732781679808016,0.0,0.0,0.0,0.02451393218243202,0.09150171062299539,0.045423840139185316,0.015307516548479299,0.02647114964633098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9lo,0.005601895611631661,0.06649972405865996,0.17964996051704202,0.10251164416467407,0.028416180413770847,0.05904100407904587,0.08008989871894912,0.059230044065509725,0.11583903876316064,0.04596900187308805,0.0,0.0,0.0,0.06954000439566436,0.1181217420293615,0.0676222548247354,0.0018676064847067675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ph,0.020231341740001196,0.13758030366879295,0.13293947941776288,0.13336788913777464,0.14346753246572744,0.11627145183589459,0.10856773479549421,0.10049713265625705,0.043928099737343934,0.0024906111707790274,0.01573297110624101,0.036219622265970655,0.008705830001960499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9rc,0.12491638963349878,0.25837693087701724,0.190157596779638,0.1321484439830171,0.07992028678064764,0.09224731166525366,0.024431624002440408,0.03703555825056878,0.06076585802791837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9s4,0.01452339858668172,0.08283896457759686,0.10873751190802747,0.10724151745177418,0.10374419738438799,0.08913756689398213,0.08264079575400085,0.043273796478495496,0.07697660449930999,0.05129607904987762,0.0,0.0,0.0,0.05373155896359918,0.08755798717000716,0.051872611260342365,0.023957033265399386,0.0205112385688584,0.001959138187659221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9wf,0.6588354446713179,0.29152077288075223,0.038068342096464376,0.009237585784972765,0.002118691281921327,0.0002191632845713939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9zk,0.005180904050893358,0.08845044738273015,0.10805330950099329,0.11820148660442649,0.16810717715944568,0.13165482548884208,0.07846555093905132,0.06817801217480582,0.12864791509000034,0.06562431627937217,0.03940173366430817,3.4321665131156714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9zr,0.13130832549710728,0.2786022611708531,0.1449567213326154,0.1357124608047516,0.0647134941154774,0.06138185287223906,0.052095272641589335,0.021638407931319308,0.1093393181009545,0.0002518855330931318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8v,0.1497764092486173,0.24403194824930216,0.1834884648835716,0.13363612817186077,0.07963826055245277,0.058404453583792496,0.04084808140096974,0.0041049381856188005,0.10607131572381424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
an2,0.011612511776122913,0.18638388045277618,0.20250861238667686,0.10361558131969062,0.047360275574371204,0.04977812033029467,0.06320738426664654,0.06767834754152767,0.06300908311710074,0.020183970539303858,0.0,0.015296522231571723,0.09010990317811872,0.06594003909974883,0.013315768186049473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aui,0.007737028633413087,0.053866283210655105,0.12485333196751108,0.11911451578772185,0.11253639687068305,0.10271258552582177,0.1028355880290491,0.09672694233852643,0.1060966035469076,0.09724404929811481,0.07627667479159608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be9,0.4624534715413906,0.24105814460951094,0.06450964355980762,0.15459073760340455,0.07174089600447622,0.005647106681409971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi3,0.02587943314405054,0.17217394585110177,0.13535396247166354,0.0912818694241808,0.11111065286620919,0.12267737490468558,0.10042445287685849,0.09813676323820475,0.07316761272467552,0.059542618464559036,0.010251314033810752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bjw,0.09458635307003563,0.37921424355837946,0.30330321498282187,0.1751575469362603,0.037593033868351076,0.009393252034916548,0.000752355549235116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bnh,0.14972925284686509,0.24418528065854594,0.18347163123694218,0.13363216786934584,0.07962733685746048,0.05838945046528135,0.04083510299759198,0.00411617614642235,0.10601360092154477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bq9,0.10308127352309356,0.15110475518917568,0.09349898267531653,0.1223322468332784,0.12664885031304157,0.10515671234527663,0.05161425333159736,0.08042395226145188,0.09179807047405314,0.07403183599775452,0.0003090670559607723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bsa,0.009256426330179401,0.1271603682236304,0.14600214211025792,0.09935278283513169,0.10667450794931835,0.026728193712779603,0.07697222304296426,0.14983619786633767,0.1119485122147628,0.09476511247397244,0.05130353324066571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bv2,0.015059483540742555,0.10178852957434692,0.14564929323137707,0.12709552049695297,0.18044078562003493,0.16210345545487478,0.12511474456022764,0.05895060092295915,0.04228829389410134,0.038879022261613806,0.0026302704427689848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0g,0.03822214770486843,0.1730593842210535,0.11290250459828695,0.13568490750371792,0.1064045752256909,0.11277070898561936,0.09958547492899537,0.08391850731499932,0.0662018672768928,0.03244789179244139,0.03880203044743407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6e,0.15253851068983565,0.285331313501628,0.13619546343798417,0.11459371383649553,0.06347814078459438,0.05551122254478242,0.03563189306381457,0.060658966689354346,0.09606077545151114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdk,0.003327037252573515,0.04160798827784569,0.13510514351933284,0.07252735414855005,0.07197732263392402,0.07104138042241585,0.08140169274913599,0.07302495700924186,0.08827884812996925,0.03604237661133617,0.024380219617757215,0.02566314864156492,0.02883247003189385,0.02008511842754801,0.11603689095318019,0.0615859646869829,0.04908208688674775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cju,0.17259935715723243,0.27416264923679856,0.1430953577441071,0.11363116451518228,0.08145045720253452,0.057846418562590755,0.03415676526583331,0.01846098315316962,0.10459684716255156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clt,0.017037600621383875,0.10915945404477075,0.10702568859766368,0.12034237614167093,0.07224699700327958,0.04769186105861631,0.057123420229199896,0.04291383670490213,0.022488311918976683,0.08547522079380458,0.0915999114134614,0.008040884826419927,0.04092564128780748,0.0,0.0,0.0,0.03637447053867722,0.006565340990162665,0.04991117399660805,0.042286149332326446,0.033138402425630625,0.009653258074637985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d7f,0.03326521508280072,0.14410024781203415,0.12039836449552134,0.1616936512029819,0.12528082733333953,0.0791286492988229,0.07789682722363495,0.08355324300259183,0.0960902039980885,0.07777950360549904,0.0008132669446851234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9l,0.15923765100759849,0.2986794313641515,0.12340922081255169,0.10518271126304676,0.07742429641507739,0.056924422772100844,0.03268413596173391,0.007056898162519254,0.13940123224122036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dae,0.037344738889479166,0.19175064585297974,0.11157748424292736,0.13155107560636187,0.11741665117994476,0.11157740953333432,0.09931073946156657,0.08514651482159145,0.06225240068298058,0.03373319516585144,0.018339144562982503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dc8,0.006487315942796298,0.07258386504312532,0.13360879519167454,0.1252335685330621,0.08037575227061072,0.09901982723418983,0.08842193962271534,0.042449415008677736,0.10368530516805283,0.06216263466893178,0.0,0.0,0.0,0.04018926043667705,0.062025173693556104,0.06590217738350392,0.017854969802426412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deu,0.061589846148831236,0.21230675980859195,0.2163748116351345,0.16219021152049004,0.1009778398162585,0.14107969295363332,0.07937670528393159,0.026104132833128735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dlj,0.1785127556395049,0.3387286549514008,0.0928522605573504,0.1244788731601483,0.0507072619119428,0.05567645624484018,0.03892631089055133,0.04924443600914925,0.07087299063511206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dth,0.0066400105647492725,0.07811177870042164,0.15074920853422547,0.09446367901350362,0.12525165208704261,0.12558832160538794,0.08258063339403965,0.04242361989373588,0.04672816332401923,0.075961916740779,0.13359769407180308,0.03764433227870341,0.00025898979158917544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dvn,0.05439628647560456,0.322143819639571,0.3087609717759617,0.18052376815160742,0.09132072929679565,0.03823720818540314,0.004617216475056425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e6a,0.02430383397689473,0.1641908081543293,0.12373027283747673,0.12843383477786302,0.1272756165294921,0.11850278111302362,0.11341961630759377,0.08414453574915515,0.06233602776736592,0.045571041587635266,0.008091631199170326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e81,0.07449684511341707,0.15738959434749986,0.12382470372079836,0.11870950385588501,0.10723176771752135,0.09903611392791936,0.06887674980694998,0.030554382800546127,0.039294968782732045,0.04226600557094105,0.04389972754796833,0.0344494627363095,0.030586620444588708,0.029383553626923388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ek5,0.02792812651317063,0.16758738385614808,0.14915478990775358,0.15646189485857545,0.1298241743765056,0.10585477479390737,0.06561863148965875,0.031704392417729786,0.05631162798267885,0.04246488264465758,0.002243586783406158,0.006242288722719955,0.05455986826742499,0.004043577385663288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fft,0.0043614439927976935,0.042625390359863985,0.057528266857816424,0.07673422967359458,0.13778917121764483,0.15809130846813296,0.2332098930180606,0.15551274938697807,0.08711653307588887,0.040959550290018916,0.006071463659203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fj5,0.014186019012603437,0.0740052326119867,0.14507693409477104,0.11498112892281866,0.04277527596440783,0.05997116714299555,0.09129787769396046,0.06055028627991231,0.09088729374288433,0.04798061499177499,0.0,0.003522541389152763,0.03528215176549445,0.0798833958631018,0.07292033440145562,0.06651028623506589,0.00016945988761405483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkj,0.14335211392303032,0.2440048110359124,0.14732222205534368,0.14863861966702138,0.054116818302303804,0.08400350176170227,0.03602148315753431,0.05085393805866951,0.09168649203848236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fwz,0.06791683944138532,0.23112206600538,0.1877552226077471,0.08309904084770893,0.09888387928541083,0.10075779226022111,0.0658936488376536,0.08101704825084644,0.076876044894603,0.006678417569043606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcj,0.023179095748606392,0.14620977174893618,0.14514418682186878,0.12692473495410161,0.10970293304256155,0.1183509212476379,0.10029771013400648,0.08286535724561458,0.0602511586606894,0.037370104453456,0.04201118670760072,0.007692839234920319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gkl,0.032366301945563794,0.16430742146584973,0.12304129606270503,0.12997603146148018,0.10172189311515997,0.12167218888410997,0.10432676707228819,0.08604941406813682,0.0645330774344437,0.03573069545681912,0.030335536058034008,0.005939376975409494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goi,0.06940414786155916,0.09643586291647019,0.07450950873969754,0.06989213495723529,0.018839829978707107,0.06673595609458893,0.0031738907328832137,0.00044034965882308895,0.0,0.0,0.0,0.0,0.0,0.06207925932411994,0.035886856036766786,0.0,0.0,0.0,0.0,0.011784978665459484,0.10182215769731508,0.094112096727326,0.01690113254500182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13917481781225166,0.0,0.13880702025179495,0.0,0.0,0.0,0.0
gvd,0.0037964235177347025,0.033321312160776315,0.06890696557493863,0.058180093732950376,0.06781962568272094,0.1733119910234445,0.27096262903444757,0.22690572930318437,0.047765007195276155,0.04885885114713738,0.00017137162738905076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gw2,0.005176509305440188,0.0788463281630891,0.10041948125321859,0.11792238753210414,0.10665178557018042,0.09556684391920824,0.08155151502131165,0.06324819957716296,0.058662855839609,0.05031895868204634,0.00032412711230884984,0.0,0.0016079832525077989,0.04814736584680972,0.0598454928521275,0.0619922506802308,0.031513782894616614,0.027041593533042137,0.011162538964986245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gxz,0.01934943366794657,0.13089759964584996,0.13351758747448483,0.08484594687240334,0.06446372499046266,0.04429113830727031,0.06806394860902062,0.04590520833854296,0.11438219235535727,0.043194051769090136,0.0,0.0,0.030662255348677874,0.07467286340984733,0.0530276462324762,0.047135428961549514,0.04525485932096141,0.0003361146960590099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gz8,0.03379704544371925,0.18328439042880043,0.11690249017954474,0.1268748376730275,0.10266206036896995,0.11313902665782082,0.1007502809211277,0.09058832605271332,0.062304755664035275,0.03549819682277672,0.0339822593775501,0.00021633040991418762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h6c,0.007732787277333923,0.0932751610003452,0.1616035056592698,0.08445900994405871,0.10925650748570988,0.15548675471729098,0.10902787397454715,0.01818400618212473,0.0,0.0,0.0,0.16302930642133312,0.09682127104507972,0.0011238162929068992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h7r,0.01815009033731325,0.09824600689073973,0.10562685320357666,0.10296891912134593,0.10163319536399472,0.09020011043085507,0.07562488749237654,0.06131882372489713,0.06200102342378267,0.04641870311422191,0.0,0.0,0.0,0.03026029653605629,0.10696953082287498,0.06339395545740166,0.017204336278482283,0.019983267802081334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h82,0.16065255817174928,0.2067117257783858,0.15334159229368957,0.11932695347011574,0.07475621750671774,0.061995794059246684,0.03765699044959768,0.0,0.18555816827049745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
