ID,LiPDOS_000.00_001.00THz,LiPDOS_001.00_002.00THz,LiPDOS_002.00_003.00THz,LiPDOS_003.00_004.00THz,LiPDOS_004.00_005.00THz,LiPDOS_005.00_006.00THz,LiPDOS_006.00_007.00THz,LiPDOS_007.00_008.00THz,LiPDOS_008.00_009.00THz,LiPDOS_009.00_010.00THz,LiPDOS_010.00_011.00THz,LiPDOS_011.00_012.00THz,LiPDOS_012.00_013.00THz,LiPDOS_013.00_014.00THz,LiPDOS_014.00_015.00THz,LiPDOS_015.00_016.00THz,LiPDOS_016.00_017.00THz,LiPDOS_017.00_018.00THz,LiPDOS_018.00_019.00THz,LiPDOS_019.00_020.00THz,LiPDOS_020.00_021.00THz,LiPDOS_021.00_022.00THz,LiPDOS_022.00_023.00THz,LiPDOS_023.00_024.00THz,LiPDOS_024.00_025.00THz,LiPDOS_025.00_026.00THz,LiPDOS_026.00_027.00THz,LiPDOS_027.00_028.00THz,LiPDOS_028.00_029.00THz,LiPDOS_029.00_030.00THz,LiPDOS_030.00_031.00THz,LiPDOS_031.00_032.00THz,LiPDOS_032.00_033.00THz,LiPDOS_033.00_034.00THz,LiPDOS_034.00_035.00THz,LiPDOS_035.00_036.00THz,LiPDOS_036.00_037.00THz,LiPDOS_037.00_038.00THz,LiPDOS_038.00_039.00THz,LiPDOS_039.00_040.00THz,LiPDOS_040.00_041.00THz,LiPDOS_041.00_042.00THz,LiPDOS_042.00_043.00THz,LiPDOS_043.00_044.00THz,LiPDOS_044.00_045.00THz,LiPDOS_045.00_046.00THz,LiPDOS_046.00_047.00THz,LiPDOS_047.00_048.00THz,LiPDOS_048.00_049.00THz,LiPDOS_049.00_050.00THz,LiPDOS_050.00_051.00THz,LiPDOS_051.00_052.00THz,LiPDOS_052.00_053.00THz,LiPDOS_053.00_054.00THz,LiPDOS_054.00_055.00THz,LiPDOS_055.00_056.00THz,LiPDOS_056.00_057.00THz,LiPDOS_057.00_058.00THz,LiPDOS_058.00_059.00THz,LiPDOS_059.00_060.00THz,LiPDOS_060.00_061.00THz,LiPDOS_061.00_062.00THz,LiPDOS_062.00_063.00THz,LiPDOS_063.00_064.00THz,LiPDOS_064.00_065.00THz,LiPDOS_065.00_066.00THz,LiPDOS_066.00_067.00THz,LiPDOS_067.00_068.00THz,LiPDOS_068.00_069.00THz,LiPDOS_069.00_070.00THz,LiPDOS_070.00_071.00THz,LiPDOS_071.00_072.00THz,LiPDOS_072.00_073.00THz,LiPDOS_073.00_074.00THz,LiPDOS_074.00_075.00THz,LiPDOS_075.00_076.00THz,LiPDOS_076.00_077.00THz,LiPDOS_077.00_078.00THz,LiPDOS_078.00_079.00THz,LiPDOS_079.00_080.00THz,LiPDOS_080.00_081.00THz,LiPDOS_081.00_082.00THz,LiPDOS_082.00_083.00THz,LiPDOS_083.00_084.00THz,LiPDOS_084.00_085.00THz,LiPDOS_085.00_086.00THz,LiPDOS_086.00_087.00THz,LiPDOS_087.00_088.00THz,LiPDOS_088.00_089.00THz,LiPDOS_089.00_090.00THz,LiPDOS_090.00_091.00THz,LiPDOS_091.00_092.00THz,LiPDOS_092.00_093.00THz,LiPDOS_093.00_094.00THz,LiPDOS_094.00_095.00THz,LiPDOS_095.00_096.00THz,LiPDOS_096.00_097.00THz,LiPDOS_097.00_098.00THz,LiPDOS_098.00_099.00THz,LiPDOS_099.00_100.00THz
3rx,0.0012131737208588868,0.007823211889123381,0.007225756599153298,0.019150497553685402,0.024996360825569382,0.044214574969807456,0.05377314035829971,0.07342683292054766,0.07278170659070446,0.0940222775929607,0.08737730282507754,0.12282958104854783,0.13187097176326293,0.14708278200502617,0.08996274055942836,0.005866320556177762,0.00047194934724776883,7.010485472456191e-05,0.00026472106456641877,0.0007354588309723428,0.006496229477816588,0.006039223330119563,0.0014247704714272875,0.000784205898194222,9.610494670030498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3uq,0.0001338416851760761,0.007239030317547926,0.0175124722600702,0.0801441670989779,0.2940940096470094,0.09913546243499238,0.07277570667437576,0.08504176955420963,0.05594132956034511,0.07737714428392621,0.06506340215604585,0.03182483139796352,0.019138298559278046,0.031646696701011945,0.02738142670462935,0.014111961813302383,0.014873252616974685,0.0002289763369240676,0.0005543800424936325,0.0025377990184097645,0.00012940300809044384,0.0,0.0,0.0,0.0,0.0,0.00011528928976764465,0.0001252823346049126,0.00041239568331622736,0.0001973162981359022,0.0002889197717445412,0.000723382693393037,0.0002143684903178788,0.00019535686074182422,0.0003145855459339163,0.0003729067438865781,0.00015483441640325052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3zo,0.00910244078518386,0.022894783693602892,0.04670817911995299,0.07583995856539541,0.07271481680869575,0.07605060890936326,0.07907611493046986,0.07026587256208476,0.08146140520372333,0.1154399569517553,0.1242235670619315,0.10307332273805639,0.07113709284750312,0.04858297643238634,0.0,0.0001526391911821347,0.0013830958303755712,0.001893168368337562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.00038402206193958446,0.005678691670297482,0.016966453482431677,0.02133085420235917,0.02433596136035892,0.04169703107918439,0.03719574290141287,0.03943510488806487,0.05761510898024662,0.0863290147729893,0.11896409485612418,0.09837930966822897,0.06967493019859372,0.0658977125976091,0.061854229624862346,0.06617807044171006,0.06878373456097567,0.049293814210073034,0.025059129050263206,0.022618031832913485,0.013279359189817085,0.009049598369544264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.00012257950168761787,0.0016513115870787464,0.010947109635827224,0.015912299638614107,0.034734718186704386,0.047285284323504,0.052854542414171334,0.07267908989407051,0.07317103423331227,0.08131898304124895,0.10051691560898451,0.07101056416087038,0.09694438796088921,0.08792769342862725,0.07805657047263465,0.06242420886014175,0.05867093696796912,0.027405364749210258,0.008554469546787518,0.007406925623960875,0.0023804185449273836,0.002649746042904494,0.002238501840786934,0.0011129194559167115,0.00030613793899835547,1.7878356134909985e-05,6.736979417456233e-05,0.00022471346192867115,0.0001973783931428423,0.00028375546895624917,0.00013184656426506935,0.00032416733880222465,0.0003555563467908105,0.00011462061597627849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47i,0.0005007328424979029,0.0029359910207284257,0.010002714428216672,0.01807454447994065,0.021476408054958075,0.04361994791533273,0.03551567720784516,0.023556920522608573,0.04562241907743001,0.10397962297413814,0.12612190609504692,0.14723630754564354,0.11404436287499527,0.10489975448903084,0.06865357532635841,0.0424437320761237,0.03635056640618708,0.0354368355413047,0.011059173829686358,9.440383398204725e-05,0.005443959743186297,0.0,0.0,0.0,0.0,0.00034654656186406817,0.00028710715563576663,6.745173593715367e-05,0.0007508714611063037,0.00040718383522349495,0.0,0.00030926563038013397,0.00037151127633185084,0.0002135943259112567,0.00017467119375503924,2.2405386134244353e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ba,0.00554094922348085,0.015874893171660322,0.04812133304647604,0.1629953412299962,0.2611530795924209,0.06555482053296155,0.029267704137177504,0.06803746853797547,0.04340433985497486,0.15675389774817647,0.07405815023718983,0.030435883782361242,0.010648076808282753,0.0060274473082952825,0.0007884685472078229,0.010786071485461244,0.005350240738371269,3.660904120437447e-07,0.0002291854284126712,0.0013086597058967785,2.174189036853552e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008074618106396004,0.00041413685405066456,0.00023201912367331614,0.0010816948045996352,8.275691186047953e-05,0.00016684990334911345,0.0003455811138823235,0.0004634615898928984,6.748649182402465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ea,0.004389834707126963,0.05081522562867448,0.1267191956540304,0.17951185008106177,0.13001646688674606,0.08375109325187213,0.07867452408468892,0.025427734890358166,0.0343440132528682,0.07423955132862042,0.10636429236461102,0.05708562750450072,0.024956414420708554,0.0024461889942144687,0.00017785861880680777,0.013448173952373806,0.0025581174541015666,1.2471944746530747e-05,0.0019680572517827974,0.00046249862321922437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.376837888082635e-05,0.0002926313565490517,0.00035567541798997956,0.00060896179320794,0.0003837112047484927,0.00012538084688440722,0.0003337208839003083,0.000367570051976351,8.93891707496463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4kt,0.0015552646220620546,0.009094667881589063,0.028371832366379475,0.0882261465850443,0.11301620230265236,0.03750392945885474,0.09683047462658542,0.07917667206795737,0.21133762470866801,0.17227894023709203,0.1600879050133977,0.002520340129717341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bz,0.0005777846163490846,0.004206008801972337,0.01162648543188176,0.01794040410185442,0.03533455857534528,0.038795837427590504,0.043853987981793276,0.04839174282996098,0.04862944010985141,0.08781329101199141,0.14129903233919502,0.12433401360875002,0.08817747573794986,0.07897206247642231,0.07390451282849518,0.07619606924960745,0.056386974268114044,0.002439643619359007,0.013413055603344359,0.00623005717284503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001135257435248892,0.00011985863029867262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.249174676099055e-05,9.637838539847693e-05,8.20847819850672e-05,1.4912276351524591e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5wz,0.0038359973350478413,0.022394202811848556,0.045449673110564665,0.0770383527609519,0.08686155260380098,0.06856957413611761,0.07460313224199745,0.07198524992367814,0.053349833064801656,0.15976901791656983,0.08674071333969952,0.09601806799516473,0.10390091178018222,0.042737033633178184,0.0,0.0007172771013365234,0.004648641725038696,0.0013807685200214802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5z0,0.00011761525896808908,0.0008503444794039147,0.0028401564696823663,0.007321566792091693,0.013070528969145033,0.016715035471456443,0.038454748674782886,0.04394561205803127,0.07253291757991621,0.08821687991725756,0.10383234040304494,0.08903626353617677,0.09800207986150185,0.0664023471573342,0.08919194887411175,0.08291140612314171,0.0849403064733941,0.06613279618132534,0.0012622331176590411,0.00036872832218011486,0.01450444274768759,0.010256641957961051,0.004410234456401059,0.002707464236054031,0.001961294655625827,1.4066225665157824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5zv,0.00041976236832718316,0.0025892750978050794,0.007964138286609768,0.014648120883811483,0.02155553344300683,0.016714341612747995,0.013893365043822844,0.024596647681810746,0.08366607962442502,0.09471639192331875,0.14477942268924546,0.12477665797547714,0.14953606649544043,0.15867059166460248,0.05494028507663717,0.023994540652945203,0.028614274194124028,0.017937994853544827,0.011229078038041747,0.00012549390101975386,0.0,0.0,0.0,0.0,0.0,0.0,0.0014172857034071642,0.0007489579501046839,0.00027258931083053346,0.0006350715711262009,0.0005640058577649024,0.0006241906567903887,0.000368669941460261,1.1675017519455324e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68u,0.00025023275008201286,0.0039112561331026245,0.014885868439507004,0.025147557568184712,0.0246343978051502,0.032688021013902335,0.03690009886914273,0.047308412832646876,0.06503452221475206,0.09963432757363556,0.11061789769062856,0.10260934224534009,0.068904434626339,0.053211377871106136,0.048430306619800745,0.046590113608556805,0.07645945070090439,0.054797493241000826,0.03024407830134438,0.02617025075999025,0.011470572921492546,0.012882014254565194,0.007217971958824953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6du,0.00033844079965891587,0.002521922209314827,0.00921127212890073,0.015683571224244974,0.0438695049887668,0.050761355568973675,0.051743043622221215,0.06894731555631102,0.07736702950743146,0.1080844392880545,0.1105723450916869,0.1541611792593237,0.09195429526596602,0.06443515701995664,0.03749834148557416,0.019844576444218536,0.02345474507218539,0.03642132819405556,0.013956452746847533,0.005337027081576547,0.0052082346389087835,0.003760729080255098,0.00202337223020673,0.000935701970033974,0.0010075064479822065,0.0006465622708565925,8.6745576786756e-05,0.0001678052297007627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jf,0.0014674850956087522,0.015368329690649801,0.032553784998921115,0.03436023066944901,0.06691178410922363,0.07721308344379141,0.09797725227764952,0.10397417884434994,0.08992834252536594,0.10890841124765323,0.12870376156683572,0.09163070658441139,0.08649234340840249,0.050352104870636426,0.006852906698405608,0.001440355635059696,0.00359014268758462,0.0022747956460017066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6l9,0.0001264991983167186,0.0019219490651940262,0.03330017853435739,0.02048705269926413,0.02301390633397225,0.02776683797225681,0.030282151377838434,0.15070254472784728,0.20338091400429972,0.0812957883586637,0.13269770566202393,0.153023383949176,0.07669257289695264,0.02544707105358288,0.013578743934022109,0.007286934141470318,0.003922852408352188,0.0019019918221369423,0.0012050661805363273,0.001786241259608078,0.0017156254176939685,0.0013966847373949249,0.00028430555913486053,0.00016407499912188912,0.00012701038090896108,0.00035727877731515543,0.0005250097860497436,0.0008181054242899122,0.0006060165172689456,2.599549934292689e-05,1.450783778520414e-05,0.0006280849969812554,0.0008864118361919286,0.000498609519432006,0.00011611257411942186,0.0,0.00011538977002046383,0.000409290138228596,0.00040614390972581175,7.141866128879696e-05,0.000667152798111545,0.0003463852797218197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e5,0.00043551500706730386,0.0027213685313415663,0.005480676006305153,0.011466908226956094,0.017302430165112705,0.06783334846201108,0.14083739659720346,0.10281787756272817,0.1818990379095925,0.12583971950852427,0.15150935592856543,0.1157700311158916,0.03015303567635809,0.017716894181441782,0.008275798129289072,0.004992049876084348,0.005417568907175515,0.0029356400422627174,0.0008081046232974924,0.0033801056909266306,0.0014059906925912747,0.0006828759888763236,0.00031827117039742004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ek,0.0008077191390279344,0.004327757565755617,0.008531771028852086,0.016789694541887838,0.023052297503308308,0.03667373665445302,0.04354363938930646,0.0513305842324977,0.056324868606892585,0.06109388616879539,0.0692724312260811,0.07667185735798641,0.11974283886386505,0.11176818891387312,0.07875735286174305,0.11244227626743168,0.06208518088203461,0.0434826302866697,0.003431183201753072,0.004445860881522522,0.004645701974145292,0.006846858088144351,0.003800328061341647,0.0001313563026314566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7o7,0.0006032454822039498,0.00556466240850344,0.0157065890811533,0.01873258671505589,0.02153518721139499,0.03237558090915919,0.04460616453548675,0.05548221463690987,0.08560674353882688,0.10185343459076635,0.09894660512578551,0.08411380472020084,0.06557749526016093,0.05845743373156751,0.07148597299282727,0.06269638740488863,0.058079578876580655,0.047975854495807047,0.038186591850707476,0.01536650248291584,0.00848180394456348,0.007311902430222775,0.0012536575743114003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7tu,0.003908538383214733,0.017985249055071987,0.03359948752973703,0.05050963088984985,0.07581627285527852,0.09833806409188482,0.11596655896417696,0.11169060400233795,0.0870471848105547,0.12744773786260463,0.13195206486272265,0.0686330617215267,0.06166317359218595,0.0029983886545247272,0.001296464875185247,0.004668041386481025,0.003790805258081608,0.002688671204581014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7w5,0.0028736489511908005,0.007037906048554112,0.01570081454080658,0.028351860074053454,0.03289967624435444,0.030963507328883182,0.03547594547257534,0.043751999608133474,0.05177571517666661,0.07701955077173393,0.0850441132933205,0.07755517857569379,0.06955775382585967,0.055659536709717176,0.06677647682674412,0.10220170919115461,0.07961151475526185,0.05611310702042667,0.024189965518930042,0.02743199260001676,0.00797686710764929,0.012593980132777677,0.009437180225495941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
