ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,family,intended_formula_OBELiX,expected_formula_counts_json,spectrum_file,production_structure_file,production_structure_selection,production_structure_score,source_structure_file,source_structure_selection,source_structure_score,source_structure_role,eigen_file,eigen_selection,eigen_score,audit_status,production_parser,production_formula,production_reduced_formula,production_n_sites,production_volume_A3,production_volume_per_site_A3,production_density_g_cm3,production_min_distance_A,geometry_status,production_is_ordered,production_partial_or_mixed_sites,production_mixed_species_sites,production_underoccupied_sites,production_overoccupied_sites,composition_status,scale_all,framework_scale_raw,framework_scale_formula_units,framework_scale_nearest_integer,framework_scale_integer_deviation,framework_scale_anchor_elements,max_relative_stoich_error,framework_max_relative_stoich_error,max_absolute_count_error_atoms,framework_max_absolute_count_error_atoms,n_elements_outside_pass_tolerance,n_elements_outside_warn_tolerance,composition_total_variation_error,expected_Li_at_framework_scale,actual_Li,Li_count_error,Li_absolute_count_error,Li_relative_error,missing_elements,extra_elements,expected_counts_at_framework_scale_json,actual_counts_json,actual_minus_expected_json,element_absolute_errors_json,element_relative_errors_json,element_pass_flags_json,element_warn_flags_json,neutral_oxidation_guess_status,neutral_oxidation_guess_json,source_parser,source_formula,source_reduced_formula,source_counts_json,source_is_ordered,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_comparison_to_OBELiX,source_Li_relative_error_to_OBELiX,spectrum_n_frequency_points,spectrum_min_plotted_frequency_THz,spectrum_max_plotted_frequency_THz,spectrum_median_native_spacing_THz,spectrum_max_native_spacing_THz,spectrum_points_0_to_100_THz,spectrum_total_positive_area_0_to_100,spectrum_Li_positive_area_0_to_100,spectrum_coarse_grid_flag,spectrum_high_max_frequency_flag,spectrum_very_high_max_frequency_flag,spectrum_negative_plotted_grid_endpoint_flag,eligible_primary_audit,eligible_strict_audit,eligible_exact_audit,source_folder,li_file,total_file,selection_score,has_paired_spectrum,has_target_limit_policy,included_primary,included_strict,included_exact,primary_exclusion_reason
oi4,Li0.375Sr0.4375Hf0.25Ta0.75O3,1,Li0.38Sr0.44Hf0.25Ta0.75O3.0,0.00038,,,Pm-3m,221,3.992,3.992,3.992,90.0,90.0,90.0,perovskites,10.1021/acsami.6b03070,1,D2 - 189,not available,,,,,,,189.0,,train,0.00038,False,,0.00038,0.00038,0.00038,-3.42021640338319,-3.42021640338319,-3.42021640338319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
sv7,La0.51Li0.34TiO2.94,1,La0.51Li0.34Ti1.0O2.94,0.001,0.001,,Pm-3m,221,3.871,3.871,3.871,90.0,90.0,90.0,perovskites,10.1016/0167-2738(94)90309-3,1,D2 - 319,not available,,,,,,,319.0,,train,0.001,False,,0.001,0.001,0.001,-3.0,-3.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
w1l,Li0.5Sr0.5Cr0.25Ta0.75O3,1,Li0.5Sr0.5Cr0.25Ta0.75O3.0,6e-05,,,Pm-3m,221,3.9503,3.9503,3.9503,90.0,90.0,90.0,perovskites,10.1016/s0378-7753(97)02645-1,1,D1 - 619,not available,,,,,,,,619.0,train,6e-05,False,,6e-05,6e-05,6e-05,-4.221848749616356,-4.221848749616356,-4.221848749616356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
jce,Li0.5Sr0.5Fe0.25Ta0.75O3,1,Li0.5Sr0.5Fe0.25Ta0.75O3.0,0.0001,,,Pm-3m,221,3.9639,3.9639,3.9639,90.0,90.0,90.0,perovskites,10.1016/s0378-7753(97)02645-1,1,D1 - 619,not available,,,,,,,,619.0,train,0.0001,False,,0.0001,0.0001,0.0001,-4.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
t3k,Li1.9Mn0.9Ga0.1Cl4,8,Li15.2Mn7.2Ga0.8Cl32.0,2.37e-07,,,Fd-3m,227,10.4881,10.4881,10.4881,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50305.0,198.0,,train,2.37e-07,False,,2.37e-07,2.37e-07,2.37e-07,-6.6252516539898965,-6.6252516539898965,-6.6252516539898965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
r5y,Li2CdCl4,8,Li1.6Cd8.0Cl32.0,5.8e-07,,,Fd-3m,227,10.635,10.635,10.635,90.0,90.0,90.0,chlorides,10.1016/0025-5408(81)90142-2,1,D2 - 199,not available,,,composition corrected,,,,199.0,,train,5.8e-07,False,,5.8e-07,5.8e-07,5.8e-07,-6.236572006437063,-6.236572006437063,-6.236572006437063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ckw,LiSr0.9Nb2O6F0.8,8,Li8.0Sr7.2Nb16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4909,10.4909,10.4909,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,,pyrochlore,LiSr0.9Nb2O6F0.8,"{""F"": 0.8, ""Li"": 1.0, ""Nb"": 2.0, ""O"": 6.0, ""Sr"": 0.9}",/content/obelix_composition_audit/combined_option_a_spectra/train/ckw/ckw_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/relaxed_ckw.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/ordered_adaptive_ckw.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_GENERAL_STOICHIOMETRY,pymatgen_structure,Sr4 Li4 Nb8 O96 F32,SrLiNb2(O3F)8,144.0,10627.391521681751,73.80133001167884,0.5102194254921847,1.2149626771901627,PASS,True,0.0,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,16.0,16.0,16.0,16.0,0.0,Nb;O,1.4999999999999998,1.4999999999999998,24.0,24.0,4.0,4.0,0.2533748701973001,16.0,4.0,-12.0,12.0,-0.75,,,"{""F"": 12.8, ""Li"": 16.0, ""Nb"": 32.0, ""O"": 96.0, ""Sr"": 14.4}","{""F"": 32.0, ""Li"": 4.0, ""Nb"": 8.0, ""O"": 96.0, ""Sr"": 4.0}","{""F"": 19.2, ""Li"": -12.0, ""Nb"": -24.0, ""O"": 0.0, ""Sr"": -10.4}","{""F"": 19.2, ""Li"": 12.0, ""Nb"": 24.0, ""O"": 0.0, ""Sr"": 10.4}","{""F"": 1.5, ""Li"": 0.75, ""Nb"": 0.75, ""O"": 0.0, ""Sr"": 0.72222222}","{""F"": false, ""Li"": false, ""Nb"": false, ""O"": true, ""Sr"": false}","{""F"": false, ""Li"": false, ""Nb"": false, ""O"": true, ""Sr"": false}",no_neutral_assignment_found,,pymatgen_structure,Sr4 Li4 Nb8 O96 F32,SrLiNb2(O3F)8,"{""F"": 32.0, ""Li"": 4.0, ""Nb"": 8.0, ""O"": 96.0, ""Sr"": 4.0}",True,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,-0.75,201.0,-6.3437441104751215,52.35756596557108,0.293506550380231,0.2935065503802434,179.0,85.48996833014895,0.0193013164329824,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/Lithium_PDOS_ckw.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/Total_DOS_ckw.csv,980.0,True,True,False,False,False,audit:FAIL_GENERAL_STOICHIOMETRY/PASS
yab,LiSr0.9Ta2O6F0.8,8,Li8.0Sr7.2Ta16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4687,10.4687,10.4687,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,,pyrochlore,LiSr0.9Ta2O6F0.8,"{""F"": 0.8, ""Li"": 1.0, ""O"": 6.0, ""Sr"": 0.9, ""Ta"": 2.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/yab/yab_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yab/relaxed_yab.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yab/ordered_sqs_like_yab.cif,automatic_same_folder,2150.0,fallback_unverified_source_candidate,,missing,,FAIL_GENERAL_STOICHIOMETRY,pymatgen_structure,Sr4 Li4 Ta8 O96 F32,SrLiTa2(O3F)8,144.0,13563.168677586886,94.18867137213115,0.4860127125792219,1.224032199083144,PASS,True,0.0,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,16.0,16.0,16.0,16.0,0.0,Ta;O,1.4999999999999998,1.4999999999999998,24.0,24.0,4.0,4.0,0.2533748701973001,16.0,4.0,-12.0,12.0,-0.75,,,"{""F"": 12.8, ""Li"": 16.0, ""O"": 96.0, ""Sr"": 14.4, ""Ta"": 32.0}","{""F"": 32.0, ""Li"": 4.0, ""O"": 96.0, ""Sr"": 4.0, ""Ta"": 8.0}","{""F"": 19.2, ""Li"": -12.0, ""O"": 0.0, ""Sr"": -10.4, ""Ta"": -24.0}","{""F"": 19.2, ""Li"": 12.0, ""O"": 0.0, ""Sr"": 10.4, ""Ta"": 24.0}","{""F"": 1.5, ""Li"": 0.75, ""O"": 0.0, ""Sr"": 0.72222222, ""Ta"": 0.75}","{""F"": false, ""Li"": false, ""O"": true, ""Sr"": false, ""Ta"": false}","{""F"": false, ""Li"": false, ""O"": true, ""Sr"": false, ""Ta"": false}",no_neutral_assignment_found,,pymatgen_structure,Sr4 Li4 Ta8 O96 F32,SrLiTa2(O3F)8,"{""F"": 32.0, ""Li"": 4.0, ""O"": 96.0, ""Sr"": 4.0, ""Ta"": 8.0}",True,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,-0.75,201.0,-7.188953807815448,51.72230558162015,0.294556296947178,0.2945562969471886,176.0,0.0,0.0,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yab,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yab/Lithium_PDOS_yab.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yab/Total_DOS_yab.csv,980.0,True,True,False,False,False,audit:FAIL_GENERAL_STOICHIOMETRY/PASS
3qz,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.00012,,,Ia-3d ,230,12.972,12.972,12.972,90.0,90.0,90.0,Unknown,10.1039/c2jm31413d,0,,,,,,,,,205.0,,train,0.00012,False,,0.00012,0.00012,0.00012,-3.9208187539523753,-3.9208187539523753,-3.9208187539523753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
cjq,Li6SrLa2Nb2O12,8,Li48.0Sr8.0La16.0Nb16.0O96.0,4.2e-06,,,Ia-3d ,230,12.811,12.811,12.811,90.0,90.0,90.0,Unknown,10.1111/j.1551-2916.2005.00060.x,0,,,,,duplicate with line 491; 374,,,,159.0,682.0,train,4.2e-06,False,,4.2e-06,4.2e-06,4.2e-06,-5.376750709602099,-5.376750709602099,-5.376750709602099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
aax,Li5.25Ba0.25La2.75Ta2O12,8,Li42.0Ba2.0La22.0Ta16.0O96.0,7.41e-06,7.41e-06,1.016e-05,Ia-3d ,230,12.8427,12.8427,12.8427,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,7.41e-06,False,,7.41e-06,7.41e-06,7.41e-06,-5.130181792020672,-5.130181792020672,-5.130181792020672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
o86,Li5.5Ba0.5La2.5Ta2O12,8,Li44.0Ba4.0La20.0Ta16.0O96.0,1.41e-05,1.41e-05,2e-05,Ia-3d ,230,12.8859,12.8859,12.8859,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,1.41e-05,False,,1.41e-05,1.41e-05,1.41e-05,-4.85078088734462,-4.85078088734462,-4.85078088734462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
coi,Li6.25Ba1.25La1.75Ta2O12,8,Li50.0Ba10.0La14.0Ta16.0O96.0,4.99e-05,4.99e-05,7.539e-05,Ia-3d ,230,12.9934,12.9934,12.9934,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,4.99e-05,False,,4.99e-05,4.99e-05,4.99e-05,-4.30189945437661,-4.30189945437661,-4.30189945437661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
3vi,Li6.5Ba1.5La1.5Ta2O12,8,Li52.0Ba12.0La12.0Ta16.0O96.0,3.08e-05,3.08e-05,6.527e-05,Ia-3d ,230,12.9855,12.9855,12.9855,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,3.08e-05,False,,3.08e-05,3.08e-05,3.08e-05,-4.511449283499556,-4.511449283499556,-4.511449283499556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
vwn,Li6.75Ba1.75La1.25Ta2O12,8,Li54.0Ba14.0La10.0Ta16.0O96.0,1.18e-05,1.18e-05,2.21e-05,Ia-3d ,230,12.9813,12.9813,12.9813,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,1.18e-05,False,,1.18e-05,1.18e-05,1.18e-05,-4.928117992693875,-4.928117992693875,-4.928117992693875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
tlp,Li7Ba2LaTa2O12,8,Li56.0Ba16.0La8.0Ta16.0O96.0,2.85e-06,2.85e-06,4.5e-06,Ia-3d ,230,12.9646,12.9646,12.9646,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,2.85e-06,False,,2.85e-06,2.85e-06,2.85e-06,-5.54515513999149,-5.54515513999149,-5.54515513999149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
d6f,Li7La3Zr1.89Al0.15O12,8,Li56.0La24.0Zr15.12Al1.2O96.0,0.00034,,,Ia-3d ,230,13.0,13.0,13.0,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.049,1,D2 - 202; D1 - 770,not available,,,,,,,202.0,639.0,train,0.00034,False,,0.00034,0.00034,0.00034,-3.4685210829577446,-3.4685210829577446,-3.4685210829577446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
dvs,Li7.06La3Y0.06Zr1.94O12,8,Li56.48La24.0Y0.48Zr15.52O96.0,0.00081,0.00081,0.000956,Ia-3d ,230,12.9672,12.9672,12.9672,90.0,90.0,90.0,garnet,10.1016/j.elecom.2011.08.014,1,D2 - 203; D1 - 20,not available,,,,,,,203.0,,train,0.00081,False,,0.00081,0.00081,0.00081,-3.0915149811213505,-3.0915149811213505,-3.0915149811213505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
3o4,Li6.25La3Zr2Ga0.25O12,8,Li50.0La24.0Zr16.0Ga2.0O96.0,0.00035,,,Ia-3d ,230,12.971,12.971,12.971,90.0,90.0,90.0,garnet,10.1016/j.matchemphys.2012.03.054,1,D2 - 204; D1 - 777,not available,,,,,,,204.0,646.0,train,0.00035,False,,0.00035,0.00035,0.00035,-3.4559319556497243,-3.4559319556497243,-3.4559319556497243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
kji,Li6.4La3Zr1.4Ta0.6O12,8,Li51.2La24.0Zr11.2Ta4.8O96.0,0.001,,,Ia-3d ,230,12.922,12.922,12.922,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,1,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22958.0,205.0,,train,0.001,False,,0.001,0.001,0.001,-3.0,-3.0,-3.0,garnet,Li6.4La3Zr1.4Ta0.6O12,"{""La"": 3.0, ""Li"": 6.4, ""O"": 12.0, ""Ta"": 0.6, ""Zr"": 1.4}",/content/obelix_composition_audit/combined_option_a_spectra/train/kji/kji_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kji/relaxed_kji.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kji/ordered_adaptive_kji.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,WARN_SHORT_DISTANCE,pymatgen_structure,Li51 La24 Zr11 Ta5 O96,Li51La24Zr11Ta5O96,187.0,2208.891401223096,11.812253482476448,5.361397837243588,0.8030992953935595,WARN_SHORT_DISTANCE,True,0.0,0.0,0.0,0.0,PASS_INTEGERIZED_COMPOSITION,8.0,8.0,8.0,8.0,0.0,La;Zr;O,0.0416666666666667,0.0416666666666667,0.2000000000000028,0.2000000000000001,0.0,0.0,0.0017825311942959,51.2,51.0,-0.2000000000000028,0.2000000000000028,-0.00390625,,,"{""La"": 24.0, ""Li"": 51.2, ""O"": 96.0, ""Ta"": 4.8, ""Zr"": 11.2}","{""La"": 24.0, ""Li"": 51.0, ""O"": 96.0, ""Ta"": 5.0, ""Zr"": 11.0}","{""La"": 0.0, ""Li"": -0.2, ""O"": 0.0, ""Ta"": 0.2, ""Zr"": -0.2}","{""La"": 0.0, ""Li"": 0.2, ""O"": 0.0, ""Ta"": 0.2, ""Zr"": 0.2}","{""La"": 0.0, ""Li"": 0.00390625, ""O"": 0.0, ""Ta"": 0.04166667, ""Zr"": 0.01785714}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}",error,Composition Li51 La24 Zr11 Ta5 O96 cannot accommodate max_sites setting!,pymatgen_structure,Li51 La24 Zr11 Ta5 O96,Li51La24Zr11Ta5O96,"{""La"": 24.0, ""Li"": 51.0, ""O"": 96.0, ""Ta"": 5.0, ""Zr"": 11.0}",True,0.0,0.0,0.0,PASS_INTEGERIZED_COMPOSITION,-0.00390625,201.0,-51.73200978966524,570.1193217778005,3.109256657837328,3.109256657837477,32.0,603.3719762034634,171.60261001296664,True,True,True,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kji,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kji/Lithium_PDOS_kji.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kji/Total_DOS_kji.csv,980.0,True,True,False,False,False,audit:PASS_INTEGERIZED_COMPOSITION/WARN_SHORT_DISTANCE
gdr,Li6.2La3Zr1.2Ta0.8O12,8,Li49.6La24.0Zr9.6Ta6.4O96.0,0.00032,,,Ia-3d ,230,12.908,12.908,12.908,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,1,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22959.0,205.0,671.0,train,0.00032,False,,0.00032,0.00032,0.00032,-3.494850021680094,-3.494850021680094,-3.494850021680094,garnet,Li6.2La3Zr1.2Ta0.8O12,"{""La"": 3.0, ""Li"": 6.2, ""O"": 12.0, ""Ta"": 0.8, ""Zr"": 1.2}",/content/obelix_composition_audit/combined_option_a_spectra/train/gdr/gdr_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr/relaxed_gdr.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr/ordered_adaptive_gdr.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,WARN_SHORT_DISTANCE,pymatgen_structure,Li50 La24 Zr10 Ta6 O96,Li25La12Zr5Ta3O48,186.0,2200.0595236155477,11.828277008685738,5.4454025716600025,0.8056896600123183,WARN_SHORT_DISTANCE,True,0.0,0.0,0.0,0.0,PASS_INTEGERIZED_COMPOSITION,8.0,8.0,8.0,8.0,0.0,La;Zr;O,0.0625,0.0625,0.4000000000000003,0.4000000000000003,0.0,0.0,0.003615127919911,49.6,50.0,0.3999999999999986,0.3999999999999986,0.0080645161290322,,,"{""La"": 24.0, ""Li"": 49.6, ""O"": 96.0, ""Ta"": 6.4, ""Zr"": 9.6}","{""La"": 24.0, ""Li"": 50.0, ""O"": 96.0, ""Ta"": 6.0, ""Zr"": 10.0}","{""La"": 0.0, ""Li"": 0.4, ""O"": 0.0, ""Ta"": -0.4, ""Zr"": 0.4}","{""La"": 0.0, ""Li"": 0.4, ""O"": 0.0, ""Ta"": 0.4, ""Zr"": 0.4}","{""La"": 0.0, ""Li"": 0.00806452, ""O"": 0.0, ""Ta"": 0.0625, ""Zr"": 0.04166667}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}",neutral_assignment_found,"{""La"": 3.0, ""Li"": 1.0, ""O"": -2.0, ""Ta"": 5.0, ""Zr"": 4.0}",pymatgen_structure,Li50 La24 Zr10 Ta6 O96,Li25La12Zr5Ta3O48,"{""La"": 24.0, ""Li"": 50.0, ""O"": 96.0, ""Ta"": 6.0, ""Zr"": 10.0}",True,0.0,0.0,0.0,PASS_INTEGERIZED_COMPOSITION,0.0080645161290322,201.0,-52.393302021048434,577.4462059951895,3.1491975400811896,3.149197540081275,32.0,576.5103425073821,159.96267793732736,True,True,True,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr/Lithium_PDOS_gdr.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr/Total_DOS_gdr.csv,980.0,True,True,False,False,False,audit:PASS_INTEGERIZED_COMPOSITION/WARN_SHORT_DISTANCE
v1q,Li6.8La3Zr1.8Ta0.2O12,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00073,0.00073,0.00078,Ia-3d ,230,12.978,12.978,12.978,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.00073,False,,0.00073,0.00073,0.00073,-3.136677139879544,-3.136677139879544,-3.136677139879544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
4vd,Li6.75La3Zr1.75Ta0.25O12,8,Li54.0La24.0Zr14.0Ta2.0O96.0,0.00063,0.00063,0.00087,Ia-3d ,230,12.9801,12.9801,12.9801,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,,,,,duplicate with line 512,,,,,685.0,train,0.00063,False,,0.00063,0.00063,0.00063,-3.2006594505464183,-3.2006594505464183,-3.2006594505464183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
