split,ID,source_folder,filtered_folder,source_li_file,source_total_file,filtered_li_file,filtered_total_file,li_staging_method,total_staging_method,auxiliary_file_count,auxiliary_staging_methods,status
test,p81,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/p81,/content/obelix_audit_filtered_spectra/Test_cif/p81,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/p81/Lithium_PDOS_p81.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/p81/Total_DOS_p81.csv,/content/obelix_audit_filtered_spectra/Test_cif/p81/Lithium_PDOS_p81.csv,/content/obelix_audit_filtered_spectra/Test_cif/p81/Total_DOS_p81.csv,copy2,copy2,2,copy2,ok
test,ro9,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ro9,/content/obelix_audit_filtered_spectra/Test_cif/ro9,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ro9/Lithium_PDOS_ro9.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ro9/Total_DOS_ro9.csv,/content/obelix_audit_filtered_spectra/Test_cif/ro9/Lithium_PDOS_ro9.csv,/content/obelix_audit_filtered_spectra/Test_cif/ro9/Total_DOS_ro9.csv,copy2,copy2,2,copy2,ok
test,s2v,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/s2v,/content/obelix_audit_filtered_spectra/Test_cif/s2v,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/s2v/Lithium_PDOS_s2v.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/s2v/Total_DOS_s2v.csv,/content/obelix_audit_filtered_spectra/Test_cif/s2v/Lithium_PDOS_s2v.csv,/content/obelix_audit_filtered_spectra/Test_cif/s2v/Total_DOS_s2v.csv,copy2,copy2,2,copy2,ok
test,um1,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/um1,/content/obelix_audit_filtered_spectra/Test_cif/um1,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/um1/Lithium_PDOS_um1.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/um1/Total_DOS_um1.csv,/content/obelix_audit_filtered_spectra/Test_cif/um1/Lithium_PDOS_um1.csv,/content/obelix_audit_filtered_spectra/Test_cif/um1/Total_DOS_um1.csv,copy2,copy2,2,copy2,ok
test,ux3,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ux3,/content/obelix_audit_filtered_spectra/Test_cif/ux3,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ux3/Lithium_PDOS_ux3.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ux3/Total_DOS_ux3.csv,/content/obelix_audit_filtered_spectra/Test_cif/ux3/Lithium_PDOS_ux3.csv,/content/obelix_audit_filtered_spectra/Test_cif/ux3/Total_DOS_ux3.csv,copy2,copy2,2,copy2,ok
test,vwy,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vwy,/content/obelix_audit_filtered_spectra/Test_cif/vwy,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vwy/Lithium_PDOS_vwy.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vwy/Total_DOS_vwy.csv,/content/obelix_audit_filtered_spectra/Test_cif/vwy/Lithium_PDOS_vwy.csv,/content/obelix_audit_filtered_spectra/Test_cif/vwy/Total_DOS_vwy.csv,copy2,copy2,2,copy2,ok
test,wa3,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/wa3,/content/obelix_audit_filtered_spectra/Test_cif/wa3,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/wa3/Lithium_PDOS_wa3.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/wa3/Total_DOS_wa3.csv,/content/obelix_audit_filtered_spectra/Test_cif/wa3/Lithium_PDOS_wa3.csv,/content/obelix_audit_filtered_spectra/Test_cif/wa3/Total_DOS_wa3.csv,copy2,copy2,2,copy2,ok
test,wgw,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/wgw,/content/obelix_audit_filtered_spectra/Test_cif/wgw,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/wgw/Lithium_PDOS_wgw.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/wgw/Total_DOS_wgw.csv,/content/obelix_audit_filtered_spectra/Test_cif/wgw/Lithium_PDOS_wgw.csv,/content/obelix_audit_filtered_spectra/Test_cif/wgw/Total_DOS_wgw.csv,copy2,copy2,2,copy2,ok
test,xq3,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/xq3,/content/obelix_audit_filtered_spectra/Test_cif/xq3,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/xq3/Lithium_PDOS_xq3.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/xq3/Total_DOS_xq3.csv,/content/obelix_audit_filtered_spectra/Test_cif/xq3/Lithium_PDOS_xq3.csv,/content/obelix_audit_filtered_spectra/Test_cif/xq3/Total_DOS_xq3.csv,copy2,copy2,2,copy2,ok
test,zs0,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/zs0,/content/obelix_audit_filtered_spectra/Test_cif/zs0,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/zs0/Lithium_PDOS_zs0.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/zs0/Total_DOS_zs0.csv,/content/obelix_audit_filtered_spectra/Test_cif/zs0/Lithium_PDOS_zs0.csv,/content/obelix_audit_filtered_spectra/Test_cif/zs0/Total_DOS_zs0.csv,copy2,copy2,2,copy2,ok
test,zv5,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/zv5,/content/obelix_audit_filtered_spectra/Test_cif/zv5,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/zv5/Lithium_PDOS_zv5.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/zv5/Total_DOS_zv5.csv,/content/obelix_audit_filtered_spectra/Test_cif/zv5/Lithium_PDOS_zv5.csv,/content/obelix_audit_filtered_spectra/Test_cif/zv5/Total_DOS_zv5.csv,copy2,copy2,2,copy2,ok
train,00x,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/00x,/content/obelix_audit_filtered_spectra/Train_cif/00x,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/00x/Lithium_PDOS_00x.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/00x/Total_DOS_00x.csv,/content/obelix_audit_filtered_spectra/Train_cif/00x/Lithium_PDOS_00x.csv,/content/obelix_audit_filtered_spectra/Train_cif/00x/Total_DOS_00x.csv,copy2,copy2,2,copy2,ok
train,019,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/019,/content/obelix_audit_filtered_spectra/Train_cif/019,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/019/Lithium_PDOS_019.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/019/Total_DOS_019.csv,/content/obelix_audit_filtered_spectra/Train_cif/019/Lithium_PDOS_019.csv,/content/obelix_audit_filtered_spectra/Train_cif/019/Total_DOS_019.csv,copy2,copy2,2,copy2,ok
train,09w,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/09w,/content/obelix_audit_filtered_spectra/Train_cif/09w,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/09w/Lithium_PDOS_09w.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/09w/Total_DOS_09w.csv,/content/obelix_audit_filtered_spectra/Train_cif/09w/Lithium_PDOS_09w.csv,/content/obelix_audit_filtered_spectra/Train_cif/09w/Total_DOS_09w.csv,copy2,copy2,2,copy2,ok
train,0fh,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0fh,/content/obelix_audit_filtered_spectra/Train_cif/0fh,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0fh/Lithium_PDOS_0fh.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0fh/Total_DOS_0fh.csv,/content/obelix_audit_filtered_spectra/Train_cif/0fh/Lithium_PDOS_0fh.csv,/content/obelix_audit_filtered_spectra/Train_cif/0fh/Total_DOS_0fh.csv,copy2,copy2,2,copy2,ok
train,0iv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0iv,/content/obelix_audit_filtered_spectra/Train_cif/0iv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0iv/Lithium_PDOS_0iv.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0iv/Total_DOS_0iv.csv,/content/obelix_audit_filtered_spectra/Train_cif/0iv/Lithium_PDOS_0iv.csv,/content/obelix_audit_filtered_spectra/Train_cif/0iv/Total_DOS_0iv.csv,copy2,copy2,2,copy2,ok
train,10s,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/10s,/content/obelix_audit_filtered_spectra/Train_cif/10s,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/10s/Lithium_PDOS_10s.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/10s/Total_DOS_10s.csv,/content/obelix_audit_filtered_spectra/Train_cif/10s/Lithium_PDOS_10s.csv,/content/obelix_audit_filtered_spectra/Train_cif/10s/Total_DOS_10s.csv,copy2,copy2,2,copy2,ok
train,11b,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/11b,/content/obelix_audit_filtered_spectra/Train_cif/11b,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/11b/Lithium_PDOS_11b.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/11b/Total_DOS_11b.csv,/content/obelix_audit_filtered_spectra/Train_cif/11b/Lithium_PDOS_11b.csv,/content/obelix_audit_filtered_spectra/Train_cif/11b/Total_DOS_11b.csv,copy2,copy2,2,copy2,ok
train,122,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/122,/content/obelix_audit_filtered_spectra/Train_cif/122,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/122/Lithium_PDOS_122.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/122/Total_DOS_122.csv,/content/obelix_audit_filtered_spectra/Train_cif/122/Lithium_PDOS_122.csv,/content/obelix_audit_filtered_spectra/Train_cif/122/Total_DOS_122.csv,copy2,copy2,2,copy2,ok
train,13q,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/13q,/content/obelix_audit_filtered_spectra/Train_cif/13q,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/13q/Lithium_PDOS_13q.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/13q/Total_DOS_13q.csv,/content/obelix_audit_filtered_spectra/Train_cif/13q/Lithium_PDOS_13q.csv,/content/obelix_audit_filtered_spectra/Train_cif/13q/Total_DOS_13q.csv,copy2,copy2,2,copy2,ok
train,1dm,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1dm,/content/obelix_audit_filtered_spectra/Train_cif/1dm,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1dm/Lithium_PDOS_1dm.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1dm/Total_DOS_1dm.csv,/content/obelix_audit_filtered_spectra/Train_cif/1dm/Lithium_PDOS_1dm.csv,/content/obelix_audit_filtered_spectra/Train_cif/1dm/Total_DOS_1dm.csv,copy2,copy2,2,copy2,ok
train,1e9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1e9,/content/obelix_audit_filtered_spectra/Train_cif/1e9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1e9/Lithium_PDOS_1e9.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1e9/Total_DOS_1e9.csv,/content/obelix_audit_filtered_spectra/Train_cif/1e9/Lithium_PDOS_1e9.csv,/content/obelix_audit_filtered_spectra/Train_cif/1e9/Total_DOS_1e9.csv,copy2,copy2,2,copy2,ok
train,1kq,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1kq,/content/obelix_audit_filtered_spectra/Train_cif/1kq,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1kq/Lithium_PDOS_1kq.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1kq/Total_DOS_1kq.csv,/content/obelix_audit_filtered_spectra/Train_cif/1kq/Lithium_PDOS_1kq.csv,/content/obelix_audit_filtered_spectra/Train_cif/1kq/Total_DOS_1kq.csv,copy2,copy2,2,copy2,ok
train,1m8,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1m8,/content/obelix_audit_filtered_spectra/Train_cif/1m8,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1m8/Lithium_PDOS_1m8.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1m8/Total_DOS_1m8.csv,/content/obelix_audit_filtered_spectra/Train_cif/1m8/Lithium_PDOS_1m8.csv,/content/obelix_audit_filtered_spectra/Train_cif/1m8/Total_DOS_1m8.csv,copy2,copy2,2,copy2,ok
train,1xf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xf,/content/obelix_audit_filtered_spectra/Train_cif/1xf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xf/Lithium_PDOS_1xf.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xf/Total_DOS_1xf.csv,/content/obelix_audit_filtered_spectra/Train_cif/1xf/Lithium_PDOS_1xf.csv,/content/obelix_audit_filtered_spectra/Train_cif/1xf/Total_DOS_1xf.csv,copy2,copy2,2,copy2,ok
train,1xt,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xt,/content/obelix_audit_filtered_spectra/Train_cif/1xt,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xt/Lithium_PDOS_1xt.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xt/Total_DOS_1xt.csv,/content/obelix_audit_filtered_spectra/Train_cif/1xt/Lithium_PDOS_1xt.csv,/content/obelix_audit_filtered_spectra/Train_cif/1xt/Total_DOS_1xt.csv,copy2,copy2,2,copy2,ok
train,20k,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/20k,/content/obelix_audit_filtered_spectra/Train_cif/20k,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/20k/Lithium_PDOS_20k.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/20k/Total_DOS_20k.csv,/content/obelix_audit_filtered_spectra/Train_cif/20k/Lithium_PDOS_20k.csv,/content/obelix_audit_filtered_spectra/Train_cif/20k/Total_DOS_20k.csv,copy2,copy2,2,copy2,ok
train,240,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/240,/content/obelix_audit_filtered_spectra/Train_cif/240,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/240/Lithium_PDOS_240.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/240/Total_DOS_240.csv,/content/obelix_audit_filtered_spectra/Train_cif/240/Lithium_PDOS_240.csv,/content/obelix_audit_filtered_spectra/Train_cif/240/Total_DOS_240.csv,copy2,copy2,2,copy2,ok
train,2t8,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2t8,/content/obelix_audit_filtered_spectra/Train_cif/2t8,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2t8/Lithium_PDOS_2t8.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2t8/Total_DOS_2t8.csv,/content/obelix_audit_filtered_spectra/Train_cif/2t8/Lithium_PDOS_2t8.csv,/content/obelix_audit_filtered_spectra/Train_cif/2t8/Total_DOS_2t8.csv,copy2,copy2,2,copy2,ok
train,2wb,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb,/content/obelix_audit_filtered_spectra/Train_cif/2wb,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb/Lithium_PDOS_2wb.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb/Total_DOS_2wb.csv,/content/obelix_audit_filtered_spectra/Train_cif/2wb/Lithium_PDOS_2wb.csv,/content/obelix_audit_filtered_spectra/Train_cif/2wb/Total_DOS_2wb.csv,copy2,copy2,2,copy2,ok
train,3nb,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3nb,/content/obelix_audit_filtered_spectra/Train_cif/3nb,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3nb/Lithium_PDOS_3nb.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3nb/Total_DOS_3nb.csv,/content/obelix_audit_filtered_spectra/Train_cif/3nb/Lithium_PDOS_3nb.csv,/content/obelix_audit_filtered_spectra/Train_cif/3nb/Total_DOS_3nb.csv,copy2,copy2,2,copy2,ok
train,3rx,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3rx,/content/obelix_audit_filtered_spectra/Train_cif/3rx,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3rx/Lithium_PDOS_3rx.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3rx/Total_DOS_3rx.csv,/content/obelix_audit_filtered_spectra/Train_cif/3rx/Lithium_PDOS_3rx.csv,/content/obelix_audit_filtered_spectra/Train_cif/3rx/Total_DOS_3rx.csv,copy2,copy2,2,copy2,ok
train,3uq,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq,/content/obelix_audit_filtered_spectra/Train_cif/3uq,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq/Lithium_PDOS_3uq.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq/Total_DOS_3uq.csv,/content/obelix_audit_filtered_spectra/Train_cif/3uq/Lithium_PDOS_3uq.csv,/content/obelix_audit_filtered_spectra/Train_cif/3uq/Total_DOS_3uq.csv,copy2,copy2,2,copy2,ok
train,3zo,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo,/content/obelix_audit_filtered_spectra/Train_cif/3zo,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo/Lithium_PDOS_3zo.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo/Total_DOS_3zo.csv,/content/obelix_audit_filtered_spectra/Train_cif/3zo/Lithium_PDOS_3zo.csv,/content/obelix_audit_filtered_spectra/Train_cif/3zo/Total_DOS_3zo.csv,copy2,copy2,2,copy2,ok
train,419,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419,/content/obelix_audit_filtered_spectra/Train_cif/419,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419/Lithium_PDOS_419.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419/Total_DOS_419.csv,/content/obelix_audit_filtered_spectra/Train_cif/419/Lithium_PDOS_419.csv,/content/obelix_audit_filtered_spectra/Train_cif/419/Total_DOS_419.csv,copy2,copy2,2,copy2,ok
train,472,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/472,/content/obelix_audit_filtered_spectra/Train_cif/472,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/472/Lithium_PDOS_472.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/472/Total_DOS_472.csv,/content/obelix_audit_filtered_spectra/Train_cif/472/Lithium_PDOS_472.csv,/content/obelix_audit_filtered_spectra/Train_cif/472/Total_DOS_472.csv,copy2,copy2,2,copy2,ok
train,47i,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/47i,/content/obelix_audit_filtered_spectra/Train_cif/47i,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/47i/Lithium_PDOS_47i.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/47i/Total_DOS_47i.csv,/content/obelix_audit_filtered_spectra/Train_cif/47i/Lithium_PDOS_47i.csv,/content/obelix_audit_filtered_spectra/Train_cif/47i/Total_DOS_47i.csv,copy2,copy2,2,copy2,ok
