split,ID,family,intended_formula_OBELiX,production_formula,audit_status,priority_rank,reasons,Li_relative_error,composition_total_variation_error,median_native_spacing_THz,max_plotted_frequency_THz,true_min_eigenfrequency_THz,production_structure_file,spectrum_file
test,9o6,garnet,Li6.5La3Zr1.75Mo0.25O12,Li47 La24 Zr14 Mo2 O96,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.09615384615384616,0.019765143587954934,0.1335447502481344,24.58198214652525,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/9o6/relaxed_9o6.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/9o6/9o6_combined_Total_DOS_Li_PDOS.csv
test,l2w,thio-phosphate,Li3.333Mg0.333P2S6,Li3 Mg1 P2 S6,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.09990999099909996,0.05478884507686154,0.09832515841967293,18.222648085101746,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/l2w/relaxed_l2w.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/l2w/l2w_combined_Total_DOS_Li_PDOS.csv
test,me3,Lanthanumlithiumoxide,(La0.9Sr0.1)LiO2,Sr1 Li4 La4 O8,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,0.0,0.044117647058823525,0.10436505523332075,19.01292209658781,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/me3/relaxed_me3.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/me3/me3_combined_Total_DOS_Li_PDOS.csv
test,xq3,perovskites,Li4Sr3Nb5.77Fe0.23O19.77,Sr3 Li4 Nb6 Fe1 O20,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,0.0,0.02278805937999249,0.18064355266926668,30.85773214029703,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/xq3/relaxed_xq3.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/xq3/xq3_combined_Total_DOS_Li_PDOS.csv
test,zs0,Lanthanumlithiumoxide,La(Li0.76Mg0.08)O2,Li3 La4 Mg1 O8,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.013157894736842117,0.0416666666666667,0.09756869864894746,18.01759915683664,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/zs0/relaxed_zs0.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/zs0/zs0_combined_Total_DOS_Li_PDOS.csv
train,09w,argyrodites,Li6.05P0.95Si0.05S5Br,Li24 Si1 P4 S20 Br4,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.008264462809917326,0.01771127015108798,0.10416607651632148,19.174082619583466,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/09w/relaxed_09w.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/09w/09w_combined_Total_DOS_Li_PDOS.csv
train,1dm,NASICON,Li1.6Al0.6Ge1.4(PO4)3,Li9 Al3 Ge9 P18 O72,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.06250000000000014,0.010171461784365059,0.22544587256769955,41.44949289909506,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1dm/relaxed_1dm.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/1dm/1dm_combined_Total_DOS_Li_PDOS.csv
train,3uq,NASICON,Li1.3Al0.3Ge1.7(PO4)3,Li7 Al1 Ge11 P18 O72,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.10256410256410264,0.014037198576226994,0.21975527664680697,40.429414028383135,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq/relaxed_3uq.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/3uq/3uq_combined_Total_DOS_Li_PDOS.csv
train,7e5,perovskites,La0.65Li0.05(Mg0.5W0.5)O3,Li1 La3 Mg2 W2 O12,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,4.0,0.051063829787234005,0.14710872647938578,25.348956652891584,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5/relaxed_7e5.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/7e5/7e5_combined_Total_DOS_Li_PDOS.csv
train,7tu,LGPS,Li10.2(Sn0.2Si0.8)1.2P1.8S12,Li20 Si2 Sn1 P4 S24,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.019607843137254832,0.018207282913165285,0.10453381879698664,19.22643392857108,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7tu/relaxed_7tu.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/7tu/7tu_combined_Total_DOS_Li_PDOS.csv
train,97b,oxides,Li0.9Sc0.9Zr0.1O2,Li4 Zr1 Sc4 O8,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,0.11111111111111108,0.04223227752639519,0.14104155018643816,24.43695157218363,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/97b/relaxed_97b.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/97b/97b_combined_Total_DOS_Li_PDOS.csv
train,9rc,LGPS,Li10(Ge0.776Sn0.224)P2S12,Li20 Sn1 Ge2 P4 S24,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,0.0,0.018823529411764715,0.104505762781546,19.219183266880307,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9rc/relaxed_9rc.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/9rc/9rc_combined_Total_DOS_Li_PDOS.csv
train,a8v,argyrodites,Li6.025P0.975Si0.025S5Br,Li24 Si1 P4 S20 Br4,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.004149377593361055,0.017564190779705197,0.10439653347679112,19.209615013129746,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/a8v/relaxed_a8v.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/a8v/a8v_combined_Total_DOS_Li_PDOS.csv
train,bnh,argyrodites,Li6.1P0.95Si0.1S5Br,Li24 Si1 P4 S20 Br4,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.01639344262295076,0.014491713896262241,0.1043962894654431,19.20961622969837,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/bnh/relaxed_bnh.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/bnh/bnh_combined_Total_DOS_Li_PDOS.csv
train,dlj,argyrodites,Li6P(S4Se)Br,Li24 P4 Se4 S15 Br4,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,0.0,0.013574660633484142,0.10358861622649407,19.062210809115022,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dlj/relaxed_dlj.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/dlj/dlj_combined_Total_DOS_Li_PDOS.csv
train,dmq,sulfides,Li3AlS3,Li24 Al7 S23,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,0.0,0.015873015873015858,0.6964990925529939,122.51238017132069,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dmq/relaxed_dmq.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/dmq/dmq_combined_Total_DOS_Li_PDOS.csv
train,e81,pyrochlore,Li1.1SrTa1.9Zr0.1O6F,Sr8 Li8 Zr1 Ta15 O48 F8,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.09090909090909098,0.008906633906633876,0.1626283778926183,29.55438078277207,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/e81/relaxed_e81.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/e81/e81_combined_Total_DOS_Li_PDOS.csv
train,pwr,LISICON,Li7.22Si1.5P0.5O8,Li7 Si2 P1 O8,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.03047091412742379,0.0505226480836237,0.18270970539546916,32.99046363657917,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pwr/relaxed_pwr.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/pwr/pwr_combined_Total_DOS_Li_PDOS.csv
train,x2v,argyrodites,Li6.075P0.925Si0.075S5Br,Li24 Si1 P4 S20 Br4,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.012345679012345708,0.017857787077455858,0.10462090932638546,19.180499762052367,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/x2v/relaxed_x2v.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/x2v/x2v_combined_Total_DOS_Li_PDOS.csv
train,ysm,pyrochlore,Li1.1SrNb1.9Zr0.1O6F,Sr8 Li8 Zr1 Nb15 O48 F8,WARN_INTEGERIZATION_APPROXIMATION,7,WARN_INTEGERIZATION_APPROXIMATION;MISSING_EIGEN_FREQUENCIES,-0.09090909090909098,0.008906633906633876,0.1691400084262126,31.00900142746794,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ysm/relaxed_ysm.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/ysm/ysm_combined_Total_DOS_Li_PDOS.csv
test,dvb,garnet,Li5.2La3Nb1.9Y0.1O12,Li42 La24 Y1 Nb15 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.009615384615384581,0.0028342949691264447,0.12992955764306657,23.909903764283136,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/dvb/relaxed_dvb.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/dvb/dvb_combined_Total_DOS_Li_PDOS.csv
test,l6h,garnet,Li49.6Al1.6La24Zr14.4Ta1.6O96,Li51 La24 Zr14 Ta2 Al2 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.028225806451612875,0.008954008954009007,0.12876604922330337,23.707930678293764,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/l6h/relaxed_l6h.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/l6h/l6h_combined_Total_DOS_Li_PDOS.csv
test,mtr,garnet,Fe0.16La2.95Li5.68Zr2O12,Li45 La24 Zr16 Fe1 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.009683098591549246,0.003505489683637981,0.12341750018606934,22.727095605768884,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/mtr/relaxed_mtr.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/mtr/mtr_combined_Total_DOS_Li_PDOS.csv
test,ob9,thio-phosphate,Li2.667Mg0.667P2S6,Li3 Mg1 P2 S6,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.12485939257592808,0.039174166225516165,0.09832616638450986,18.22256596992619,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ob9/relaxed_ob9.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/ob9/ob9_combined_Total_DOS_Li_PDOS.csv
test,s2v,garnet,Fe0.19La2.95Li5.57Zr2O12,Li45 La24 Zr16 Fe2 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.009874326750448782,0.004446658148717571,0.1254179880703492,23.09312394670072,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/s2v/relaxed_s2v.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/s2v/s2v_combined_Total_DOS_Li_PDOS.csv
test,ux3,silicates,Li0.284Sm4.512Si3O12.91,Li1 Sm9 Si6 O26,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.7605633802816903,0.010093692649473577,0.1783763884134082,32.76935696377703,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ux3/relaxed_ux3.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/ux3/ux3_combined_Total_DOS_Li_PDOS.csv
test,vwy,perovskites,La0.56Li0.33TiO3,Li1 La1 Ti2 O6,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.515151515151515,0.0325153374233129,0.16725148817003443,30.0652541440866,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vwy/relaxed_vwy.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/vwy/vwy_combined_Total_DOS_Li_PDOS.csv
test,wa3,garnet,Li51.2Al1.6La24Zr16O96,Li51 La24 Zr16 Al2 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.0039062500000000555,0.002107434310824152,0.13603714414817736,25.0402839583009,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/wa3/relaxed_wa3.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/wa3/wa3_combined_Total_DOS_Li_PDOS.csv
train,0fh,NASICON,Li1.2Al0.2Ge1.8(PO4)3,Li7 Al1 Ge11 P18 O72,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.027777777777777683,0.0035285815102329065,0.22569745747043157,41.474940411601935,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0fh/relaxed_0fh.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/0fh/0fh_combined_Total_DOS_Li_PDOS.csv
train,10s,argyrodites,Li6.35P0.65Si0.35S5Br,Li25 Si1 P3 S20 Br4,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.015748031496062936,0.011306621440180898,0.10453845097877323,19.240220966822413,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/10s/relaxed_10s.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/10s/10s_combined_Total_DOS_Li_PDOS.csv
train,1kq,argyrodites,Li6P(S4.3Se0.7)Br,Li24 P4 Se3 S17 Br4,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0,0.003846153846153843,0.1029390886465904,18.95009432079304,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1kq/relaxed_1kq.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/1kq/1kq_combined_Total_DOS_Li_PDOS.csv
train,1m8,argyrodites,Li6.8P0.2Ge0.8S5I,Li27 Ge3 P1 S20 I4,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.007352941176470562,0.005270092226613955,0.10150274215423358,18.686433456774928,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1m8/relaxed_1m8.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/1m8/1m8_combined_Total_DOS_Li_PDOS.csv
train,2wb,garnet,Li6.6La3Zr1.6Ta0.4O12,Li53 La24 Zr13 Ta3 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0037878787878788418,0.0017487220877051447,0.13569516675251592,24.97560144830577,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb/relaxed_2wb.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/2wb/2wb_combined_Total_DOS_Li_PDOS.csv
train,3zo,argyrodites,Li6.225P0.775Si0.225S5Br,Li25 Si1 P3 S20 Br4,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.004016064257028169,0.00285337232942183,0.10446380413239709,19.229348104767247,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo/relaxed_3zo.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/3zo/3zo_combined_Total_DOS_Li_PDOS.csv
train,419,garnet,Li5.3La3Ta1.85Sm0.15O12,Li43 La24 Sm1 Ta15 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.014150943396226448,0.0033945436781321276,0.12969749381225393,23.858129157475226,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419/relaxed_419.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/419/419_combined_Total_DOS_Li_PDOS.csv
train,4ea,NASICON,Li(Ti0.4Sn1.6)(PO4)3,Li6 Ti2 Sn10 P18 O72,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0,0.003703703703703695,0.21592919282618794,39.15794712365138,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea/relaxed_4ea.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/4ea/4ea_combined_Total_DOS_Li_PDOS.csv
train,6du,oxides,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,Li10 Mg1 Ti13 O32,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.014195583596214523,0.0037387277104500276,0.16887825338909312,30.25485799298502,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/relaxed_6du.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/6du/6du_combined_Total_DOS_Li_PDOS.csv
train,6l9,boracites,Li4B7O12Cl,Li33 B56 Cl8 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.03125,0.004317789291882583,0.2473421188841698,45.51309721271285,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/relaxed_6l9.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/6l9/6l9_combined_Total_DOS_Li_PDOS.csv
train,7ek,LISICON,Li3.70Ge0.85W0.15O4,Li15 Ge3 W1 O16,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.013513513513513466,0.014614121510673239,0.14583663261634205,25.628328475194337,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7ek/relaxed_7ek.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/7ek/7ek_combined_Total_DOS_Li_PDOS.csv
train,824,LGPS,Li10.35Ge1.35P1.65S12,Li21 Ge3 P3 S24,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.01449275362318844,0.0090497737556561,0.10486749472605972,19.29106348495809,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/824/relaxed_824.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/824/824_combined_Total_DOS_Li_PDOS.csv
train,8ub,LGPS,Li10.5(Sn0.2Si0.8)1.5P1.5S12,Li21 Si2 Sn1 P3 S24,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0,0.007843137254901964,0.10414785832641726,19.164112049559627,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/8ub/relaxed_8ub.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/8ub/8ub_combined_Total_DOS_Li_PDOS.csv
train,96f,argyrodites,Li6P(S4.4Se0.6)Br,Li24 P4 Se2 S18 Br4,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0,0.007692307692307675,0.10339877008764553,19.027148237736483,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/96f/relaxed_96f.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/96f/96f_combined_Total_DOS_Li_PDOS.csv
train,9ky,NASICON,Li(Ti0.6Sn1.4)(PO4)3,Li6 Ti4 Sn8 P18 O72,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0,0.0037037037037036986,0.21654235061329974,39.12661040381085,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ky/relaxed_9ky.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/9ky/9ky_combined_Total_DOS_Li_PDOS.csv
train,9ph,perovskites,Li0.19La0.67(Ti0.9Co0.1)O3,Li2 La5 Ti7 Co1 O24,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.3157894736842105,0.01725229503007278,0.20148826539764642,29.00330924676576,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ph/relaxed_9ph.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/9ph/9ph_combined_Total_DOS_Li_PDOS.csv
train,9s4,NASICON,Li1.3Al0.3Ti1.7(PO4)3,Li8 Ti10 Al2 P18 O72,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.025641025641025546,0.003477396920019901,0.22241941168904944,39.94096192320587,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9s4/relaxed_9s4.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/9s4/9s4_combined_Total_DOS_Li_PDOS.csv
train,c6e,argyrodites,Li6P(S4.2Se0.8)Br,Li24 P4 Se3 S17 Br4,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0,0.0038461538461538394,0.10333102360499424,19.023650861221352,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/c6e/relaxed_c6e.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/c6e/c6e_combined_Total_DOS_Li_PDOS.csv
train,cju,argyrodites,Li6P(S4.6Se0.4)Br,Li24 P4 Se2 S18 Br4,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.0,0.007692307692307679,0.10344024242719918,19.04334845799562,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cju/relaxed_cju.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/cju/cju_combined_Total_DOS_Li_PDOS.csv
train,dae,garnet,Li6.10La3Ta1.45Sm0.55O12,Li49 La24 Sm4 Ta12 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.004098360655737763,0.0028899028899028543,0.13039561606855354,23.98373433682508,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dae/relaxed_dae.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/dae/dae_combined_Total_DOS_Li_PDOS.csv
train,deu,sulfides,Li4.4Al0.4Ge0.6S4,Li9 Al1 Ge1 S8,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,0.022727272727272645,0.01567749160134378,0.09300132883454815,16.860290735467135,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/deu/relaxed_deu.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/deu/deu_combined_Total_DOS_Li_PDOS.csv
train,e6a,garnet,Li6.7La3Zr1.7Ta0.3O12,Li51 La24 Zr14 Ta2 O96,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.048507462686567186,0.011936189895981423,0.128512285235999,23.66041750107682,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/e6a/relaxed_e6a.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/e6a/e6a_combined_Total_DOS_Li_PDOS.csv
train,gw2,NASICON,Li1.4Al0.4Ge1.6(PO4)3,Li8 Al2 Ge10 P18 O72,PASS_INTEGERIZED_COMPOSITION,98,MISSING_EIGEN_FREQUENCIES,-0.04761904761904746,0.006916996047430809,0.22509648787672365,41.41443299930597,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gw2/relaxed_gw2.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/gw2/gw2_combined_Total_DOS_Li_PDOS.csv
