split_hint,ID,root,root_role,kind,file
train,6l9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/ordered_adaptive_6l9.cif
train,6l9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/relaxed_6l9.cif
train,kgl,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kgl/ordered_adaptive_kgl.cif
train,kgl,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kgl/relaxed_kgl.cif
train,kkn,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kkn/ordered_adaptive_kkn.cif
train,kkn,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kkn/relaxed_kkn.cif
train,h7r,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/h7r/relaxed_h7r.cif
train,h7r,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/h7r/ordered_adaptive_h7r.cif
train,5z0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/ordered_adaptive_5z0.cif
train,5z0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/relaxed_5z0.cif
train,kbo,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kbo/ordered_adaptive_kbo.cif
train,kbo,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kbo/relaxed_kbo.cif
train,lxk,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/lxk/ordered_adaptive_lxk.cif
train,lxk,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/lxk/relaxed_lxk.cif
train,s3h,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/s3h/relaxed_s3h.cif
train,s3h,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/s3h/ordered_adaptive_s3h.cif
train,9zk,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zk/ordered_adaptive_9zk.cif
train,9zk,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zk/relaxed_9zk.cif
train,vj7,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/vj7/ordered_sqs_like_vj7.cif
train,vj7,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/vj7/relaxed_vj7.cif
train,uut,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/uut/ordered_sqs_like_uut.cif
train,uut,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/uut/relaxed_uut.cif
train,hta,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hta/relaxed_hta.cif
train,hta,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hta/ordered_adaptive_hta.cif
train,gkl,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gkl/relaxed_gkl.cif
train,gkl,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gkl/ordered_adaptive_gkl.cif
train,fwz,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fwz/ordered_adaptive_fwz.cif
train,fwz,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fwz/relaxed_fwz.cif
train,kmv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kmv/relaxed_kmv.cif
train,kmv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kmv/ordered_adaptive_kmv.cif
train,ia5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ia5/relaxed_ia5.cif
train,ia5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ia5/ordered_adaptive_ia5.cif
train,gdr,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr/ordered_adaptive_gdr.cif
train,gdr,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr/relaxed_gdr.cif
train,n27,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/n27/ordered_adaptive_n27.cif
train,n27,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/n27/relaxed_n27.cif
train,qy4,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qy4/ordered_adaptive_qy4.cif
train,qy4,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/qy4/relaxed_qy4.cif
train,kbu,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kbu/ordered_adaptive_kbu.cif
train,kbu,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kbu/relaxed_kbu.cif
train,ka6,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ka6/ordered_adaptive_ka6.cif
train,ka6,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ka6/relaxed_ka6.cif
train,an2,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/an2/relaxed_an2.cif
train,an2,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/an2/ordered_adaptive_an2.cif
train,ckw,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/relaxed_ckw.cif
train,ckw,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/ordered_adaptive_ckw.cif
train,h82,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/h82/relaxed_h82.cif
train,h82,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/h82/ordered_adaptive_h82.cif
train,u0c,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u0c/ordered_sqs_like_u0c.cif
train,u0c,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u0c/relaxed_u0c.cif
train,96f,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/96f/relaxed_96f.cif
train,96f,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/96f/ordered_adaptive_96f.cif
train,kko,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kko/relaxed_kko.cif
train,kko,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kko/ordered_adaptive_kko.cif
train,8fn,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/8fn/ordered_adaptive_8fn.cif
train,8fn,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/8fn/relaxed_8fn.cif
train,9wf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9wf/relaxed_9wf.cif
train,9wf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9wf/ordered_adaptive_9wf.cif
train,mfs,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mfs/relaxed_mfs.cif
train,mfs,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mfs/ordered_adaptive_mfs.cif
train,1xf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xf/relaxed_1xf.cif
train,1xf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xf/ordered_adaptive_1xf.cif
train,kop,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kop/ordered_adaptive_kop.cif
train,kop,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kop/relaxed_kop.cif
train,ij5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ij5/ordered_adaptive_ij5.cif
train,ij5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ij5/relaxed_ij5.cif
train,pg8,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pg8/ordered_adaptive_pg8.cif
train,pg8,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/pg8/relaxed_pg8.cif
train,l9v,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/l9v/ordered_adaptive_l9v.cif
train,l9v,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/l9v/relaxed_l9v.cif
train,oi6,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/oi6/relaxed_oi6.cif
train,oi6,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/oi6/ordered_adaptive_oi6.cif
train,5tl,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/relaxed_5tl.cif
train,5tl,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/ordered_adaptive_5tl.cif
train,goi,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/goi/relaxed_goi.cif
train,goi,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/goi/ordered_adaptive_goi.cif
train,4ba,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/ordered_adaptive_4ba.cif
train,4ba,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/relaxed_4ba.cif
train,tbj,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/tbj/relaxed_tbj.cif
train,tbj,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/tbj/ordered_sqs_like_tbj.cif
train,xa0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xa0/ordered_sqs_like_xa0.cif
train,xa0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xa0/relaxed_xa0.cif
train,1xt,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xt/ordered_adaptive_1xt.cif
train,1xt,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xt/relaxed_1xt.cif
train,6du,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/relaxed_6du.cif
train,6du,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/ordered_adaptive_6du.cif
train,6jf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf 2/ordered_sqs_like_6jf.cif
train,6jf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf 2/relaxed_6jf.cif
train,u2y,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u2y/relaxed_u2y.cif
train,u2y,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/u2y/ordered_sqs_like_u2y.cif
train,uwh,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/uwh/ordered_sqs_like_uwh.cif
train,uwh,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/uwh/relaxed_uwh.cif
train,yqu,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yqu/ordered_sqs_like_yqu.cif
train,yqu,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yqu/relaxed_yqu.cif
train,ywe,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ywe/ordered_sqs_like_ywe.cif
train,ywe,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF,production_root,structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ywe/relaxed_ywe.cif
