split,ID,issue,file
train,i12,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/i12/i12_combined_Total_DOS_Li_PDOS.csv
train,ia5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ia5/ia5_combined_Total_DOS_Li_PDOS.csv
train,iiy,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/iiy/iiy_combined_Total_DOS_Li_PDOS.csv
train,ij5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ij5/ij5_combined_Total_DOS_Li_PDOS.csv
train,ik8,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ik8/ik8_combined_Total_DOS_Li_PDOS.csv
train,iqt,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/iqt/iqt_combined_Total_DOS_Li_PDOS.csv
train,ish,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ish/ish_combined_Total_DOS_Li_PDOS.csv
train,ix1,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ix1/ix1_combined_Total_DOS_Li_PDOS.csv
train,j8q,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/j8q/j8q_combined_Total_DOS_Li_PDOS.csv
train,jej,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/jej/jej_combined_Total_DOS_Li_PDOS.csv
train,jkq,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/jkq/jkq_combined_Total_DOS_Li_PDOS.csv
train,jl4,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/jl4/jl4_combined_Total_DOS_Li_PDOS.csv
train,joc,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/joc/joc_combined_Total_DOS_Li_PDOS.csv
train,jqc,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/jqc/jqc_combined_Total_DOS_Li_PDOS.csv
train,k4x,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/k4x/k4x_combined_Total_DOS_Li_PDOS.csv
train,ka6,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ka6/ka6_combined_Total_DOS_Li_PDOS.csv
train,kab,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kab/kab_combined_Total_DOS_Li_PDOS.csv
train,kbo,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kbo/kbo_combined_Total_DOS_Li_PDOS.csv
train,kbq,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kbq/kbq_combined_Total_DOS_Li_PDOS.csv
train,kbu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kbu/kbu_combined_Total_DOS_Li_PDOS.csv
train,kfp,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kfp/kfp_combined_Total_DOS_Li_PDOS.csv
train,kgl,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kgl/kgl_combined_Total_DOS_Li_PDOS.csv
train,kh3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kh3/kh3_combined_Total_DOS_Li_PDOS.csv
train,kji,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kji/kji_combined_Total_DOS_Li_PDOS.csv
train,kkn,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kkn/kkn_combined_Total_DOS_Li_PDOS.csv
train,kko,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kko/kko_combined_Total_DOS_Li_PDOS.csv
train,kmv,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kmv/kmv_combined_Total_DOS_Li_PDOS.csv
train,kop,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/kop/kop_combined_Total_DOS_Li_PDOS.csv
train,l9r,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/l9r/l9r_combined_Total_DOS_Li_PDOS.csv
train,l9v,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/l9v/l9v_combined_Total_DOS_Li_PDOS.csv
train,lap,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/lap/lap_combined_Total_DOS_Li_PDOS.csv
train,ldx,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ldx/ldx_combined_Total_DOS_Li_PDOS.csv
train,lkm,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/lkm/lkm_combined_Total_DOS_Li_PDOS.csv
train,lol,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/lol/lol_combined_Total_DOS_Li_PDOS.csv
train,lpx,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/lpx/lpx_combined_Total_DOS_Li_PDOS.csv
train,lrh,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/lrh/lrh_combined_Total_DOS_Li_PDOS.csv
train,lxk,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/lxk/lxk_combined_Total_DOS_Li_PDOS.csv
train,m0v,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/m0v/m0v_combined_Total_DOS_Li_PDOS.csv
train,mde,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/mde/mde_combined_Total_DOS_Li_PDOS.csv
train,mfs,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/mfs/mfs_combined_Total_DOS_Li_PDOS.csv
train,mg4,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/mg4/mg4_combined_Total_DOS_Li_PDOS.csv
train,mq1,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/mq1/mq1_combined_Total_DOS_Li_PDOS.csv
train,mtn,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/mtn/mtn_combined_Total_DOS_Li_PDOS.csv
train,my9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/my9/my9_combined_Total_DOS_Li_PDOS.csv
train,n27,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/n27/n27_combined_Total_DOS_Li_PDOS.csv
train,ner,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ner/ner_combined_Total_DOS_Li_PDOS.csv
train,nhq,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/nhq/nhq_combined_Total_DOS_Li_PDOS.csv
train,nig,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/nig/nig_combined_Total_DOS_Li_PDOS.csv
train,nip,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/nip/nip_combined_Total_DOS_Li_PDOS.csv
train,nua,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/nua/nua_combined_Total_DOS_Li_PDOS.csv
train,o5q,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/o5q/o5q_combined_Total_DOS_Li_PDOS.csv
train,oi6,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/oi6/oi6_combined_Total_DOS_Li_PDOS.csv
train,opo,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/opo/opo_combined_Total_DOS_Li_PDOS.csv
train,p9u,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/p9u/p9u_combined_Total_DOS_Li_PDOS.csv
train,pa1,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/pa1/pa1_combined_Total_DOS_Li_PDOS.csv
train,pbz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/pbz/pbz_combined_Total_DOS_Li_PDOS.csv
train,pe2,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/pe2/pe2_combined_Total_DOS_Li_PDOS.csv
train,pg8,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/pg8/pg8_combined_Total_DOS_Li_PDOS.csv
train,pql,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/pql/pql_combined_Total_DOS_Li_PDOS.csv
train,pwr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/pwr/pwr_combined_Total_DOS_Li_PDOS.csv
train,qa9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/qa9/qa9_combined_Total_DOS_Li_PDOS.csv
train,qbb,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/qbb/qbb_combined_Total_DOS_Li_PDOS.csv
train,qno,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/qno/qno_combined_Total_DOS_Li_PDOS.csv
train,qy4,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/qy4/qy4_combined_Total_DOS_Li_PDOS.csv
train,r99,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/r99/r99_combined_Total_DOS_Li_PDOS.csv
train,rty,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/rty/rty_combined_Total_DOS_Li_PDOS.csv
train,rwr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/rwr/rwr_combined_Total_DOS_Li_PDOS.csv
train,s3h,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/s3h/s3h_combined_Total_DOS_Li_PDOS.csv
train,sg0,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/sg0/sg0_combined_Total_DOS_Li_PDOS.csv
train,sib,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/sib/sib_combined_Total_DOS_Li_PDOS.csv
train,skm,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/skm/skm_combined_Total_DOS_Li_PDOS.csv
train,sqm,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/sqm/sqm_combined_Total_DOS_Li_PDOS.csv
train,t0h,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/t0h/t0h_combined_Total_DOS_Li_PDOS.csv
train,t2c,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/t2c/t2c_combined_Total_DOS_Li_PDOS.csv
train,tbj,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/tbj/tbj_combined_Total_DOS_Li_PDOS.csv
train,tjh,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/tjh/tjh_combined_Total_DOS_Li_PDOS.csv
train,tka,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/tka/tka_combined_Total_DOS_Li_PDOS.csv
train,tvf,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/tvf/tvf_combined_Total_DOS_Li_PDOS.csv
train,tws,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/tws/tws_combined_Total_DOS_Li_PDOS.csv
train,u0c,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/u0c/u0c_combined_Total_DOS_Li_PDOS.csv
train,u2y,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/u2y/u2y_combined_Total_DOS_Li_PDOS.csv
train,u8r,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/u8r/u8r_combined_Total_DOS_Li_PDOS.csv
train,uaz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uaz/uaz_combined_Total_DOS_Li_PDOS.csv
train,ueu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ueu/ueu_combined_Total_DOS_Li_PDOS.csv
train,uex,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uex/uex_combined_Total_DOS_Li_PDOS.csv
train,ui6,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ui6/ui6_combined_Total_DOS_Li_PDOS.csv
train,uox,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uox/uox_combined_Total_DOS_Li_PDOS.csv
train,ur9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ur9/ur9_combined_Total_DOS_Li_PDOS.csv
train,usu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/usu/usu_combined_Total_DOS_Li_PDOS.csv
train,uu4,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uu4/uu4_combined_Total_DOS_Li_PDOS.csv
train,uut,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uut/uut_combined_Total_DOS_Li_PDOS.csv
train,uw9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uw9/uw9_combined_Total_DOS_Li_PDOS.csv
train,uwh,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uwh/uwh_combined_Total_DOS_Li_PDOS.csv
train,uxi,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uxi/uxi_combined_Total_DOS_Li_PDOS.csv
train,uxo,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/uxo/uxo_combined_Total_DOS_Li_PDOS.csv
train,vj7,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/vj7/vj7_combined_Total_DOS_Li_PDOS.csv
train,vqj,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/vqj/vqj_combined_Total_DOS_Li_PDOS.csv
train,vqu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/vqu/vqu_combined_Total_DOS_Li_PDOS.csv
train,vy5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/vy5/vy5_combined_Total_DOS_Li_PDOS.csv
train,w7d,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/w7d/w7d_combined_Total_DOS_Li_PDOS.csv
train,w87,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/w87/w87_combined_Total_DOS_Li_PDOS.csv
train,wsd,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/wsd/wsd_combined_Total_DOS_Li_PDOS.csv
train,wyu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/wyu/wyu_combined_Total_DOS_Li_PDOS.csv
train,x2i,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/x2i/x2i_combined_Total_DOS_Li_PDOS.csv
train,x2v,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/x2v/x2v_combined_Total_DOS_Li_PDOS.csv
train,x9d,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/x9d/x9d_combined_Total_DOS_Li_PDOS.csv
train,xa0,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/xa0/xa0_combined_Total_DOS_Li_PDOS.csv
train,xas,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/xas/xas_combined_Total_DOS_Li_PDOS.csv
train,xog,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/xog/xog_combined_Total_DOS_Li_PDOS.csv
train,xub,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/xub/xub_combined_Total_DOS_Li_PDOS.csv
train,xut,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/xut/xut_combined_Total_DOS_Li_PDOS.csv
train,xz4,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/xz4/xz4_combined_Total_DOS_Li_PDOS.csv
train,y2l,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/y2l/y2l_combined_Total_DOS_Li_PDOS.csv
train,yab,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/yab/yab_combined_Total_DOS_Li_PDOS.csv
train,yav,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/yav/yav_combined_Total_DOS_Li_PDOS.csv
train,ym6,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ym6/ym6_combined_Total_DOS_Li_PDOS.csv
train,ymc,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ymc/ymc_combined_Total_DOS_Li_PDOS.csv
train,yq2,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/yq2/yq2_combined_Total_DOS_Li_PDOS.csv
train,yqu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/yqu/yqu_combined_Total_DOS_Li_PDOS.csv
train,ysm,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ysm/ysm_combined_Total_DOS_Li_PDOS.csv
train,ywe,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ywe/ywe_combined_Total_DOS_Li_PDOS.csv
train,z16,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/z16/z16_combined_Total_DOS_Li_PDOS.csv
train,z2s,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/z2s/z2s_combined_Total_DOS_Li_PDOS.csv
train,z7n,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/z7n/z7n_combined_Total_DOS_Li_PDOS.csv
train,z9y,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/z9y/z9y_combined_Total_DOS_Li_PDOS.csv
train,zxr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/zxr/zxr_combined_Total_DOS_Li_PDOS.csv
train,zzr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/zzr/zzr_combined_Total_DOS_Li_PDOS.csv
