split,ID,family,intended_formula_OBELiX,source_role,source_file,production_file,source_formula,production_formula,source_counts_json,production_counts_json,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_to_production_status,source_to_OBELiX_status,production_to_OBELiX_status,source_to_production_max_absolute_count_change,source_to_production_element_set_preserved,source_to_production_Li_count_error,vacancy_or_partial_occupancy_preservation,source_to_production_delta_json
train,240,phosphates,Li8GeP4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/240/ordered_adaptive_240.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/240/relaxed_240.cif,Li64 Ge8 P32,Li64 Ge8 P32,"{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}","{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Ge"": 0.0, ""Li"": 0.0, ""P"": 0.0}"
train,2t8,Tavorite,LiV(PO4)F,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2t8/ordered_adaptive_2t8.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2t8/relaxed_2t8.cif,Li2 V2 P2 O8 F2,Li2 V2 P2 O8 F2,"{""F"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""P"": 2.0, ""V"": 2.0}","{""F"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""P"": 2.0, ""V"": 2.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""F"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0, ""V"": 0.0}"
train,2wb,garnet,Li6.6La3Zr1.6Ta0.4O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb/ordered_adaptive_2wb.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb/relaxed_2wb.cif,Li53 La24 Zr13 Ta3 O96,Li53 La24 Zr13 Ta3 O96,"{""La"": 24.0, ""Li"": 53.0, ""O"": 96.0, ""Ta"": 3.0, ""Zr"": 13.0}","{""La"": 24.0, ""Li"": 53.0, ""O"": 96.0, ""Ta"": 3.0, ""Zr"": 13.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0, ""Zr"": 0.0}"
train,3nb,molybdates,(Li0.5Ce0.25Sm0.25)(MoO4),ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3nb/ordered_adaptive_3nb.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3nb/relaxed_3nb.cif,Li2 Ce1 Sm1 Mo4 O16,Li2 Ce1 Sm1 Mo4 O16,"{""Ce"": 1.0, ""Li"": 2.0, ""Mo"": 4.0, ""O"": 16.0, ""Sm"": 1.0}","{""Ce"": 1.0, ""Li"": 2.0, ""Mo"": 4.0, ""O"": 16.0, ""Sm"": 1.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Ce"": 0.0, ""Li"": 0.0, ""Mo"": 0.0, ""O"": 0.0, ""Sm"": 0.0}"
train,3rx,perovskites,Li(NdTiO4),ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3rx/ordered_adaptive_3rx.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3rx/relaxed_3rx.cif,Li2 Nd2 Ti2 O8,Li2 Nd2 Ti2 O8,"{""Li"": 2.0, ""Nd"": 2.0, ""O"": 8.0, ""Ti"": 2.0}","{""Li"": 2.0, ""Nd"": 2.0, ""O"": 8.0, ""Ti"": 2.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""Nd"": 0.0, ""O"": 0.0, ""Ti"": 0.0}"
train,3uq,NASICON,Li1.3Al0.3Ge1.7(PO4)3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq/ordered_adaptive_3uq.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq/relaxed_3uq.cif,Li7 Al1 Ge11 P18 O72,Li7 Al1 Ge11 P18 O72,"{""Al"": 1.0, ""Ge"": 11.0, ""Li"": 7.0, ""O"": 72.0, ""P"": 18.0}","{""Al"": 1.0, ""Ge"": 11.0, ""Li"": 7.0, ""O"": 72.0, ""P"": 18.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,WARN_INTEGERIZATION_APPROXIMATION,WARN_INTEGERIZATION_APPROXIMATION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Al"": 0.0, ""Ge"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0}"
train,3zo,argyrodites,Li6.225P0.775Si0.225S5Br,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo/ordered_adaptive_3zo.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo/relaxed_3zo.cif,Li25 Si1 P3 S20 Br4,Li25 Si1 P3 S20 Br4,"{""Br"": 4.0, ""Li"": 25.0, ""P"": 3.0, ""S"": 20.0, ""Si"": 1.0}","{""Br"": 4.0, ""Li"": 25.0, ""P"": 3.0, ""S"": 20.0, ""Si"": 1.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Br"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.0, ""Si"": 0.0}"
train,419,garnet,Li5.3La3Ta1.85Sm0.15O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419/ordered_adaptive_419.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419/relaxed_419.cif,Li43 La24 Sm1 Ta15 O96,Li43 La24 Sm1 Ta15 O96,"{""La"": 24.0, ""Li"": 43.0, ""O"": 96.0, ""Sm"": 1.0, ""Ta"": 15.0}","{""La"": 24.0, ""Li"": 43.0, ""O"": 96.0, ""Sm"": 1.0, ""Ta"": 15.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Sm"": 0.0, ""Ta"": 0.0}"
train,472,nitridosilicates,Li14Nd5(Si11N19O5)O2F2,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/472/ordered_adaptive_472.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/472/relaxed_472.cif,Li28 Nd10 Si22 N38 O14 F4,Li28 Nd10 Si22 N38 O14 F4,"{""F"": 4.0, ""Li"": 28.0, ""N"": 38.0, ""Nd"": 10.0, ""O"": 14.0, ""Si"": 22.0}","{""F"": 4.0, ""Li"": 28.0, ""N"": 38.0, ""Nd"": 10.0, ""O"": 14.0, ""Si"": 22.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""F"": 0.0, ""Li"": 0.0, ""N"": 0.0, ""Nd"": 0.0, ""O"": 0.0, ""Si"": 0.0}"
train,47i,diphosphate,Li4P2O7,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/47i/ordered_adaptive_47i.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/47i/relaxed_47i.cif,Li8 P4 O14,Li8 P4 O14,"{""Li"": 8.0, ""O"": 14.0, ""P"": 4.0}","{""Li"": 8.0, ""O"": 14.0, ""P"": 4.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""O"": 0.0, ""P"": 0.0}"
train,4ba,NASICON,LiGe2(PO4)3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/ordered_adaptive_4ba.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/relaxed_4ba.cif,Li6 Ge12 P18 O72,Li6 Ge12 P18 O72,"{""Ge"": 12.0, ""Li"": 6.0, ""O"": 72.0, ""P"": 18.0}","{""Ge"": 12.0, ""Li"": 6.0, ""O"": 72.0, ""P"": 18.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Ge"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0}"
train,4ea,NASICON,Li(Ti0.4Sn1.6)(PO4)3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea/ordered_adaptive_4ea.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea/relaxed_4ea.cif,Li6 Ti2 Sn10 P18 O72,Li6 Ti2 Sn10 P18 O72,"{""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Sn"": 10.0, ""Ti"": 2.0}","{""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Sn"": 10.0, ""Ti"": 2.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""O"": 0.0, ""P"": 0.0, ""Sn"": 0.0, ""Ti"": 0.0}"
train,4kt,halides,Li2CrCl4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4kt/ordered_adaptive_4kt.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4kt/relaxed_4kt.cif,Li8 Cr4 Cl16,Li8 Cr4 Cl16,"{""Cl"": 16.0, ""Cr"": 4.0, ""Li"": 8.0}","{""Cl"": 16.0, ""Cr"": 4.0, ""Li"": 8.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Cl"": 0.0, ""Cr"": 0.0, ""Li"": 0.0}"
train,5bz,boron nitride,Li3BN2,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5bz/ordered_adaptive_5bz.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5bz/relaxed_5bz.cif,Li12 B4 N8,Li12 B4 N8,"{""B"": 4.0, ""Li"": 12.0, ""N"": 8.0}","{""B"": 4.0, ""Li"": 12.0, ""N"": 8.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""B"": 0.0, ""Li"": 0.0, ""N"": 0.0}"
train,5tl,perovskites,La0.62Li0.14TiO3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/ordered_adaptive_5tl.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/relaxed_5tl.cif,La1 Ti2 O6,La1 Ti2 O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}","{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,FAIL_ELEMENT_SET,FAIL_ELEMENT_SET,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""O"": 0.0, ""Ti"": 0.0}"
train,5wz,argyrodites,Li6PS5I,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5wz/ordered_adaptive_5wz.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5wz/relaxed_5wz.cif,Li24 P4 S20 I4,Li24 P4 S20 I4,"{""I"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}","{""I"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""I"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.0}"
train,5z0,oxides,Li5AlO4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/ordered_adaptive_5z0.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/relaxed_5z0.cif,Li40 Al8 O32,Li40 Al8 O32,"{""Al"": 8.0, ""Li"": 40.0, ""O"": 32.0}","{""Al"": 8.0, ""Li"": 40.0, ""O"": 32.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Al"": 0.0, ""Li"": 0.0, ""O"": 0.0}"
train,5zv,phosphates,Li4Zn(PO4)2,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5zv/ordered_adaptive_5zv.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5zv/relaxed_5zv.cif,Li16 Zn4 P8 O32,Li16 Zn4 P8 O32,"{""Li"": 16.0, ""O"": 32.0, ""P"": 8.0, ""Zn"": 4.0}","{""Li"": 16.0, ""O"": 32.0, ""P"": 8.0, ""Zn"": 4.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""O"": 0.0, ""P"": 0.0, ""Zn"": 0.0}"
train,68u,garnet,Li5La3Nb2O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/68u/ordered_adaptive_68u.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/68u/relaxed_68u.cif,Li40 La24 Nb16 O96,Li40 La24 Nb16 O96,"{""La"": 24.0, ""Li"": 40.0, ""Nb"": 16.0, ""O"": 96.0}","{""La"": 24.0, ""Li"": 40.0, ""Nb"": 16.0, ""O"": 96.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""Nb"": 0.0, ""O"": 0.0}"
train,6du,oxides,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/ordered_adaptive_6du.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/relaxed_6du.cif,Li8 Mg1 Ti11 O32,Li10 Mg1 Ti13 O32,"{""Li"": 8.0, ""Mg"": 1.0, ""O"": 32.0, ""Ti"": 11.0}","{""Li"": 10.0, ""Mg"": 1.0, ""O"": 32.0, ""Ti"": 13.0}",4,4,0,FAIL_RELAXATION_CHANGED_COMPOSITION,FAIL_GENERAL_STOICHIOMETRY,PASS_INTEGERIZED_COMPOSITION,2.0,True,2.0,not_preserved_through_relaxation,"{""Li"": 2.0, ""Mg"": 0.0, ""O"": 0.0, ""Ti"": 2.0}"
train,6jf,argyrodites,Li6PS5Br,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf/ordered_adaptive_6jf.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf/relaxed_6jf.cif,Li24 P4 S20 Br4,Li24 P4 S20 Br4,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}","{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Br"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.0}"
train,6l9,boracites,Li4B7O12Cl,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/ordered_adaptive_6l9.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/relaxed_6l9.cif,Li33 B56 Cl8 O96,Li33 B56 Cl8 O96,"{""B"": 56.0, ""Cl"": 8.0, ""Li"": 33.0, ""O"": 96.0}","{""B"": 56.0, ""Cl"": 8.0, ""Li"": 33.0, ""O"": 96.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""B"": 0.0, ""Cl"": 0.0, ""Li"": 0.0, ""O"": 0.0}"
train,72f,garnet,(Li6.26Al0.24)La3Zr2O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/72f/ordered_adaptive_72f.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/72f/relaxed_72f.cif,Li50 La24 Zr16 Al2 O96,Li50 La24 Zr16 Al2 O96,"{""Al"": 2.0, ""La"": 24.0, ""Li"": 50.0, ""O"": 96.0, ""Zr"": 16.0}","{""Al"": 2.0, ""La"": 24.0, ""Li"": 50.0, ""O"": 96.0, ""Zr"": 16.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Al"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Zr"": 0.0}"
train,7e5,perovskites,La0.65Li0.05(Mg0.5W0.5)O3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5/ordered_adaptive_7e5.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5/relaxed_7e5.cif,Li1 La3 Mg2 W2 O12,Li1 La3 Mg2 W2 O12,"{""La"": 3.0, ""Li"": 1.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}","{""La"": 3.0, ""Li"": 1.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,WARN_INTEGERIZATION_APPROXIMATION,WARN_INTEGERIZATION_APPROXIMATION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""Mg"": 0.0, ""O"": 0.0, ""W"": 0.0}"
train,7ek,LISICON,Li3.70Ge0.85W0.15O4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7ek/ordered_adaptive_7ek.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7ek/relaxed_7ek.cif,Li15 Ge3 W1 O16,Li15 Ge3 W1 O16,"{""Ge"": 3.0, ""Li"": 15.0, ""O"": 16.0, ""W"": 1.0}","{""Ge"": 3.0, ""Li"": 15.0, ""O"": 16.0, ""W"": 1.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Ge"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""W"": 0.0}"
train,7o7,garnet,Li6BaLa2Ta2O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7o7/ordered_adaptive_7o7.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7o7/relaxed_7o7.cif,Ba8 Li48 La16 Ta16 O96,Ba8 Li48 La16 Ta16 O96,"{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}","{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Ba"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}"
train,7tu,LGPS,Li10.2(Sn0.2Si0.8)1.2P1.8S12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7tu/ordered_adaptive_7tu.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7tu/relaxed_7tu.cif,Li20 Si2 Sn0.5 P3.5 S24,Li20 Si2 Sn1 P4 S24,"{""Li"": 20.0, ""P"": 3.5, ""S"": 24.0, ""Si"": 2.0, ""Sn"": 0.5}","{""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Si"": 2.0, ""Sn"": 1.0}",1,1,0,FAIL_RELAXATION_CHANGED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,WARN_INTEGERIZATION_APPROXIMATION,0.5,True,0.0,not_preserved_through_relaxation,"{""Li"": 0.0, ""P"": 0.5, ""S"": 0.0, ""Si"": 0.0, ""Sn"": 0.5}"
train,7w5,garnet,Li6.75La3Zr1.75Ta0.25O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7w5/ordered_adaptive_7w5.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7w5/relaxed_7w5.cif,Li54 La24 Zr14 Ta2 O96,Li54 La24 Zr14 Ta2 O96,"{""La"": 24.0, ""Li"": 54.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}","{""La"": 24.0, ""Li"": 54.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0, ""Zr"": 0.0}"
train,824,LGPS,Li10.35Ge1.35P1.65S12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/824/ordered_adaptive_824.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/824/relaxed_824.cif,Li21 Ge3 P3 S24,Li21 Ge3 P3 S24,"{""Ge"": 3.0, ""Li"": 21.0, ""P"": 3.0, ""S"": 24.0}","{""Ge"": 3.0, ""Li"": 21.0, ""P"": 3.0, ""S"": 24.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Ge"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.0}"
train,883,hydrides,LiAlH4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/883/ordered_adaptive_883.cif,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/883/relaxed_883.cif,Li4 Al4 H16,Li4 Al4 H16,"{""Al"": 4.0, ""H"": 16.0, ""Li"": 4.0}","{""Al"": 4.0, ""H"": 16.0, ""Li"": 4.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Al"": 0.0, ""H"": 0.0, ""Li"": 0.0}"
