split,ID,family,candidate_rank_for_production,production_score,source_score,selected_as_production,selected_as_source,file,parse_status,parser,formula,reduced_formula,counts_json,n_sites,is_ordered,partial_or_mixed_sites,comparison_to_OBELiX,Li_relative_error,composition_total_variation_error,error
train,3nb,molybdates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3nb/relaxed_3nb.cif,ok,pymatgen_structure,Li2 Ce1 Sm1 Mo4 O16,Li2CeSm(MoO4)4,"{""Ce"": 1.0, ""Li"": 2.0, ""Mo"": 4.0, ""O"": 16.0, ""Sm"": 1.0}",24.0,True,0.0,PASS,0.0,0.0,
train,3nb,molybdates,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/3nb/relaxed_3nb (1).cif,ok,pymatgen_structure,Li2 Ce1 Sm1 Mo4 O16,Li2CeSm(MoO4)4,"{""Ce"": 1.0, ""Li"": 2.0, ""Mo"": 4.0, ""O"": 16.0, ""Sm"": 1.0}",24.0,True,0.0,PASS,0.0,0.0,
train,3nb,molybdates,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3nb/ordered_adaptive_3nb.cif,ok,pymatgen_structure,Li2 Ce1 Sm1 Mo4 O16,Li2CeSm(MoO4)4,"{""Ce"": 1.0, ""Li"": 2.0, ""Mo"": 4.0, ""O"": 16.0, ""Sm"": 1.0}",24.0,True,0.0,PASS,0.0,0.0,
train,3rx,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3rx/relaxed_3rx.cif,ok,pymatgen_structure,Li2 Nd2 Ti2 O8,LiNdTiO4,"{""Li"": 2.0, ""Nd"": 2.0, ""O"": 8.0, ""Ti"": 2.0}",14.0,True,0.0,PASS,0.0,0.0,
train,3rx,perovskites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/3rx/relaxed_3rx.cif,ok,pymatgen_structure,Li2 Nd2 Ti2 O8,LiNdTiO4,"{""Li"": 2.0, ""Nd"": 2.0, ""O"": 8.0, ""Ti"": 2.0}",14.0,True,0.0,PASS,0.0,0.0,
train,3rx,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3rx/ordered_adaptive_3rx.cif,ok,pymatgen_structure,Li2 Nd2 Ti2 O8,LiNdTiO4,"{""Li"": 2.0, ""Nd"": 2.0, ""O"": 8.0, ""Ti"": 2.0}",14.0,True,0.0,PASS,0.0,0.0,
train,3uq,NASICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq/relaxed_3uq.cif,ok,pymatgen_structure,Li7 Al1 Ge11 P18 O72,Li7AlGe11(PO4)18,"{""Al"": 1.0, ""Ge"": 11.0, ""Li"": 7.0, ""O"": 72.0, ""P"": 18.0}",109.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.10256410256410264,0.014037198576226994,
train,3uq,NASICON,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/3uq/relaxed_3uq.cif,ok,pymatgen_structure,Li42 Ge12 P18 O72,Li7Ge2(PO4)3,"{""Ge"": 12.0, ""Li"": 42.0, ""O"": 72.0, ""P"": 18.0}",144.0,True,0.0,FAIL_ELEMENT_SET,4.384615384615384,0.22062841530054647,
train,3uq,NASICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3uq/ordered_adaptive_3uq.cif,ok,pymatgen_structure,Li7 Al1 Ge11 P18 O72,Li7AlGe11(PO4)18,"{""Al"": 1.0, ""Ge"": 11.0, ""Li"": 7.0, ""O"": 72.0, ""P"": 18.0}",109.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.10256410256410264,0.014037198576226994,
train,3zo,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo/relaxed_3zo.cif,ok,pymatgen_structure,Li25 Si1 P3 S20 Br4,Li25SiP3(S5Br)4,"{""Br"": 4.0, ""Li"": 25.0, ""P"": 3.0, ""S"": 20.0, ""Si"": 1.0}",53.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.004016064257028169,0.00285337232942183,
train,3zo,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/3zo/relaxed_3zo.cif,ok,pymatgen_structure,Li72 P4 S20 Br4,Li18PS5Br,"{""Br"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 20.0}",100.0,True,0.0,FAIL_ELEMENT_SET,1.8915662650602412,0.24930056710775045,
train,3zo,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/3zo/ordered_adaptive_3zo.cif,ok,pymatgen_structure,Li25 Si1 P3 S20 Br4,Li25SiP3(S5Br)4,"{""Br"": 4.0, ""Li"": 25.0, ""P"": 3.0, ""S"": 20.0, ""Si"": 1.0}",53.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.004016064257028169,0.00285337232942183,
train,419,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419/relaxed_419.cif,ok,pymatgen_structure,Li43 La24 Sm1 Ta15 O96,Li43La24SmTa15O96,"{""La"": 24.0, ""Li"": 43.0, ""O"": 96.0, ""Sm"": 1.0, ""Ta"": 15.0}",179.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.014150943396226448,0.0033945436781321276,
train,419,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/419/relaxed_419.cif,ok,pymatgen_structure,Li168 La24 Ta16 O96,Li21La3Ta2O12,"{""La"": 24.0, ""Li"": 168.0, ""O"": 96.0, ""Ta"": 16.0}",304.0,True,0.0,FAIL_ELEMENT_SET,2.9622641509433962,0.3149634175123909,
train,419,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/419/ordered_adaptive_419.cif,ok,pymatgen_structure,Li43 La24 Sm1 Ta15 O96,Li43La24SmTa15O96,"{""La"": 24.0, ""Li"": 43.0, ""O"": 96.0, ""Sm"": 1.0, ""Ta"": 15.0}",179.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.014150943396226448,0.0033945436781321276,
train,472,nitridosilicates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/472/relaxed_472.cif,ok,pymatgen_structure,Li28 Nd10 Si22 N38 O14 F4,Li14Nd5Si11N19O7F2,"{""F"": 4.0, ""Li"": 28.0, ""N"": 38.0, ""Nd"": 10.0, ""O"": 14.0, ""Si"": 22.0}",116.0,True,0.0,PASS,0.0,0.0,
train,472,nitridosilicates,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/472/relaxed_472.cif,ok,pymatgen_structure,Li28 Nd10 Si22 N38 O18,Li14Nd5Si11N19O9,"{""Li"": 28.0, ""N"": 38.0, ""Nd"": 10.0, ""O"": 18.0, ""Si"": 22.0}",116.0,True,0.0,FAIL_ELEMENT_SET,0.0,0.034482758620689655,
train,472,nitridosilicates,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/472/ordered_adaptive_472.cif,ok,pymatgen_structure,Li28 Nd10 Si22 N38 O14 F4,Li14Nd5Si11N19O7F2,"{""F"": 4.0, ""Li"": 28.0, ""N"": 38.0, ""Nd"": 10.0, ""O"": 14.0, ""Si"": 22.0}",116.0,True,0.0,PASS,0.0,0.0,
train,47i,diphosphate,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/47i/relaxed_47i.cif,ok,pymatgen_structure,Li8 P4 O14,Li4P2O7,"{""Li"": 8.0, ""O"": 14.0, ""P"": 4.0}",26.0,True,0.0,PASS,0.0,0.0,
train,47i,diphosphate,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/47i/relaxed.cif,ok,pymatgen_structure,Li8 P4 O14,Li4P2O7,"{""Li"": 8.0, ""O"": 14.0, ""P"": 4.0}",26.0,True,0.0,PASS,0.0,0.0,
train,47i,diphosphate,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/47i/ordered_adaptive_47i.cif,ok,pymatgen_structure,Li8 P4 O14,Li4P2O7,"{""Li"": 8.0, ""O"": 14.0, ""P"": 4.0}",26.0,True,0.0,PASS,0.0,0.0,
train,4ba,NASICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/relaxed_4ba.cif,ok,pymatgen_structure,Li6 Ge12 P18 O72,LiGe2(PO4)3,"{""Ge"": 12.0, ""Li"": 6.0, ""O"": 72.0, ""P"": 18.0}",108.0,True,0.0,PASS,0.0,0.0,
train,4ba,NASICON,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/4ba/relaxed_4ba.cif,ok,pymatgen_structure,Li6 Ge12 P18 O72,LiGe2(PO4)3,"{""Ge"": 12.0, ""Li"": 6.0, ""O"": 72.0, ""P"": 18.0}",108.0,True,0.0,PASS,0.0,0.0,
train,4ba,NASICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/ordered_adaptive_4ba.cif,ok,pymatgen_structure,Li6 Ge12 P18 O72,LiGe2(PO4)3,"{""Ge"": 12.0, ""Li"": 6.0, ""O"": 72.0, ""P"": 18.0}",108.0,True,0.0,PASS,0.0,0.0,
train,4ea,NASICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea/relaxed_4ea.cif,ok,pymatgen_structure,Li6 Ti2 Sn10 P18 O72,Li3TiSn5(PO4)9,"{""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Sn"": 10.0, ""Ti"": 2.0}",108.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.0,0.003703703703703695,
train,4ea,NASICON,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/4ea/relaxed_4ea.cif,ok,pymatgen_structure,Li6 Sn12 P18 O72,LiSn2(PO4)3,"{""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Sn"": 12.0}",108.0,True,0.0,FAIL_ELEMENT_SET,0.0,0.022222222222222213,
train,4ea,NASICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea/ordered_adaptive_4ea.cif,ok,pymatgen_structure,Li6 Ti2 Sn10 P18 O72,Li3TiSn5(PO4)9,"{""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Sn"": 10.0, ""Ti"": 2.0}",108.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.0,0.003703703703703695,
train,4kt,halides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4kt/relaxed_4kt.cif,ok,pymatgen_structure,Li8 Cr4 Cl16,Li2CrCl4,"{""Cl"": 16.0, ""Cr"": 4.0, ""Li"": 8.0}",28.0,True,0.0,PASS,0.0,0.0,
train,4kt,halides,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/4kt/relaxed.cif,ok,pymatgen_structure,Li8 Cr4 Cl16,Li2CrCl4,"{""Cl"": 16.0, ""Cr"": 4.0, ""Li"": 8.0}",28.0,True,0.0,PASS,0.0,0.0,
train,4kt,halides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4kt/ordered_adaptive_4kt.cif,ok,pymatgen_structure,Li8 Cr4 Cl16,Li2CrCl4,"{""Cl"": 16.0, ""Cr"": 4.0, ""Li"": 8.0}",28.0,True,0.0,PASS,0.0,0.0,
train,5bz,boron nitride,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5bz/relaxed_5bz.cif,ok,pymatgen_structure,Li12 B4 N8,Li3BN2,"{""B"": 4.0, ""Li"": 12.0, ""N"": 8.0}",24.0,True,0.0,PASS,0.0,0.0,
train,5bz,boron nitride,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/5bz/relaxed.cif,ok,pymatgen_structure,Li12 B4 N8,Li3BN2,"{""B"": 4.0, ""Li"": 12.0, ""N"": 8.0}",24.0,True,0.0,PASS,0.0,0.0,
train,5bz,boron nitride,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5bz/ordered_adaptive_5bz.cif,ok,pymatgen_structure,Li12 B4 N8,Li3BN2,"{""B"": 4.0, ""Li"": 12.0, ""N"": 8.0}",24.0,True,0.0,PASS,0.0,0.0,
train,5tl,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/relaxed_5tl.cif,ok,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.04855275443510737,
train,5tl,perovskites,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/5tl/relaxed_5tl (2).cif,ok,pymatgen_structure,La2 Ti2 O6,LaTiO3,"{""La"": 2.0, ""O"": 6.0, ""Ti"": 2.0}",10.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.06974789915966387,
train,5tl,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5tl/ordered_adaptive_5tl.cif,ok,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.04855275443510737,
train,5wz,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5wz/relaxed_5wz.cif,ok,pymatgen_structure,Li24 P4 S20 I4,Li6PS5I,"{""I"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,5wz,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/5wz/relaxed_5wz.cif,ok,pymatgen_structure,Li72 P4 S20 I4,Li18PS5I,"{""I"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 20.0}",100.0,True,0.0,FAIL_LI_STOICHIOMETRY,2.0,0.25846153846153846,
train,5wz,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5wz/ordered_adaptive_5wz.cif,ok,pymatgen_structure,Li24 P4 S20 I4,Li6PS5I,"{""I"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,5z0,oxides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/relaxed_5z0.cif,ok,pymatgen_structure,Li40 Al8 O32,Li5AlO4,"{""Al"": 8.0, ""Li"": 40.0, ""O"": 32.0}",80.0,True,0.0,PASS,0.0,0.0,
train,5z0,oxides,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/5z0/relaxed.cif,ok,pymatgen_structure,Li40 Al8 O32,Li5AlO4,"{""Al"": 8.0, ""Li"": 40.0, ""O"": 32.0}",80.0,True,0.0,PASS,0.0,0.0,
train,5z0,oxides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/ordered_adaptive_5z0.cif,ok,pymatgen_structure,Li40 Al8 O32,Li5AlO4,"{""Al"": 8.0, ""Li"": 40.0, ""O"": 32.0}",80.0,True,0.0,PASS,0.0,0.0,
train,5zv,phosphates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5zv/relaxed_5zv.cif,ok,pymatgen_structure,Li16 Zn4 P8 O32,Li4Zn(PO4)2,"{""Li"": 16.0, ""O"": 32.0, ""P"": 8.0, ""Zn"": 4.0}",60.0,True,0.0,PASS,0.0,0.0,
train,5zv,phosphates,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/5zv/relaxed.cif,ok,pymatgen_structure,Li16 Zn4 P8 O32,Li4Zn(PO4)2,"{""Li"": 16.0, ""O"": 32.0, ""P"": 8.0, ""Zn"": 4.0}",60.0,True,0.0,PASS,0.0,0.0,
train,5zv,phosphates,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5zv/ordered_adaptive_5zv.cif,ok,pymatgen_structure,Li16 Zn4 P8 O32,Li4Zn(PO4)2,"{""Li"": 16.0, ""O"": 32.0, ""P"": 8.0, ""Zn"": 4.0}",60.0,True,0.0,PASS,0.0,0.0,
train,68u,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/68u/relaxed_68u.cif,ok,pymatgen_structure,Li40 La24 Nb16 O96,Li5La3Nb2O12,"{""La"": 24.0, ""Li"": 40.0, ""Nb"": 16.0, ""O"": 96.0}",176.0,True,0.0,PASS,0.0,0.0,
train,68u,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/68u/relaxed_68u.cif,ok,pymatgen_structure,Li40 La24 Nb16 O96,Li5La3Nb2O12,"{""La"": 24.0, ""Li"": 40.0, ""Nb"": 16.0, ""O"": 96.0}",176.0,True,0.0,PASS,0.0,0.0,
train,68u,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/68u/ordered_adaptive_68u.cif,ok,pymatgen_structure,Li40 La24 Nb16 O96,Li5La3Nb2O12,"{""La"": 24.0, ""Li"": 40.0, ""Nb"": 16.0, ""O"": 96.0}",176.0,True,0.0,PASS,0.0,0.0,
train,6du,oxides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/relaxed_6du.cif,ok,pymatgen_structure,Li10 Mg1 Ti13 O32,Li10MgTi13O32,"{""Li"": 10.0, ""Mg"": 1.0, ""O"": 32.0, ""Ti"": 13.0}",56.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.014195583596214523,0.0037387277104500276,
train,6du,oxides,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/6du/relaxed_6du.cif,ok,pymatgen_structure,Li8 Ti16 O32,LiTi2O4,"{""Li"": 8.0, ""O"": 32.0, ""Ti"": 16.0}",56.0,True,0.0,FAIL_ELEMENT_SET,-0.21135646687697163,0.052515607785530626,
train,6du,oxides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/ordered_adaptive_6du.cif,ok,pymatgen_cif_tolerance2,Li8 Mg1 Ti11 O32,Li8MgTi11O32,"{""Li"": 8.0, ""Mg"": 1.0, ""O"": 32.0, ""Ti"": 11.0}",52.0,False,4.0,FAIL_GENERAL_STOICHIOMETRY,-0.21135646687697163,0.04906839804012039,
train,6jf,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf/relaxed_6jf.cif,ok,pymatgen_structure,Li24 P4 S20 Br4,Li6PS5Br,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,6jf,argyrodites,2,3600.0,-1250.0,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf 2/relaxed_6jf.cif,ok,pymatgen_structure,Li24 P4 S20 Br4,Li6PS5Br,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,6jf,argyrodites,3,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/6jf/relaxed_6jf (1).cif,ok,pymatgen_structure,Li72 P4 S20 Br4,Li18PS5Br,"{""Br"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 20.0}",100.0,True,0.0,FAIL_LI_STOICHIOMETRY,2.0,0.25846153846153846,
train,6jf,argyrodites,4,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf/ordered_adaptive_6jf.cif,ok,pymatgen_structure,Li24 P4 S20 Br4,Li6PS5Br,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,6jf,argyrodites,5,400.0,550.0,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf 2/ordered_sqs_like_6jf.cif,ok,pymatgen_structure,Li24 P4 S20 Br4,Li6PS5Br,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",52.0,True,0.0,PASS,0.0,0.0,
train,6l9,boracites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/relaxed_6l9.cif,ok,pymatgen_structure,Li33 B56 Cl8 O96,Li33B56(ClO12)8,"{""B"": 56.0, ""Cl"": 8.0, ""Li"": 33.0, ""O"": 96.0}",193.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.03125,0.004317789291882583,
train,6l9,boracites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/6l9/relaxed_6l9.cif,ok,pymatgen_structure,Li56 B56 Cl8 O96,Li7B7ClO12,"{""B"": 56.0, ""Cl"": 8.0, ""Li"": 56.0, ""O"": 96.0}",216.0,True,0.0,FAIL_LI_STOICHIOMETRY,0.75,0.09259259259259262,
train,6l9,boracites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/ordered_adaptive_6l9.cif,ok,pymatgen_structure,Li33 B56 Cl8 O96,Li33B56(ClO12)8,"{""B"": 56.0, ""Cl"": 8.0, ""Li"": 33.0, ""O"": 96.0}",193.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.03125,0.004317789291882583,
train,72f,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/72f/relaxed_72f.cif,ok,pymatgen_structure,Li50 La24 Zr16 Al2 O96,Li25La12Zr8AlO48,"{""Al"": 2.0, ""La"": 24.0, ""Li"": 50.0, ""O"": 96.0, ""Zr"": 16.0}",188.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.0015974440894568351,0.00042553191489362856,
train,72f,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/72f/relaxed_72f.cif,ok,pymatgen_structure,Li120 La24 Zr16 O96,Li15La3Zr2O12,"{""La"": 24.0, ""Li"": 120.0, ""O"": 96.0, ""Zr"": 16.0}",256.0,True,0.0,FAIL_ELEMENT_SET,1.3961661341853036,0.2023670212765957,
train,72f,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/72f/ordered_adaptive_72f.cif,ok,pymatgen_structure,Li50 La24 Zr16 Al2 O96,Li25La12Zr8AlO48,"{""Al"": 2.0, ""La"": 24.0, ""Li"": 50.0, ""O"": 96.0, ""Zr"": 16.0}",188.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.0015974440894568351,0.00042553191489362856,
train,7e5,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5/relaxed_7e5.cif,ok,pymatgen_structure,Li1 La3 Mg2 W2 O12,LiLa3Mg2(WO6)2,"{""La"": 3.0, ""Li"": 1.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",20.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,4.0,0.051063829787234005,
train,7e5,perovskites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/7e5/relaxed_7e5.cif,ok,pymatgen_structure,La4 Mg2 W2 O12,La2MgWO6,"{""La"": 4.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",20.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.06170212765957444,
train,7e5,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5/ordered_adaptive_7e5.cif,ok,pymatgen_structure,Li1 La3 Mg2 W2 O12,LiLa3Mg2(WO6)2,"{""La"": 3.0, ""Li"": 1.0, ""Mg"": 2.0, ""O"": 12.0, ""W"": 2.0}",20.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,4.0,0.051063829787234005,
